backbone,sequence,coverage_threshold,method,frames,valid_count,clean_count,changed_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,intervention_coverage,intervention_precision,false_update_rate,clean_pixel_degradation,mean_update_magnitude_clean,percentage_frames_worsened,worst_frame_degradation,p95_frame_degradation,catastrophic_tail_p99,clean_frame_degradation
S2M2-S,dataset_7_keyframe_3,0.05,raw,160,1683403,1232339,0,2.505127306637415,2.505127306637415,0.17502107368054284,0.14092228623968026,7.145853085305718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2M2-S,dataset_7_keyframe_3,0.05,original_a2,160,1683403,1232339,546908,2.4558179639217417,2.505127306637415,0.17463792126126515,0.13817725161299144,6.921352688216832,0.000765468054114595,0.32488239595628615,0.5853434215626759,0.21705147690692253,0.1054863961945536,0.04930988695918934,0.03125,0.03244900330901146,-0.0035441792220808704,0.004180937544442711,0.05084745762711865
S2M2-S,dataset_7_keyframe_3,0.05,heuristic_bida_gate,160,1683403,1232339,619028,2.507246672874911,2.505127306637415,0.17447099815720868,0.1408771403204624,7.16045717183982,0.0012280679970545693,0.3677241872564086,0.5058850326641121,0.24384442917086938,0.08525413867450433,0.039546146378070274,0.525,0.20728839933872223,0.07804678864777082,0.13087547041475764,0.2542372881355932
S2M2-S,dataset_7_keyframe_3,0.05,authorized_ultra_safe,160,1683403,1232339,46498,2.4768181395797755,2.505127306637415,0.1742868464684654,0.13932017457683296,7.021959120557403,0.00032222955195493363,0.027621431113048985,0.8338208094971826,0.0030973620083434832,0.0027930626231905346,0.0033877065793978907,0.0125,0.013457024469971657,-0.004057587147690356,-0.0012069431901909583,0.03389830508474576
S2M2-S,dataset_7_keyframe_3,0.05,authorized_balanced,160,1683403,1232339,140537,2.4625832060336132,2.505127306637415,0.17482563635843962,0.1384154593859442,6.950984463577088,0.0005317479070395,0.08348387165758882,0.7756462710887524,0.018187365651821455,0.013936911840005064,0.01012349387517107,0.00625,0.01638571172952652,-0.011395144788548353,-0.007529227258637556,0.01694915254237288
S2M2-S,dataset_7_keyframe_3,0.05,authorized_high_coverage,160,1683403,1232339,140537,2.4625832060336132,2.505127306637415,0.17482563635843962,0.1384154593859442,6.950984463577088,0.0005317479070395,0.08348387165758882,0.7756462710887524,0.018187365651821455,0.013936911840005064,0.01012349387517107,0.00625,0.01638571172952652,-0.011395144788548353,-0.007529227258637556,0.01694915254237288
S2M2-S,dataset_7_keyframe_3,0.05,oracle_authorized_a2,160,1683403,1232339,324842,2.425961270763341,2.505127306637415,0.16832214291801656,0.13751965478629594,6.8549454506416465,0.0,0.19296745936653315,0.985491408130722,0.10778608808128283,0.0,0.019578741523261292,0.0,-0.022971397265791893,-0.029491977859288462,-0.0256176108494401,0.0
S2M2-S,dataset_7_keyframe_3,0.25,raw,160,1608626,1209310,0,2.207334267143472,2.207334267143472,0.15607978425331082,0.12615424560904728,6.458253487468229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2M2-S,dataset_7_keyframe_3,0.25,original_a2,160,1608626,1209310,498455,2.1642415660000585,2.207334267143472,0.15593804796081856,0.12401639659414421,6.228264872321343,0.0006608849344718964,0.30986382167141396,0.5782267205665507,0.2131008591676245,0.10269575212311152,0.04740295170401623,0.04375,0.02893718332052231,-0.00239406962646175,0.00845355222932993,0.07936507936507936
S2M2-S,dataset_7_keyframe_3,0.25,heuristic_bida_gate,160,1608626,1209310,571114,2.2074085101051084,2.207334267143472,0.155380430111792,0.12602805084101767,6.463309990267873,0.0009710526782642716,0.3550321827447772,0.5194444541720217,0.2415253326276968,0.08386269856364373,0.03914690840059315,0.525,0.1842852383852005,0.06559233367443078,0.11171303682029242,0.2222222222222222
S2M2-S,dataset_7_keyframe_3,0.25,authorized_ultra_safe,160,1608626,1209310,36797,2.1829692899382858,2.207334267143472,0.15538913314592212,0.12496751899143861,6.333765619337021,0.00026463853120678926,0.02287480122788019,0.8477865043345925,0.002146678684539117,0.0019217570350034316,0.0022495948201589557,0.0125,0.008125168271362782,-0.0034827947150915897,-0.00022537999320776814,0.031746031746031744
S2M2-S,dataset_7_keyframe_3,0.25,authorized_balanced,160,1608626,1209310,115946,2.1703869126502395,2.207334267143472,0.15613884031879535,0.12423024348794041,6.260477964508437,0.0004567148844567797,0.07207766130847071,0.7686336742966553,0.01608437869528905,0.012309498805103737,0.008449089905172883,0.0125,0.012965924106538296,-0.009511168068274858,-0.0018213962495792872,0.031746031746031744
S2M2-S,dataset_7_keyframe_3,0.25,authorized_high_coverage,160,1608626,1209310,115946,2.1703869126502395,2.207334267143472,0.15613884031879535,0.12423024348794041,6.260477964508437,0.0004567148844567797,0.07207766130847071,0.7686336742966553,0.01608437869528905,0.012309498805103737,0.008449089905172883,0.0125,0.012965924106538296,-0.009511168068274858,-0.0018213962495792872,0.031746031746031744
S2M2-S,dataset_7_keyframe_3,0.25,oracle_authorized_a2,160,1608626,1209310,292796,2.1359069016719183,2.207334267143472,0.15036994238300555,0.12343888488311171,6.158810650807545,0.0,0.18201620513407094,0.9843713711935955,0.10664345783959447,0.0,0.01939105361953792,0.0,-0.015989437699317932,-0.02778796674683691,-0.02188628068193794,0.0
S2M2-S,dataset_7_keyframe_3,0.5,raw,160,1080260,845879,0,2.0566170331282083,2.0566170331282083,0.15639568235510892,0.1317321749169307,5.592373080758894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2M2-S,dataset_7_keyframe_3,0.5,original_a2,160,1080260,845879,328174,2.0154609544279967,2.0566170331282083,0.15586803189068316,0.12970303448841117,5.3900915550803346,0.0007207168801974614,0.3037916797807935,0.557335437907939,0.19795857327111796,0.1019708492585819,0.04465625771057643,0.06875,0.02266082912683487,0.0016815219540148856,0.012959572803229069,0.13846153846153847
