coverage,raw_error_precision,a2_helpful_precision,mean_available_gain
0.01,0.6256983240223464,0.649973397180101,0.21305881440639496
0.05,0.36317567567567566,0.5199643541178974,0.06987443566322327
0.1,0.24449350925728877,0.4706386997233454,0.03439703583717346
0.2,0.1567587518620983,0.4447488827410087,0.017969543114304543
0.5,0.07803767280891463,0.42671066527275675,0.011275273747742176
1.0,0.043531752682079476,0.39077159828793817,0.009511537849903107
