backbone,sequence,frame_id,epe_native_px,bad1_native,bad3_native,valid_ratio_native,native_height,native_width,runtime_s
S2M2-S,dataset_1_keyframe_2,000001,0.9741300940513611,0.2952384600044112,0.02664919813357881,0.5776756286621094,1024,1280,2.181476315949112
S2M2-S,dataset_1_keyframe_2,000140,0.8855268955230713,0.36292796842869346,0.006721722424047135,0.44039382934570315,1024,1280,0.06782812997698784
S2M2-S,dataset_1_keyframe_2,000280,1.1120184659957886,0.4768745226649894,0.029909250190934003,0.407574462890625,1024,1280,0.06095263874158263
S2M2-S,dataset_1_keyframe_3,000001,0.9408062696456909,0.4003556419995819,0.00917410719529068,0.6495803833007813,1024,1280,0.06397824874147773
S2M2-S,dataset_1_keyframe_3,000236,1.1180305480957031,0.4380887061315234,0.0550217678059414,0.4927886962890625,1024,1280,0.06355897523462772
S2M2-S,dataset_1_keyframe_3,000471,2.083244800567627,0.6535567962145474,0.20947661502062956,0.211541748046875,1024,1280,0.06279747886583209
S2M2-S,dataset_2_keyframe_2,000001,1.1968265771865845,0.5030632615990426,0.04300809290727512,0.6106979370117187,1024,1280,0.061250702012330294
S2M2-S,dataset_2_keyframe_2,000517,3.0707881450653076,0.8326741818899261,0.4530298546279606,0.17014617919921876,1024,1280,0.07288625137880445
S2M2-S,dataset_2_keyframe_2,001033,5.114706993103027,0.9154942199121785,0.730474382683362,0.09365005493164062,1024,1280,0.06197712477296591
S2M2-S,dataset_2_keyframe_3,000001,2.756053924560547,0.6789546726357023,0.3189188584219362,0.34084320068359375,1024,1280,0.06274608196690679
S2M2-S,dataset_2_keyframe_3,000551,2.195803642272949,0.6729768688483975,0.21736976058019325,0.1354949951171875,1024,1280,0.06166074424982071
S2M2-S,dataset_2_keyframe_3,001102,1.8047767877578735,0.6494429449262046,0.1767788433928674,0.0531402587890625,1024,1280,0.064025669824332
S2M2-S,dataset_2_keyframe_4,000001,4.640601634979248,0.9035650142401539,0.675888410268075,0.48299331665039064,1024,1280,0.06293377187103033
S2M2-S,dataset_2_keyframe_4,001057,2.055713176727295,0.7559310173846756,0.250461668215215,0.32927474975585935,1024,1280,0.06083930982276797
S2M2-S,dataset_2_keyframe_4,002114,0.9188833832740784,0.37619553666312433,0.002290300120927846,0.0832794189453125,1024,1280,0.06804010458290577
S2M2-S,dataset_3_keyframe_1,000001,1.0983234643936157,0.37694182942157306,0.05963274016039794,0.5724021911621093,1024,1280,0.0703188139013946
S2M2-S,dataset_3_keyframe_1,000165,0.989395260810852,0.3765077303041518,0.03306017326153126,0.5050697326660156,1024,1280,0.06140264868736267
S2M2-S,dataset_3_keyframe_1,000329,2.360438346862793,0.6705126490795749,0.2916547275656332,0.23963470458984376,1024,1280,0.0602525039575994
S2M2-S,dataset_3_keyframe_2,000001,1.2130697965621948,0.4490654744736083,0.05028987597346409,0.529022216796875,1024,1280,0.06421298999339342
S2M2-S,dataset_3_keyframe_2,000799,0.9216551184654236,0.3547688330818164,0.015348549505510508,0.3169853210449219,1024,1280,0.06490872707217932
S2M2-S,dataset_3_keyframe_2,001597,1.4650585651397705,0.5244153457254179,0.09122582011914952,0.26650161743164064,1024,1280,0.06347303604707122
S2M2-S,dataset_3_keyframe_3,000001,1.18538498878479,0.471791896662363,0.04637205673475103,0.49578170776367186,1024,1280,0.06098552793264389
S2M2-S,dataset_3_keyframe_3,000224,2.0475223064422607,0.6019205879290082,0.17551585117303142,0.2051361083984375,1024,1280,0.061342941131442785
S2M2-S,dataset_3_keyframe_3,000448,2.5168559551239014,0.6119754874258265,0.22399954083074314,0.172802734375,1024,1280,0.061908572912216187
S2M2-S,dataset_3_keyframe_4,000001,1.1509898900985718,0.45014359914451574,0.04237091353498319,0.499420166015625,1024,1280,0.06490144459530711
S2M2-S,dataset_3_keyframe_4,000417,1.0311825275421143,0.42252758012925123,0.028063189503231282,0.2337493896484375,1024,1280,0.06585327535867691
S2M2-S,dataset_3_keyframe_4,000834,0.6011606454849243,0.13559472145956958,0.015348507660968914,0.25843048095703125,1024,1280,0.06321530183777213
S2M2-S,dataset_6_keyframe_1,000001,0.7885006666183472,0.2863398421069267,0.011592765219759245,0.6275802612304687,1024,1280,0.0606103278696537
S2M2-S,dataset_6_keyframe_1,000319,1.1769261360168457,0.4654302780371887,0.04708232008950449,0.3300506591796875,1024,1280,0.06135874381288886
S2M2-S,dataset_6_keyframe_1,000637,1.7545158863067627,0.6326528788763268,0.17287554057112903,0.2561614990234375,1024,1280,0.06361858360469341
S2M2-S,dataset_6_keyframe_2,000001,0.9297648072242737,0.38508386908314385,0.010434215463338597,0.6059371948242187,1024,1280,0.06250761682167649
S2M2-S,dataset_6_keyframe_2,000544,3.5318799018859863,0.8317806266376203,0.503538765798958,0.15199432373046876,1024,1280,0.06301525328308344
S2M2-S,dataset_6_keyframe_2,001087,0.6537303328514099,0.22389191531509223,0.0007428500680945896,0.246490478515625,1024,1280,0.067340272013098
S2M2-S,dataset_6_keyframe_3,000001,0.888033926486969,0.33698720647464253,0.023053868291211026,0.6397026062011719,1024,1280,0.06477085128426552
S2M2-S,dataset_6_keyframe_3,000787,3.6594884395599365,0.89395806695115,0.5921156008811794,0.1980987548828125,1024,1280,0.06297764787450433
S2M2-S,dataset_6_keyframe_3,001573,0.7241780757904053,0.26464759583449987,0.004011059691960863,0.41693801879882814,1024,1280,0.06839994201436639
S2M2-S,dataset_6_keyframe_4,000001,0.9725205898284912,0.29870728950815334,0.02233989217903476,0.6284889221191406,1024,1280,0.06605756003409624
S2M2-S,dataset_6_keyframe_4,000680,5.184136867523193,0.9008069641894556,0.686981567747178,0.09482803344726562,1024,1280,0.06325993780046701
S2M2-S,dataset_6_keyframe_4,001360,0.7873048186302185,0.27705032767067506,0.007613230442014561,0.4196891784667969,1024,1280,0.06344017712399364
S2M2-S,dataset_7_keyframe_1,000001,1.6221529245376587,0.5671409515340151,0.14546323939387523,0.4323944091796875,1024,1280,0.06756074074655771
S2M2-S,dataset_7_keyframe_1,000324,1.5360928773880005,0.5406587723741979,0.11872572610604526,0.28916015625,1024,1280,0.06141157168895006
