epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.754368396259701,0.07097393087088867,0.6851361573146993,0.9982583072524422,0.31030024680941554,-0.0006487039890867297
2,1.6855029680949423,0.07128816279180898,0.6282974895421914,0.985917315617768,0.31023428946921644,-0.0005827466488876332
3,1.6333596141977682,0.061238964720126784,0.6149708562319027,0.9571497926683917,0.3069935274090844,0.0026580154112443855
4,1.5478266796512237,0.05169207247524464,0.5786175155868836,0.9175170931958175,0.3043421347146902,0.005309408105638624
5,1.4806262242135464,0.049732143114003556,0.5340996902493218,0.8967943897460426,0.30520747154600447,0.004444071274324335
6,1.437421780169787,0.050066888067596155,0.5170210111299904,0.8703338794646095,0.3043366959787318,0.005314830894489475
7,1.375414938012093,0.050396552873332535,0.48588573572740873,0.8391326483475503,0.3013593199159666,0.008292206957254689
8,1.340761830760854,0.04838370867298996,0.4798542429495848,0.8125238764700425,0.30082735434540675,0.008824172527814533
9,1.2762249348919854,0.04777509546830029,0.4538425350418663,0.7746073048467003,0.29928206428223075,0.01036946259099053
10,1.2078760198226706,0.04677823859380823,0.4247127294861867,0.7363850532537806,0.29975832380209905,0.009893203071122236
11,1.1616729936897199,0.04663686381484145,0.4054241529237117,0.7096119776765876,0.2983304780328668,0.011321048840354508
12,1.115136151660458,0.047110138211831735,0.3853921353923182,0.6826338764028028,0.30100893489377517,0.008642591979446113
