probability_threshold,error_threshold_px,uncertainty_threshold_px,SCARED-C_raw_epe,SCARED-C_a2_epe,SCARED-C_refined_epe,SCARED-C_epe_gain,SCARED-C_retained_a2_gain,SCARED-C_intervention_coverage,SCARED-C_intervention_precision,SCARED-C_false_update_rate,SCARED-C_clean_degradation,D4D_raw_epe,D4D_a2_epe,D4D_refined_epe,D4D_epe_gain,D4D_retained_a2_gain,D4D_intervention_coverage,D4D_intervention_precision,D4D_false_update_rate,D4D_clean_degradation
0.5,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19033728539943695,0.0015331506729125977,0.16118838994906856,0.004698460580813522,0.6901627742392074,0.002081731243907425,0.001337759156071438,7.066644668579102,7.155501842498779,7.066640377044678,4.291534423828125e-06,429.1534423828125,0.0,0.0,0.0,0.0
0.5,0.25,2.0,0.19187043607234955,0.18235889077186584,0.18906567990779877,0.0028047561645507812,0.2948791259405711,0.012506617081780481,0.6549505476975434,0.005846786249170854,0.003676056475129778,7.066644668579102,7.155501842498779,7.200242519378662,-0.13359785079956055,-13359785.079956055,0.0674652039255196,0.11449115044247787,0.0,0.0
0.5,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19035737216472626,0.001513063907623291,0.1590765600986356,0.004626636979578156,0.6877964639931005,0.002062958116457358,0.0013273296408214009,7.066644668579102,7.155501842498779,7.066640377044678,4.291534423828125e-06,429.1534423828125,0.0,0.0,0.0,0.0
0.5,0.5,2.0,0.19187043607234955,0.18235889077186584,0.1890917718410492,0.002778664231300354,0.29213594043010516,0.012426813080407852,0.6536444396874665,0.005828013121720786,0.0036656269598797407,7.066644668579102,7.155501842498779,7.200242519378662,-0.13359785079956055,-13359785.079956055,0.0674652039255196,0.11449115044247787,0.0,0.0
0.5,1.0,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19176936149597168,0.00010107457637786865,0.010626514744426288,0.0006789990450121169,0.5964740450538688,0.00035877532460127965,0.0002614331822675991,7.066644668579102,7.155501842498779,7.066640377044678,4.291534423828125e-06,429.1534423828125,0.0,0.0,0.0,0.0
0.5,1.0,2.0,0.19187043607234955,0.18235889077186584,0.1909433752298355,0.0009270608425140381,0.09746690082702891,0.005675394564283454,0.6440121865479259,0.0024634515020587862,0.0015345293437888064,7.066644668579102,7.155501842498779,7.200242519378662,-0.13359785079956055,-13359785.079956055,0.0674652039255196,0.11449115044247787,0.0,0.0
0.65,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19159956276416779,0.0002708733081817627,0.02847837019374629,0.0013560029899899182,0.5537027954879843,0.0007773465366361058,0.000569451532652031,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,2.0,0.19187043607234955,0.18235889077186584,0.1905209720134735,0.0013494640588760376,0.1418764266209626,0.007445048294721497,0.6107190710138455,0.003616260587696231,0.0024342488593586823,7.066644668579102,7.155501842498779,7.20037841796875,-0.13373374938964844,-13373374.938964844,0.06250233217657375,0.08059701492537313,0.0,0.0
0.65,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19160732626914978,0.00026310980319976807,0.02766215108983267,0.0013433673564392519,0.5504950495049505,0.0007752606335860985,0.000568756231635362,7.066644668579102,7.155501842498779,7.066644668579102,0.0,0.0,0.0,0.0,0.0,0.0
