epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.7259427176951474,0.06868259004860063,0.6643702588446971,0.9928898703489594,0.3115425554466159,-0.0018910251275355283
2,1.5838327700125365,0.057085271085907885,0.5691898746894055,0.9575576238348054,0.319197797213622,-0.009546266894541633
3,1.5294401348747133,0.053605779764386415,0.5516244736666139,0.9242098805032702,0.30555099246913475,0.004100537849945629
4,1.4686051927539296,0.052350477142199356,0.5223524907671502,0.89390222435039,0.3037754796569119,0.005876050662168508
5,1.4168875384116157,0.049936653938939916,0.5090434591507272,0.8579074242779514,0.3008529089911136,0.008798621327966771
6,1.333912961679834,0.048491794683043814,0.4805340735368136,0.804887093654484,0.30240810607797125,0.007243424241109131
7,1.2746747123721518,0.0499964763475715,0.464366108091064,0.7603121265667259,0.3076266583007077,0.002024872018372703
8,1.1878831063753919,0.04829197048431021,0.426059341239888,0.7135317942912648,0.29672653764711915,0.012924992671961233
9,1.147744545723473,0.04835421392335114,0.4089005099862064,0.6904898222875773,0.30366714573795955,0.005984384581120827
10,1.0967573653571285,0.04716004314644506,0.3858040965517645,0.66379322607387,0.29957966392432234,0.010071866394758044
11,1.0730677007389393,0.04717660638761564,0.3789982921076806,0.6468928025458482,0.3007700673520011,0.008881462967079257
12,1.0320025505920065,0.04582201307703071,0.3539803131008551,0.6322002260397118,0.3029067620102553,0.006744768308825089
