epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_harmful_selection,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_harmful_selection,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,898,0.002,0.09012923273932032,0.08556065856912619,0.0016069114384894326,0.001490400135620507,0.00036303132922356333,0.19109484335640445,0.18767717835260556,0.0004847797744297111,0.0007370986360945153,0.0009136184055401486,0.8864731446661239,0.34226409060051244,0.647025178944381,0.5958623983276848,0.05737674981355667,0.0030888139735907316,0.005001011453968072,0.05958367851124791,-4.8292324572685194e-05,True
2,1796,0.001961518324933773,0.06289625447243452,0.05839007689445414,0.001324162892539317,0.0016763740154409259,0.00033372684944873364,0.191914951793151,0.1888011216034647,0.0004414412907060239,0.0007255958989117061,0.0007919982606682652,0.9191800214233314,0.4389289057496029,0.6477832328099526,0.5882277084861083,0.057314109057188034,0.0026869361754506826,0.025000269322062504,0.0912238498727841,-8.998207761123922e-07,True
3,2694,0.0018491908561896221,0.056374186710070794,0.05259985103166117,0.000795079761569681,0.0015419335057024754,0.0003331778857227011,0.19039780522231012,0.1870614606223535,0.0004297367813967412,0.000724983441694036,0.0009095651196963672,0.9168943661996667,0.4172489610015925,0.6295246849703213,0.5775694800230211,0.05729398876428604,0.002866960596293211,0.01000082592099168,0.20547028382713836,0.013210556097328654,True
4,3592,0.001672117697248021,0.053063657130622915,0.04918073383854798,0.0008339881084949859,0.001615355135177936,0.0003129513012322756,0.16151864174404182,0.15886065948870964,0.0003910926601133724,0.0006714867218283871,0.0006298293312735837,0.9510998964673392,0.5159837059370093,0.7752393293938591,0.6890993445959719,0.0555109977722168,0.004433466121554375,0.025000269322062504,0.1958347954363304,0.0010745545150712132,True
5,4490,0.0014446442623517923,0.04988516192833472,0.04662271793143521,0.0005563495333971795,0.0014234250078382507,0.00028547854859154137,0.17418257994577288,0.17065371803939341,0.00039570045825485065,0.0006861553219528105,0.001051964480159029,0.9433186419415291,0.47718104296315833,0.6514238720589074,0.6000002117858114,0.056277621537446976,0.0038110273890197277,0.01000082592099168,0.12798813055963146,0.01685431506484745,True
6,5388,0.001185199096359621,0.04876259102264133,0.045869760837546965,0.000531465149487443,0.0012083888261668007,0.00027439084753175946,0.16939887695130892,0.16689479572582058,0.00036442790193859766,0.0005115407710468389,0.0006861711849889218,0.9370355272380406,0.48672353413631386,0.6689012671642752,0.6386156556008414,0.05262584611773491,0.005111284554004669,0.025000269322062504,0.17627881044638827,0.005712192039936781,True
7,6286,0.0009148009036403791,0.04575248758509788,0.04378118452601516,0.0005450288431094671,0.0006196388988960958,0.00024840792589091057,0.15319039115333,0.15093723403755577,0.000397931746721838,0.0004521935336754268,0.0005884674051873162,0.9591908096297005,0.5813482603693398,0.7763809341039172,0.720552255819707,0.05363600328564644,0.0068505750969052315,0.05000053864412501,0.2231616552269164,0.000998015224467963,True
8,7184,0.000655355737648208,0.042767191644890734,0.04114472513752917,0.0004898495515727925,0.00046754975484067097,0.00021564621989710416,0.17034208343131468,0.16740480804932303,0.0003622284436775658,0.0006612916482117725,0.0007915545886964992,0.9378906733278267,0.4726981898516281,0.6177691418168128,0.5870714328476622,0.05400070175528526,0.004670892842113972,0.025000269322062504,0.2215709439567244,0.0076681990176439285,True
9,8082,0.0004278823027519793,0.040365480829262584,0.038936768008192756,0.00046638094663203466,0.0003798466195216061,0.0001962809842056543,0.156685217381455,0.15409373024478554,0.00032770779596276613,0.0005990911994013004,0.0006825718048816043,0.9500090500196922,0.5457617816171428,0.7171481892556419,0.6696956312169291,0.05267048254609108,0.005363529548048973,0.025000269322062504,0.16185006113869588,0.013049768283963203,True
10,8980,0.0002508091438103778,0.03800004555476635,0.036761576568039925,0.0003853724902568145,0.00033293005680650595,0.00017685073058127128,0.16605482707731425,0.16322628155350685,0.0003337934798992137,0.0005208238100271956,0.0008567575702898012,0.9492171396001003,0.5519589190766161,0.7069449188270934,0.671674754060074,0.05246301367878914,0.005591826979070902,0.025000269322062504,0.15390606262827503,0.02296833274886012,True
11,9878,0.0001384816750662276,0.03582447547598312,0.03459711023347083,0.00041279343072640534,0.0003296107635229694,0.00016007782899948845,0.179577546993969,0.17660364191862754,0.000341325908854202,0.0006416803779211478,0.0008350290720261455,0.9339715220077781,0.4698725569621187,0.6644517013508144,0.6269257041502634,0.052586451172828674,0.0052569410763680935,0.025000269322062504,0.1727935019298262,0.02011571591719985,True
12,10776,0.0001,0.03428577534431272,0.03311828041619275,0.0003773390029818822,0.0003246566663674579,0.00015158547495212042,0.17993203901220112,0.17688820581766776,0.0003241554116344503,0.0006002521469554267,0.0009096499624274656,0.9402490367845783,0.4979026964118199,0.6591901357937234,0.6234973988926122,0.05260765179991722,0.005417401436716318,0.025000269322062504,0.16529711549891396,0.020880738273262978,True
