probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,harm_cost_fraction,net_utility,mean_selected_utility,clean_selection
0.5,0.0,0.025,0.00533695095589571,0.8342398923344362,0.08018841473672406,0.02531584604517583,0.0037646335549652576,0.7053903937339783,0.08557169292883979
0.5,0.0,0.05,0.005354608114332196,0.8340040241448692,0.08031522468142187,0.025427222337289807,0.003777601756155491,0.7054862976074219,0.08568075117370892
0.5,0.0,0.1,0.005355805209819415,0.8339852481001341,0.08035315154224408,0.025410017643754224,0.003784376895055175,0.7065936326980591,0.08566160035762181
0.5,0.0,0.25,0.00535610448369122,0.8339945242219367,0.08034866178689166,0.02538379186038512,0.0037883883342146873,0.7073031067848206,0.0856568139911717
0.5,0.0,0.5,0.00535610448369122,0.8339945242219367,0.08034866178689166,0.02538379186038512,0.0037883883342146873,0.7073031067848206,0.0856568139911717
0.5,0.005,0.025,0.005238489852071918,0.8408935100548446,0.08083866544789763,0.025130786527037163,0.003756709396839142,0.7171358466148376,0.07826782449725778
0.5,0.005,0.05,0.005256147010508403,0.8406308717189547,0.08096566645789444,0.025243075959998827,0.0037696773651987314,0.7171940207481384,0.07840346182315094
0.5,0.005,0.1,0.005257344105995623,0.8406102350999032,0.08100415551887061,0.025226159523366237,0.0037764525040984154,0.7183194756507874,0.07838560938122616
0.5,0.005,0.25,0.005257344105995623,0.8406102350999032,0.08100415551887061,0.025226159523366237,0.0037764525040984154,0.7183194756507874,0.07838560938122616
0.5,0.005,0.5,0.005257344105995623,0.8406102350999032,0.08100415551887061,0.025226159523366237,0.0037764525040984154,0.7183194756507874,0.07838560938122616
0.5,0.01,0.025,0.005014333722090093,0.8435690838555655,0.08236347358997315,0.024818562588454236,0.003730962285771966,0.7440592646598816,0.07406744255446135
0.5,0.01,0.05,0.005031990880526578,0.8432853574402284,0.08249078149161414,0.024932773923012682,0.003743930719792843,0.744025707244873,0.07422386106815748
0.5,0.01,0.1,0.005033187976013797,0.8432631704126531,0.08253062195266976,0.024916291225465004,0.003750705858692527,0.7451947927474976,0.07420620763467713
0.5,0.01,0.25,0.005033187976013797,0.8432631704126531,0.08253062195266976,0.024916291225465004,0.003750705858692527,0.7451947927474976,0.07420620763467713
0.5,0.01,0.5,0.005033187976013797,0.8432631704126531,0.08253062195266976,0.024916291225465004,0.003750705858692527,0.7451947927474976,0.07420620763467713
