epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.7930402367737022,0.5567632458678368,0.08488792080287778,0.08082395040350662,0.1613734816108438,0.061267387407899596,0.001953503690479977,4.545901691322797
2,7946,0.617173174065635,0.4339304193910591,0.05034911219918341,0.06952021333250447,0.13041751796654885,0.05135337105632699,0.0018185661446558055,0.8523083109030267
3,11919,0.5666708267386933,0.397625630909449,0.02894794822693023,0.06212908868766288,0.12914346579439787,0.049477509758558254,0.001608395989677501,0.8706087612226838
4,15892,0.5371886215955881,0.37480030739724474,0.023133270584305633,0.05837405981552704,0.1269040205603826,0.046620940490000616,0.0013435661446559164,0.8886065938131651
5,19865,0.5146004045520446,0.3563946095943871,0.020359774058149777,0.055561708800354964,0.12527442167121838,0.04430526226436405,0.0010499999999997692,0.849479391676141
6,23838,0.4996725799027796,0.34204876756545444,0.018562946275406132,0.05414795593702929,0.12614747528253994,0.04328933723501555,0.0007564338553436019,0.8534024991968181
7,27811,0.4832869044725642,0.3287247129168156,0.016845788502819103,0.05177681811007146,0.1248003416517719,0.04197381300677768,0.0004916040103220687,0.8783468909095973
8,31784,0.474283515125243,0.31896184801984095,0.015945346527071864,0.05026318151982004,0.12652937242896745,0.04126898359658284,0.00028143385534377816,0.9095107446919428
9,35757,0.4653264631065049,0.31286229393821186,0.015098896842677753,0.04918261557330349,0.12444948227623684,0.040847947307656764,0.00014649630951960442,0.8291379907896044
10,39730,0.4600471842320476,0.30774825227369734,0.014553239690318043,0.048116300361835285,0.12503785629534758,0.03977686471312585,0.0001,0.838837375093135
