step,loss,spatial,tgm,warp,safe,sparse,val_mae,val_tgm,val_newbad3,val_modified,val_harmful,val_score
100,11.348713874816895,2.679473876953125,0.7838879227638245,7.885035514831543,0.001315218978561461,0.002672545611858368,4.925835726596381,1.0083909881080073,0.0032990619252146725,0.0006933928249486569,0.18653037632083308,5.019166895995301
