dataset,split,backbone,sequence,frame,protocol,record_level,section,metric_path,method,horizon,metric_scope,applicability,diagnostic_tags,statistic,value,source_id,source_run,source_manifest_sha256,source_report_sha256,specimen,session,window_index,step_since_reset,reset
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_39_50__Clip_5__end,specimen_3__2025_05_08-14_39_50__1746708075_840823411,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.05691184848546982,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_39_50,73,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_174401760,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9871528148651123,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_174401760,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.14342626929283142,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_174401760,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.0804230272769928,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_174401760,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.06300324201583862,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_207755088,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9315586686134338,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_207755088,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.16405245661735535,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_207755088,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.12879367172718048,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_207755088,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.02556002326309681,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_239433050,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9667052626609802,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_239433050,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.3796450197696686,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_239433050,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.04599474370479584,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_239433050,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.3457488715648651,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,74,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9864969849586487,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.20241758227348328,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09619858860969543,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.10621898621320724,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9539738297462463,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.18921124935150146,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.11256499588489532,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09807899594306946,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9598380327224731,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.22394151985645294,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.10460936278104782,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09468875080347061,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,75,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9864969849586487,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.20241758227348328,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09619858860969543,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_140869855,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.10621898621320724,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,1,1
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9539738297462463,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.18921124935150146,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.11256499588489532,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_174216508,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09807899594306946,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,2,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9598380327224731,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.22394151985645294,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.10460936278104782,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,3,0
D4D,,RAFT-Stereo,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_207470893,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09468875080347061,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_3,2025_05_08-14_50_11,76,3,0
