dataset,split,backbone,sequence,method,diagnostic_gt_only,raw_epe_macro_sequence,candidate_epe_macro_sequence,gain,protocol,primary_aggregate
SCARED-C,d2,S2M2-S,dataset_2_keyframe_2,canonical_h4,0,0.23985362272843197,0.23965115691022235,0.00020246581820962395,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,RAFT-Stereo,dataset_2_keyframe_2,canonical_h4,0,0.22000361082684627,0.2132507332848607,0.006752877541985586,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,StereoAnywhere,dataset_2_keyframe_2,canonical_h4,0,0.27317287220436703,0.24485264305666257,0.028320229147704462,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,CREStereo,dataset_2_keyframe_2,canonical_h4,0,0.2276260123089807,0.21569252652104984,0.011933485787930853,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,Fast-FoundationStereo,dataset_2_keyframe_2,canonical_h4,0,0.22587961640266582,0.21813821689453466,0.007741399508131158,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,S2M2-S,dataset_2_keyframe_3,canonical_h4,0,0.24656748553902377,0.2572332804635522,-0.010665794924528432,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,RAFT-Stereo,dataset_2_keyframe_3,canonical_h4,0,0.24789362992539068,0.254364443413173,-0.0064708134877823065,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,StereoAnywhere,dataset_2_keyframe_3,canonical_h4,0,0.2974957696593449,0.2742322279288053,0.023263541730539572,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,CREStereo,dataset_2_keyframe_3,canonical_h4,0,0.24677711116526346,0.2535850879285023,-0.006807976763238854,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,Fast-FoundationStereo,dataset_2_keyframe_3,canonical_h4,0,0.2528891168644528,0.25977707500943276,-0.006887958144979944,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,S2M2-S,dataset_2_keyframe_4,canonical_h4,0,0.32484409998499836,0.31704084539008776,0.0078032545949106025,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,RAFT-Stereo,dataset_2_keyframe_4,canonical_h4,0,0.339441558661367,0.33010055453056125,0.009341004130805741,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,StereoAnywhere,dataset_2_keyframe_4,canonical_h4,0,0.33587538360479624,0.32483361487939666,0.011041768725399581,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,CREStereo,dataset_2_keyframe_4,canonical_h4,0,0.3260217854118338,0.31737196844402016,0.00864981696781364,paper_d2_strict_all_anchors,macro_sequence
SCARED-C,d2,Fast-FoundationStereo,dataset_2_keyframe_4,canonical_h4,0,0.338686779166332,0.3304045486879562,0.008282230478375785,paper_d2_strict_all_anchors,macro_sequence
