quantile,backbone,sequence,valid_pixels,raw_error_sum,base_error_sum,veto_error_sum,base_authorized,veto_authorized,base_harmful,veto_harmful,raw_clean,base_clean_harmful,veto_clean_harmful,raw_epe,base_epe,veto_epe,base_gain,veto_gain,gain_retained,base_coverage,veto_coverage,base_harmful_acceptance,veto_harmful_acceptance,base_clean_degradation,veto_clean_degradation,harmful_updates_removed,authorized_updates_retained
0.75,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,465364.64685058594,466107.4217529297,11046.0,7029.0,1926.0,1390.0,1513431.0,441.0,315.0,0.15837376274633636,0.15748492522301713,0.15773628907445017,0.0008888375233192247,0.0006374736718861851,0.7171993251428442,0.0037380976311506783,0.0023786971074921345,0.17436175991309072,0.1977521695831555,0.00029139088600669606,0.00020813634714764002,0.2782969885773624,0.6363389462248777
0.75,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,46611.01451587677,46917.600355148315,3993.0,2418.0,563.0,267.0,118746.0,182.0,66.0,0.19005330104849244,0.1857982234388337,0.18702031879247064,0.004255077609658736,0.0030329822560218045,0.7127912894319816,0.01591667364241895,0.009638496585867525,0.14099674430252943,0.11042183622828784,0.0015326832061711552,0.0005558081956444849,0.5257548845470692,0.6055597295266717
0.9,S2M2-S,dataset_7_keyframe_1,2954590.0,508443.54821777344,507205.5822753906,507873.6027832031,7640.0,1505.0,2317.0,312.0,1261996.0,1105.0,143.0,0.17208599102338173,0.17166699348315353,0.17189308932312203,0.0004189975402281998,0.00019290170025970665,0.4603886222211378,0.0025858071678303927,0.000509376935547741,0.3032722513089005,0.20730897009966778,0.0008755970700382569,0.0001133125620049509,0.8653431160984031,0.19698952879581152
0.9,S2M2-S,dataset_7_keyframe_2,250844.0,45817.74229431152,45734.27278518677,45700.00538635254,1593.0,390.0,564.0,3.0,110276.0,78.0,2.0,0.18265432816535984,0.1823215735085821,0.18218496510322169,0.00033275465677773397,0.00046936306213815615,1.4105379220933663,0.006350560507725918,0.001554751160083558,0.3540489642184557,0.007692307692307693,0.0007073161884725598,1.813631252493743e-05,0.9946808510638298,0.2448210922787194
0.9,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,421469.51623535156,421176.5802001953,18126.0,6478.0,8175.0,2758.0,1670092.0,4392.0,1350.0,0.14272232436986748,0.1426322222676514,0.14253308789122054,9.01021022160775e-05,0.00018923647864693693,2.100244877673567,0.006134136779134865,0.002192261836877174,0.45100959947037406,0.4257486878666255,0.0026297952448128604,0.000808338702299035,0.6626299694189602,0.35738717863841996
0.9,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,36215.63224887848,36276.07458972931,3022.0,1128.0,1152.0,494.0,135422.0,753.0,335.0,0.14473644950666642,0.14436706124133367,0.14460800369025228,0.00036938826533275404,0.00012844581641413555,0.3477257630218123,0.012046655877030034,0.004496567779381164,0.3812045003309067,0.4379432624113475,0.005560396390542157,0.002473748726204014,0.5711805555555556,0.37326273990734615
0.9,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,465364.64685058594,466294.5803222656,11046.0,5168.0,1926.0,694.0,1513431.0,441.0,181.0,0.15837376274633636,0.15748492522301713,0.1577996257578364,0.0008888375233192247,0.0005741369884999514,0.6459414386061545,0.0037380976311506783,0.0017489125980252314,0.17436175991309072,0.13428792569659442,0.00029139088600669606,0.00011959580582134236,0.6396677050882658,0.46786166938258195
0.9,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,46611.01451587677,47251.62197685242,3993.0,1192.0,563.0,108.0,118746.0,182.0,20.0,0.19005330104849244,0.1857982234388337,0.18835177713010542,0.004255077609658736,0.0017015239183870157,0.3998808187480934,0.01591667364241895,0.004751483842164636,0.14099674430252943,0.09060402684563758,0.0015326832061711552,0.0001684267259528742,0.808170515097691,0.29852241422489356
0.95,S2M2-S,dataset_7_keyframe_1,2954590.0,508443.54821777344,507205.5822753906,507940.9641113281,7640.0,981.0,2317.0,133.0,1261996.0,1105.0,61.0,0.17208599102338173,0.17166699348315353,0.17191588819813514,0.0004189975402281998,0.0001701028252465986,0.40597571325587023,0.0025858071678303927,0.00033202576330387633,0.3032722513089005,0.13557594291539246,0.0008755970700382569,4.833612784826576e-05,0.9425981873111783,0.12840314136125655
0.95,S2M2-S,dataset_7_keyframe_2,250844.0,45817.74229431152,45734.27278518677,45763.82118225098,1593.0,171.0,564.0,1.0,110276.0,78.0,0.0,0.18265432816535984,0.1823215735085821,0.18243936941784925,0.00033275465677773397,0.0002149587475105963,0.6459977137275036,0.006350560507725918,0.0006816985855750985,0.3540489642184557,0.005847953216374269,0.0007073161884725598,0.0,0.99822695035461,0.10734463276836158
0.95,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,421469.51623535156,421026.51403808594,18126.0,3102.0,8175.0,1039.0,1670092.0,4392.0,477.0,0.14272232436986748,0.1426322222676514,0.14248230303166526,9.01021022160775e-05,0.00024002133820222316,2.6638816664523346,0.006134136779134865,0.0010497678632283103,0.45100959947037406,0.3349451966473243,0.0026297952448128604,0.00028561300814565905,0.8729051987767584,0.17113538563389605
0.95,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,36215.63224887848,36237.57143497467,3022.0,439.0,1152.0,139.0,135422.0,753.0,84.0,0.14473644950666642,0.14436706124133367,0.14445451783469002,0.00036938826533275404,0.00028193167197640423,0.7632393836941009,0.012046655877030034,0.00174999402052157,0.3812045003309067,0.31662870159453305,0.005560396390542157,0.0006202832626899617,0.8793402777777778,0.14526803441429517
0.95,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,465364.64685058594,466662.0556640625,11046.0,3121.0,1926.0,236.0,1513431.0,441.0,55.0,0.15837376274633636,0.15748492522301713,0.1579239837792629,0.0008888375233192247,0.0004497789670734609,0.5060305795752543,0.0037380976311506783,0.00105618347879968,0.17436175991309072,0.0756167894905479,0.00029139088600669606,3.634126696228635e-05,0.877466251298027,0.2825457179069346
0.95,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,46611.01451587677,47491.759019851685,3993.0,369.0,563.0,16.0,118746.0,182.0,2.0,0.19005330104849244,0.1857982234388337,0.18930899800235057,0.004255077609658736,0.0007443030461418698,0.17492114467015893,0.01591667364241895,0.0014708871961063344,0.14099674430252943,0.04336043360433604,0.0015326832061711552,1.684267259528742e-05,0.9715808170515098,0.09241172051089407
0.5,S2M2-S,aggregate,3205434.0,554261.290512085,552939.8550605774,553090.7616844177,9233.0,6738.0,2881.0,1824.0,1372272.0,1183.0,767.0,0.17291302535384756,0.17250077682478485,0.17254785519976942,0.00041224852906271425,0.00036517015407813713,0.8858009873519398,0.002880421184775603,0.002102055447093904,0.3120329253763674,0.27070347284060553,0.0008620739911621019,0.0005589270931710331,0.36688649774383897,0.7297736380374743
0.5,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,457685.14848423004,457926.37924289703,21148.0,17028.0,9327.0,8043.0,1805514.0,5145.0,4467.0,0.14287993241665495,0.1427679757901795,0.14284322408527333,0.00011195662647545124,3.6708331381613e-05,0.3278799347322425,0.0065967994854321714,0.005311627654527096,0.44103461320219406,0.4723396758280479,0.002849604046271588,0.0024740877113110173,0.13766484400128653,0.8051825231700397
0.5,StereoAnywhere,aggregate,3205848.0,515669.6246471405,511975.6613664627,512632.86724567413,15039.0,11687.0,2489.0,2114.0,1632177.0,623.0,483.0,0.1608527992116721,0.15970054143754248,0.15990554363328335,0.0011522577741296114,0.0009472555783887338,0.8220865154103807,0.0046911144882726815,0.0036455253025096637,0.16550302546711881,0.1808847437323522,0.0003816987985984363,0.0002959237876774394,0.15066291683406996,0.7771128399494647
0.5,aggregate,aggregate,9617079.0,1527974.9738607407,1522600.6649112701,1523650.008172989,45420.0,35453.0,14697.0,11981.0,4809963.0,6951.0,5717.0,0.1588813998367634,0.15832257018074514,0.15843168265260055,0.0005588296560182504,0.00044971718416284,0.8047482436188981,0.00472284775865936,0.003686462386344128,0.3235799207397622,0.33794037175979463,0.0014451254614640486,0.001188574631447269,0.18479961896985775,0.7805592250110084
0.75,S2M2-S,aggregate,3205434.0,554261.290512085,552939.8550605774,553266.2486896515,9233.0,4024.0,2881.0,837.0,1372272.0,1183.0,364.0,0.17291302535384756,0.17250077682478485,0.1726026019221271,0.00041224852906271425,0.00031042343172046905,0.7530007018490663,0.002880421184775603,0.0012553682278281194,0.3120329253763674,0.20800198807157058,0.0008620739911621019,0.0002652535357421852,0.7094758764317945,0.4358280082313441
0.75,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,457685.14848423004,457827.4314661026,21148.0,13009.0,9327.0,6204.0,1805514.0,5145.0,3395.0,0.14287993241665495,0.1427679757901795,0.1428123588193833,0.00011195662647545124,6.757359727163625e-05,0.60356943040306,0.0065967994854321714,0.004057961249573819,0.44103461320219406,0.4769006072718887,0.002849604046271588,0.001880350969308463,0.334834351881634,0.6151409116701343
0.75,StereoAnywhere,aggregate,3205848.0,515669.6246471405,511975.6613664627,513025.022108078,15039.0,9447.0,2489.0,1657.0,1632177.0,623.0,381.0,0.1608527992116721,0.15970054143754248,0.16002786847912875,0.0011522577741296114,0.000824930732543333,0.715925508219258,0.0046911144882726815,0.0029468022189448784,0.16550302546711881,0.17539959775590133,0.0003816987985984363,0.00023343056543499878,0.33427079148252314,0.6281667664073409
0.75,aggregate,aggregate,9617079.0,1527974.9738607407,1522600.6649112701,1524118.702263832,45420.0,26480.0,14697.0,8698.0,4809963.0,6951.0,4140.0,0.1588813998367634,0.15832257018074514,0.15848041825005618,0.0005588296560182504,0.0004009815867072053,0.7175381306072095,0.00472284775865936,0.002753434800733154,0.3235799207397622,0.3284743202416918,0.0014451254614640486,0.0008607134815797959,0.4081785398380622,0.5830030823425804
0.9,S2M2-S,aggregate,3205434.0,554261.290512085,552939.8550605774,553573.6081695557,9233.0,1895.0,2881.0,315.0,1372272.0,1183.0,145.0,0.17291302535384756,0.17250077682478485,0.17269848893146938,0.00041224852906271425,0.00021453642237817538,0.5204055496958209,0.002880421184775603,0.0005911835963554389,0.3120329253763674,0.1662269129287599,0.0008620739911621019,0.00010566418319400235,0.8906629642485249,0.20524206650059568
0.9,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,457685.14848423004,457452.6547899246,21148.0,7606.0,9327.0,3252.0,1805514.0,5145.0,1685.0,0.14287993241665495,0.1427679757901795,0.14269545289047456,0.00011195662647545124,0.0001844795261803922,1.6477767505869167,0.0065967994854321714,0.002372576928607769,0.44103461320219406,0.42755719169077044,0.002849604046271588,0.0009332522483902091,0.6513348343518817,0.35965575940987327
0.9,StereoAnywhere,aggregate,3205848.0,515669.6246471405,511975.6613664627,513546.20229911804,15039.0,6360.0,2489.0,802.0,1632177.0,623.0,201.0,0.1608527992116721,0.15970054143754248,0.16019044018902895,0.0011522577741296114,0.0006623590226431386,0.5748358028163179,0.0046911144882726815,0.0019838744694071586,0.16550302546711881,0.1261006289308176,0.0003816987985984363,0.00012314840853657415,0.6777822418642026,0.42290045880710153
0.9,aggregate,aggregate,9617079.0,1527974.9738607407,1522600.6649112701,1524572.4652585983,45420.0,15861.0,14697.0,4369.0,4809963.0,6951.0,2031.0,0.1588813998367634,0.15832257018074514,0.15852760128710583,0.0005588296560182504,0.00035379854965755797,0.633106253126272,0.00472284775865936,0.0016492533751672415,0.3235799207397622,0.2754555198285102,0.0014451254614640486,0.00042224857031124773,0.7027284479825815,0.3492073976221929
0.95,S2M2-S,aggregate,3205434.0,554261.290512085,552939.8550605774,553704.7852935791,9233.0,1152.0,2881.0,134.0,1372272.0,1183.0,61.0,0.17291302535384756,0.17250077682478485,0.17273941228974893,0.00041224852906271425,0.0001736130640986322,0.4211368916060363,0.002880421184775603,0.00035938971134641986,0.3120329253763674,0.11631944444444445,0.0008620739911621019,4.4451828791959614e-05,0.9534883720930233,0.12476984728690567
0.95,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,457685.14848423004,457264.0854730606,21148.0,3541.0,9327.0,1178.0,1805514.0,5145.0,561.0,0.14287993241665495,0.1427679757901795,0.14263663153751177,0.00011195662647545124,0.00024330087914317677,2.1731708680640303,0.0065967994854321714,0.0011045615177754549,0.44103461320219406,0.3326743857667326,0.002849604046271588,0.0003107148435293218,0.8737000107215611,0.16743900132400227
0.95,StereoAnywhere,aggregate,3205848.0,515669.6246471405,511975.6613664627,514153.8146839142,15039.0,3490.0,2489.0,252.0,1632177.0,623.0,57.0,0.1608527992116721,0.15970054143754248,0.16037997268863471,0.0011522577741296114,0.00047282652303737294,0.41034786976771326,0.0046911144882726815,0.0010886355185897771,0.16550302546711881,0.07220630372492837,0.0003816987985984363,3.4922683017834465e-05,0.898754519887505,0.2320633020812554
0.95,aggregate,aggregate,9617079.0,1527974.9738607407,1522600.6649112701,1525122.685450554,45420.0,8183.0,14697.0,1564.0,4809963.0,6951.0,679.0,0.1588813998367634,0.15832257018074514,0.15858481410525524,0.0005588296560182504,0.0002965857315081477,0.5307265430782037,0.00472284775865936,0.0008508820609667446,0.3235799207397622,0.19112794818526213,0.0014451254614640486,0.00014116532705137232,0.8935837245696401,0.1801629238221048
