clip_id,sequence_id,frame_id,target_path,target_shape,gt_full_shape,valid_pixels,target_valid_pct,gt_full_valid_pct,gt_downsample_coverage_gt0_pct,gt_downsample_coverage_gt50_pct,raw_mae_npz_vs_gt_masked,oracle_no_flow_mae_npz_vs_gt_masked,oracle_all_mae_npz_vs_gt_masked,raw_mae_npz_vs_gt_plain,oracle_all_mae_npz_vs_gt_plain,oracle_all_violation_pct_masked,oracle_no_flow_violation_pct_masked,delta_all_reconstruction_mae,delta_all_reconstruction_max_abs,delta_no_flow_reconstruction_mae,raw_from_all_vs_raw_from_no_flow_mae,label_invalid_255_valid_pct,label_unique_values,frame_csv_raw_mae,frame_csv_oracle_all_mae,frame_csv_oracle_no_flow_mae,frame_csv_raw_minus_npz_masked,frame_csv_oracle_all_minus_npz_masked,frame_csv_raw_minus_npz_plain,frame_csv_oracle_all_minus_npz_plain,raw_nan_count,raw_inf_count,raw_zero_valid_pct,raw_finite_pct,oracle_all_nan_count,oracle_all_inf_count,oracle_all_zero_valid_pct,oracle_all_finite_pct,oracle_no_flow_nan_count,oracle_no_flow_inf_count,oracle_no_flow_zero_valid_pct,oracle_no_flow_finite_pct,delta_all_nan_count,delta_all_inf_count,delta_all_zero_valid_pct,delta_all_finite_pct,gt_masked_nan_count,gt_masked_inf_count,gt_masked_zero_valid_pct,gt_masked_finite_pct
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000000,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000000.npz,"(256, 320)","(1024, 1280)",36562,44.63134765625,23.75732421875,47.23388671875,21.65283203125,0.47179874777793884,0.47179874777793884,0.3045135736465454,28.700332641601562,28.634334564208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|4|255,0.47179874777793884,0.3045135736465454,0.47179874777793884,0.0,0.0,-28.228533893823624,-28.32982099056244,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,50.7630873584596,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000001,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000001.npz,"(256, 320)","(1024, 1280)",36706,44.80712890625,23.818740844726562,47.452392578125,21.57958984375,0.4478670060634613,0.36875271797180176,0.2574493885040283,28.814062118530273,28.79158592224121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4478670060634613,0.2574493885040283,0.36875271797180176,0.0,0.0,-28.366195112466812,-28.534136533737183,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,36.75420912112461,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000002,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000002.npz,"(256, 320)","(1024, 1280)",36766,44.88037109375,23.840560913085938,47.569580078125,21.614990234375,0.4821166396141052,0.35836097598075867,0.2579055726528168,28.852169036865234,28.86648941040039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4821166396141052,0.2579055726528168,0.35836097598075867,0.0,0.0,-28.37005239725113,-28.608583837747574,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,42.18299515857042,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000003,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000003.npz,"(256, 320)","(1024, 1280)",36947,45.101318359375,23.943862915039062,47.80029296875,21.644287109375,0.47183549404144287,0.37936943769454956,0.2712686359882355,28.96416473388672,28.93460464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.47183549404144287,0.2712686359882355,0.37936943769454956,0.0,0.0,-28.492329239845276,-28.663336008787155,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,41.00197580317753,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000004,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000004.npz,"(256, 320)","(1024, 1280)",37086,45.27099609375,23.984527587890625,47.89306640625,21.5673828125,0.4682612717151642,0.35739901661872864,0.2573300898075104,28.993677139282227,28.989341735839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4682612717151642,0.2573300898075104,0.35739901661872864,0.0,0.0,-28.525415867567062,-28.732011646032333,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,42.2881950062018,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000005,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000005.npz,"(256, 320)","(1024, 1280)",37082,45.26611328125,24.037094116210938,48.10302734375,21.5087890625,0.4673670828342438,0.31936147809028625,0.24216938018798828,28.8674259185791,28.98128318786621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4673670828342438,0.24216938018798828,0.31936147809028625,0.0,0.0,-28.400058835744858,-28.739113807678223,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,45.19443395717599,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000006,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000006.npz,"(256, 320)","(1024, 1280)",37248,45.46875,24.105758666992188,48.319091796875,21.57470703125,0.47999808192253113,0.35699567198753357,0.2814547121524811,28.97933006286621,29.008350372314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.47999808192253113,0.2814547121524811,0.35699567198753357,0.0,0.0,-28.49933198094368,-28.726895660161972,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,45.422573024054984,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000007,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000007.npz,"(256, 320)","(1024, 1280)",37442,45.70556640625,24.17083740234375,48.5400390625,21.611328125,0.4614887833595276,0.3610108494758606,0.28814148902893066,29.17329978942871,29.160043716430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4614887833595276,0.28814148902893066,0.3610108494758606,0.0,0.0,-28.711811006069183,-28.871902227401733,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,46.5359756423268,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000008,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000008.npz,"(256, 320)","(1024, 1280)",37620,45.9228515625,24.223251342773438,48.770751953125,21.455078125,0.46205559372901917,0.36552947759628296,0.28942549228668213,29.225887298583984,29.227706909179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.46205559372901917,0.28942549228668213,0.36552947759628296,0.0,0.0,-28.763831704854965,-28.938281416893005,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,48.93673577884104,100.0,0,0,0.0,100.0
dataset_2_keyframe_1_000000_000087,dataset_2_keyframe_1,000009,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000009.npz,"(256, 320)","(1024, 1280)",37694,46.01318359375,24.291839599609375,48.96240234375,21.527099609375,0.4891519546508789,0.36979940533638,0.3020631670951843,29.278648376464844,29.342998504638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|1|2|3|4|255,0.4891519546508789,0.3020631670951843,0.36979940533638,0.0,0.0,-28.789496421813965,-29.040935337543488,0,0,0.0,100.0,0,0,0.0,100.0,0,0,0.0,100.0,0,0,46.938504801825225,100.0,0,0,0.0,100.0
