probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,net_utility,clean_selection
0.9,0.0,0.05,0.004445182931945269,0.9330125832716506,0.03737971872686899,0.0010906917741522193,0.029607698001480384
0.9,0.0,0.1,0.004445182931945269,0.9330125832716506,0.03737971872686899,0.0010906917741522193,0.029607698001480384
0.9,0.0,0.25,0.004445182931945269,0.9330125832716506,0.03737971872686899,0.0010906917741522193,0.029607698001480384
0.9,0.0,0.5,0.004445182931945269,0.9330125832716506,0.03737971872686899,0.0010906917741522193,0.029607698001480384
0.9,0.025,0.05,0.0029859389420727844,0.915702479338843,0.047933884297520664,0.0008561660652048886,0.03636363636363636
0.9,0.025,0.1,0.0029859389420727844,0.915702479338843,0.047933884297520664,0.0008561660652048886,0.03636363636363636
0.9,0.025,0.25,0.0029859389420727844,0.915702479338843,0.047933884297520664,0.0008561660652048886,0.03636363636363636
0.9,0.025,0.5,0.0029859389420727844,0.915702479338843,0.047933884297520664,0.0008561660652048886,0.03636363636363636
0.9,0.05,0.05,0.002211075448014227,0.9099702380952381,0.047619047619047616,0.0007024366059340537,0.04241071428571429
0.9,0.05,0.1,0.002211075448014227,0.9099702380952381,0.047619047619047616,0.0007024366059340537,0.04241071428571429
0.9,0.05,0.25,0.002211075448014227,0.9099702380952381,0.047619047619047616,0.0007024366059340537,0.04241071428571429
0.9,0.05,0.5,0.002211075448014227,0.9099702380952381,0.047619047619047616,0.0007024366059340537,0.04241071428571429
0.9,0.1,0.05,0.0014016639000804477,0.9225352112676056,0.03873239436619718,0.000522633024957031,0.03873239436619718
0.9,0.1,0.1,0.0014016639000804477,0.9225352112676056,0.03873239436619718,0.000522633024957031,0.03873239436619718
0.9,0.1,0.25,0.0014016639000804477,0.9225352112676056,0.03873239436619718,0.000522633024957031,0.03873239436619718
0.9,0.1,0.5,0.0014016639000804477,0.9225352112676056,0.03873239436619718,0.000522633024957031,0.03873239436619718
