probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,net_utility,clean_selection
0.5,0.0,0.05,0.022643781597074274,0.5501307759372276,0.3080499854693403,0.0015541180036962032,0.14181923859343215
0.5,0.0,0.1,0.022730974304473645,0.550336541941087,0.30824346819135845,0.0015777150401845574,0.14141998986755447
0.5,0.0,0.25,0.022737554886164163,0.5503219738079733,0.3082989653425946,0.0015769624151289463,0.14137906084943203
0.5,0.0,0.5,0.022737554886164163,0.5503219738079733,0.3082989653425946,0.0015769624151289463,0.14137906084943203
0.5,0.025,0.05,0.011484760195377471,0.5990545767082079,0.2922217447357112,0.0012526214122772217,0.1087236785560808
0.5,0.025,0.1,0.011548920866860025,0.5997150997150997,0.292022792022792,0.0012779439566656947,0.10826210826210826
0.5,0.025,0.25,0.011555501448550545,0.5996583143507973,0.29214123006833714,0.001277190982364118,0.1082004555808656
0.5,0.025,0.5,0.011555501448550545,0.5996583143507973,0.29214123006833714,0.001277190982364118,0.1082004555808656
0.5,0.05,0.05,0.007097157353224238,0.6497450162262401,0.26425591098748263,0.001089413184672594,0.08599907278627723
0.5,0.05,0.1,0.007149802006748387,0.650713299585826,0.2639208467556374,0.0011161313159391284,0.08536585365853659
0.5,0.05,0.25,0.0071563825884389054,0.6505747126436782,0.26413793103448274,0.0011153784580528736,0.08528735632183908
0.5,0.05,0.5,0.0071563825884389054,0.6505747126436782,0.26413793103448274,0.0011153784580528736,0.08528735632183908
0.5,0.1,0.05,0.0034350636424506746,0.7495210727969349,0.18630268199233715,0.0008851583115756512,0.06417624521072797
0.5,0.1,0.1,0.0034679665509032673,0.7509487666034156,0.18548387096774194,0.0009127988596446812,0.0635673624288425
0.5,0.1,0.25,0.003471256841748526,0.7507109004739336,0.18578199052132702,0.0009120748727582395,0.06350710900473934
0.5,0.1,0.5,0.003471256841748526,0.7507109004739336,0.18578199052132702,0.0009120748727582395,0.06350710900473934
0.65,0.0,0.05,0.013756706024028995,0.6616838077015068,0.23104520449653193,0.0016022587660700083,0.10727098780196126
0.65,0.0,0.1,0.013802770095862624,0.6617401668653159,0.23122765196662692,0.001621263800188899,0.10703218116805721
0.65,0.0,0.25,0.013804415241285253,0.6617804790847337,0.2312000953402455,0.0016228718450292945,0.10701942557502085
0.65,0.0,0.5,0.013804415241285253,0.6617804790847337,0.2312000953402455,0.0016228718450292945,0.10701942557502085
0.65,0.025,0.05,0.008623852305424538,0.6674933231590996,0.2373140022892026,0.0012502770405262709,0.09519267455169783
0.65,0.025,0.1,0.00866004550472239,0.6681231003039514,0.2368920972644377,0.0012711320305243134,0.09498480243161095
0.65,0.025,0.25,0.008661690650145019,0.6681861348528015,0.23684710351377017,0.001272739958949387,0.0949667616334283
0.65,0.025,0.5,0.008661690650145019,0.6681861348528015,0.23684710351377017,0.001272739958949387,0.0949667616334283
0.65,0.05,0.05,0.005665880835536458,0.7049941927990708,0.21631823461091754,0.0010541442316025496,0.07868757259001162
0.65,0.05,0.1,0.00569713859856642,0.7060352295697372,0.21570892289922033,0.0010749481152743101,0.07825584753104245
0.65,0.05,0.25,0.00569878374398905,0.7061200923787528,0.21564665127020785,0.0010765560436993837,0.07823325635103925
0.65,0.05,0.5,0.00569878374398905,0.7061200923787528,0.21564665127020785,0.0010765560436993837,0.07823325635103925
0.65,0.1,0.05,0.0029415200156617844,0.7880313199105146,0.15380313199105144,0.0008264906355179846,0.058165548098434
0.65,0.1,0.1,0.002966197197001229,0.7892401552967276,0.15307820299500832,0.0008463487029075623,0.057681641708264
0.65,0.1,0.25,0.0029678423424238584,0.7893569844789357,0.15299334811529933,0.0008479568059556186,0.057649667405764965
0.65,0.1,0.5,0.0029678423424238584,0.7893569844789357,0.15299334811529933,0.0008479568059556186,0.057649667405764965
0.8,0.0,0.05,0.00735873547542235,0.8162307176391683,0.12139503688799463,0.0013744733296334743,0.06237424547283702
0.8,0.0,0.1,0.007371896638803387,0.8161124748939969,0.12162463735773264,0.0013797675492241979,0.062262887748270476
0.8,0.0,0.25,0.007371896638803387,0.8161124748939969,0.12162463735773264,0.0013797675492241979,0.062262887748270476
0.8,0.0,0.5,0.007371896638803387,0.8161124748939969,0.12162463735773264,0.0013797675492241979,0.062262887748270476
0.8,0.025,0.05,0.0051147571189555305,0.7909295593438405,0.1424895464779672,0.001080263638868928,0.06658089417819235
0.8,0.025,0.1,0.005124627991491308,0.7913322632423756,0.142215088282504,0.0010862695053219795,0.06645264847512039
0.8,0.025,0.25,0.005124627991491308,0.7913322632423756,0.142215088282504,0.0010862695053219795,0.06645264847512039
0.8,0.025,0.5,0.005124627991491308,0.7913322632423756,0.142215088282504,0.0010862695053219795,0.06645264847512039
0.8,0.05,0.05,0.003703222346339305,0.8005330964015993,0.13771657041314972,0.0008963242289610207,0.061750333185251
0.8,0.05,0.1,0.003711448073452453,0.8009751773049646,0.1374113475177305,0.0009018367854878306,0.06161347517730496
0.8,0.05,0.25,0.003711448073452453,0.8009751773049646,0.1374113475177305,0.0009018367854878306,0.06161347517730496
0.8,0.05,0.5,0.003711448073452453,0.8009751773049646,0.1374113475177305,0.0009018367854878306,0.06161347517730496
0.8,0.1,0.05,0.0021107215772338196,0.852689010132502,0.10054559625876851,0.0006778276874683797,0.04676539360872954
0.8,0.1,0.1,0.0021189473043469677,0.8532608695652174,0.10015527950310558,0.0006833402439951897,0.046583850931677016
0.8,0.1,0.25,0.0021189473043469677,0.8532608695652174,0.10015527950310558,0.0006833402439951897,0.046583850931677016
0.8,0.1,0.5,0.0021189473043469677,0.8532608695652174,0.10015527950310558,0.0006833402439951897,0.046583850931677016
