epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_signed_utility,train_policy_risk,train_decisive_fraction,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_signed_utility,validation_loss_policy_risk,validation_loss_decisive_fraction,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,2,0.001961518324933773,0.8456535339355469,0.8019374907016754,0.0025057863676920533,0.0029130150796845555,0.009339513257145882,0.0,0.01916550425812602,0.7824792265892029,0.7546428442001343,0.0015740339877083898,0.0013916603056713939,0.009528731927275658,0.0,0.12100422382354736,0.515421157118548,0.06566920289712573,0.5435337492909813,0.5288150974308914,0.05074264109134674,0.00041500924271531403,0.10013717421124829,0.855597449178678,-0.022820291668176652,False
2,4,0.001672117697248021,0.775399774312973,0.7390440404415131,0.0026729999808594584,0.0018556630238890648,0.009073245339095592,0.0,0.031472135335206985,0.7712295651435852,0.7440961003303528,0.0015206100651994348,0.0013359098229557276,0.009511084295809269,0.0,0.12100422382354736,0.5225202070334657,0.06567952701897471,0.4456891661939875,0.45878485908338373,0.049736179411411285,0.0001740733569022268,0.025377229080932786,0.8028573471015209,-0.008978308597579598,False
3,6,0.001185199096359621,0.7788423001766205,0.734492838382721,0.0031675874488428235,0.002569916658103466,0.009237089194357395,0.0,0.024033970199525356,0.7319211959838867,0.7049872279167175,0.0015582104679197073,0.0012993771815672517,0.009397652000188828,0.0,0.12100422382354736,0.4814857487237663,0.059467631390598644,0.6365570051049347,0.6467110999594363,0.04906463623046875,0.0010022276546806097,0.5,0.9093561204185273,-0.007925341837108135,False
4,8,0.000655355737648208,0.7403666377067566,0.7047718465328217,0.0026967208832502365,0.0018439629930071533,0.008281446062028408,0.0,0.025216447189450264,0.7206665873527527,0.6937002539634705,0.0016058060573413968,0.0012779071694239974,0.009352981112897396,0.0,0.12100422382354736,0.4903041690300624,0.06075771188045185,0.6334373227453205,0.6467253846746519,0.04952043294906616,0.0008613585960119963,0.5,0.9231030476131081,0.0006334343925118446,False
5,10,0.0002508091438103778,0.7356630861759186,0.6900798678398132,0.0033113781828433275,0.0025517612230032682,0.0098881502635777,0.0,0.03339088149368763,0.7198629379272461,0.6928510069847107,0.0016313582891598344,0.0012686065165326,0.009340556338429451,0.0,0.12100422382354736,0.4981122376630742,0.061122362302471714,0.6247872943845717,0.6244601440256562,0.05006461963057518,0.0005649388767778873,0.5,0.9493994905336274,0.004622176289558411,False
6,12,0.0001,0.7374621629714966,0.6918849349021912,0.003726415103301406,0.0023181216092780232,0.00955924205482006,0.0,0.034761130809783936,0.7201303839683533,0.6930197477340698,0.0016440467443317175,0.0012734777992591262,0.009339279495179653,0.0,0.12100422382354736,0.49935302041973906,0.060926691932903204,0.6206749858196257,0.6146551478961284,0.05016043782234192,0.0007716222899034619,0.5,0.9313898374167204,0.005186942405998707,False
