epoch,selection_ap_domain_equal,train_total,train_utility,train_heteroscedastic,train_classification,train_harmful_as_helpful,train_predicted_utility_mean,train_sigma_mean,scared_loss_total,scared_loss_utility,scared_loss_heteroscedastic,scared_loss_classification,scared_loss_harmful_as_helpful,scared_loss_predicted_utility_mean,scared_loss_sigma_mean,scared_utility_mae,scared_utility_pearson,scared_utility_spearman,scared_auroc,scared_average_precision
1,0.9133826812919323,0.22694136211066507,0.026897704618022544,-0.7378951404498366,0.8904167655855417,0.11771012117242208,0.31673336739913793,0.34002540458459407,-0.02867202783624331,0.0004923852905146001,-2.9844040989875795,0.029621335569148262,0.22826305739581584,0.013502278023709853,0.03468189106012384,0.017680086195468903,0.9082963581825255,0.11499906771427082,0.9993588503232227,0.9133826812919323
2,0.9039697416030894,0.1508025087605347,0.019469819475489203,-1.2177885891869664,0.7122841249220073,0.09953058471728582,0.37619078427087516,0.228113008197397,-0.04632848588128884,0.0006388256551872473,-2.6192731618881226,0.03516080682165921,0.15392837499578793,-0.012060271612911795,0.04196918047964573,0.029358752071857452,0.940108027999282,0.1914552122510595,0.9992932601218188,0.9039697416030894
3,0.6517969961516119,0.13808657578920247,0.018555240922978555,-1.270437591476366,0.6818252553930506,0.09337632253300399,0.3702961276649148,0.22361317665490787,0.02853509709239006,0.0008038590834379041,-2.5404557665189107,0.03365666569831471,0.29604539076487224,-0.01494844602420926,0.0339975571880738,0.033169835805892944,0.9048974582990218,0.13567531663856428,0.9934769094421072,0.6517969961516119
4,0.8344428207769284,0.12299786477524322,0.017425363412257866,-1.362025915645063,0.6437620513606817,0.08984277104173088,0.36193806336814305,0.21080932026961818,0.03493021180232366,0.000491091681154406,-3.0470397114753722,0.02362380955601111,0.3641326976940036,0.015244094788795338,0.03085327024261157,0.016333701089024544,0.9166757935676458,0.3011416178322553,0.9986477128138489,0.8344428207769284
5,0.7592522431633388,0.11921158406767063,0.016864550834725378,-1.3811677841003984,0.6320323730178643,0.0899978929955978,0.3729710223196889,0.2038323747983668,-0.0044096292306979494,0.0005196480906306533,-2.8533832907676695,0.02961607799710085,0.26363334686805806,-0.00014789478045713623,0.035753050136069456,0.02203974686563015,0.9231666278382988,0.3456853257287465,0.9977510638836711,0.7592522431633388
