sequence,dataset,protocol,frames,authorization_ratio,catastrophic_update_gt3,clean_degradation,epe_gain,false_update_rate,harmful_modified_rate,intervention_coverage_all,intervention_precision,max_update_abs,mean_clean_update,mean_update_abs,new_bad3,p95_update_abs,raw_bad1,raw_bad3,raw_boundary_epe,raw_epe,raw_mc_temporal_error,raw_temporal_variance,refined_bad1,refined_bad3,refined_boundary_epe,refined_epe,refined_mc_temporal_error,refined_temporal_variance,runtime_ms,stereo_runtime_ms,support_ratio,temporal_delta,temporal_worsened_ratio,evaluated_frames,valid_count,clean_count,modified_count,frames_worsened,worst_frame_degradation,p95_frame_degradation
dataset_1,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.0074105888486366515,0.0,0.0008344983797726262,-0.000446345735741974,0.0012896793141940587,0.41878987240829346,0.007247451059641895,0.3620689655172414,2.0047435760498047,0.0007750431121483137,0.004523592465557158,2.1589452285051516e-05,0.0,0.0005504052493551625,5.396129895638848e-05,0.19926566034555435,0.11786603166295626,0.00024590000684838743,3.15229962666308e-07,0.0007986272245545494,7.554581853894387e-05,0.21169986426830292,0.11831237536103151,0.004767173298751004,0.00436942106991367,72.73234063759446,272.62646201997995,0.9902391975308641,0.004521273472346365,0.007363978413080856,5,92659,92271,174,0.6,0.001651480793952942,0.0014259174466133115
dataset_2,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.022130555326842143,0.0,0.005632878151260504,-0.0037009272984914075,0.006551995798319328,0.8354733327748992,0.02095507004395645,0.1206896551724138,1.7181148529052734,0.0037203638760828876,0.010284278262406587,0.00015456472601366988,0.0,0.0030232468384556997,0.00030875712392739065,0.24909542500972748,0.15960198095604694,0.0004405216372106224,2.883014315102628e-06,0.004811465181201837,0.00046313568589108594,0.2700668454170227,0.16330291097110877,0.010707463044673205,0.007034908886998892,26.801388897001743,121.19489619508386,0.9895601851851852,0.010266942158341407,0.021647735358119004,5,77731,76160,638,1.0,0.008629560470581055,0.008037447929382324
dataset_3,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.022874591988467287,0.0,0.0035427724972225652,-0.0014670662734251937,0.005073447722503395,0.5846388151141205,0.020999480719136942,0.34896810506566606,2.1082839965820312,0.002450721726580932,0.011957557871937752,1.2161855805654142e-05,0.0,0.003866214392530182,0.001252264410159147,0.20040743201971054,0.13706054847640697,0.0006905709509737789,4.000090962108516e-06,0.004145846251109409,0.001240106503264398,0.20398339927196502,0.13852760649854204,0.01257711760699749,0.009498207503929735,27.382762357592583,113.50102378055453,0.991658950617284,0.011886547971516847,0.021745808068277018,5,82251,81010,533,0.8,0.0055723488330841064,0.004691246151924133
dataset_4,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.01752533716879296,0.0,0.003654314655725093,-0.0006718594402448146,0.005919562337051759,0.6469590094210924,0.01678322848576034,0.4233226837060703,1.8257179260253906,0.002205220383564176,0.00698838108801283,9.857070323979056e-05,0.0,0.31259264406151566,0.05755512321660181,1.027848482131958,0.8945922793201689,0.00029624456656165423,4.572406187008937e-07,0.31243051695386326,0.057647767278117476,1.0319202542304993,0.8952641530724804,0.007266305014491081,0.004486080403148662,28.11058396473527,125.40097208693624,0.9860339506172838,0.006970060465391725,0.017111278773528388,5,86352,46794,626,0.6,0.0031777620315551758,0.0028042316436767576
dataset_5,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.046372715821427456,0.0,0.009916404372694351,0.0037035578196049825,0.014011574779165398,0.2639228327859072,0.043145374024185945,0.7326666666666667,1.5740737915039062,0.003930829405091418,0.016545997560024263,0.0,0.0036178246140480042,0.4485604860010565,0.11282356048600106,1.8291155815124511,1.5166564535839622,0.0006069647672120482,9.02949712155987e-06,0.44819070258848387,0.1125594294770206,1.8199619770050048,1.5129529008144937,0.017099579237401484,0.008800831530243159,29.47066929191351,111.2539803609252,0.9894290123456789,0.016492612287402154,0.04435338674701678,5,75720,29547,1500,0.2,0.0008841753005981445,0.0003010749816894526
dataset_6,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.008029222258522855,0.0,0.0036335440127669935,-0.004201549967952512,0.0036335440127669935,0.5970731707317073,0.007903692286210911,0.00530035335689046,2.1644997596740723,0.0035477093721964542,0.006514911539852619,0.00020710149297159124,0.0,0.005709333285681099,0.0032880041457443577,0.3561962068080902,0.1043048743434509,0.00025114213640335946,6.904393932316566e-06,0.008336162684726863,0.00349350440485338,0.3904597729444504,0.10850642022212827,0.006758793152403087,0.006697447037288739,25.75413351878524,123.60743889585137,0.9831635802469135,0.0065076507860794665,0.00796646064087038,5,111922,110911,566,0.6,0.011689648032188416,0.010902270674705505
dataset_7,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.030682619096158208,0.0,0.006550589836660617,-0.0011094481663940388,0.008422186932849365,0.6754081992067331,0.028302290234541512,0.3541114058355438,1.8197288513183594,0.003627316458522779,0.012943847849965096,0.0,0.016712188720703125,0.003769037844502669,0.000588474310294097,0.1734185755252838,0.10834400701343858,0.0005487527261720971,8.553707677094734e-06,0.0038811281893205924,0.0005324291378851354,0.1777481645345688,0.10945345094586326,0.013394904765300452,0.009079270320944488,26.949672680348158,118.33149325102568,0.9863734567901234,0.012846152600832283,0.029520003689299485,5,71371,70528,754,0.8,0.0064120665192604065,0.005362674593925475
dataset_8,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.00928738540514355,0.0,0.0036568701041245644,-0.002114279250522407,0.003974440402640645,0.6141110670427169,0.008731645790599712,0.09821428571428571,2.1946916580200195,0.0026277346559145055,0.00543330570217222,0.0,0.0,0.0005566539340077164,2.879244486246809e-05,0.1297662615776062,0.0874026998495536,0.00021297139901435002,2.089946041827773e-06,0.001295660018811064,2.879244486246809e-05,0.14424979835748672,0.08951698234222016,0.005622151467832737,0.005186986811420091,29.15385402739048,120.71221815422177,0.9866820987654321,0.00540918002370745,0.008989952718856761,5,104194,103914,448,0.6,0.009127303957939148,0.007555378973484038
dataset_9,SCARED structured-light,45 direct-GT static-repeat preservation anchors at 144x180,5,0.027465641246886607,0.0,0.01108059865440066,-0.0028388604470412685,0.012069202251819306,0.7185489244009134,0.026274531145715967,0.28154574132492116,1.6391239166259766,0.005630531544988873,0.014199601719155908,5.235881500297429e-05,0.0,0.020928413091667753,0.004524709870908854,0.405360347032547,0.21444291496314938,0.0005530944152269512,2.0233993495821777e-06,0.021997652888251402,0.00448559134176555,0.41152009665966033,0.21728178457752761,0.014704702841117977,0.01010088287293911,26.619694102555513,129.2661334387958,0.9840740740740742,0.014151608548127114,0.026893628114721076,5,76690,72830,1268,1.0,0.007972180843353271,0.007812464237213134
