model,checkpoint,frame,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_1_keyframe_1,1125.3634132444859,711538,0.5428604125976563,0.8874511122703552,1.228406310081482,33.22043235919937,7.7956482998799785,0.5963139003117192,0.6865423321723938,0.5233879089355469,0.9989424347877502,21.407851724011927,3.7969862466937814,0.2441190772664285,0.5233879089355469,0.9165067672729492,1.3995776176452637,1.8094491958618164,3.3476438522338867,0.0,0.0,0.0,711538,0.5428604125976563,0.8874511122703552,1.228406310081482,33.22043235919937,7.7956482998799785,0.5963139003117192,0.6865423321723938,0.5233879089355469,0.9989424347877502,21.407851724011927,3.7969862466937814,0.2441190772664285,0.5233879089355469,0.9165067672729492,1.3995776176452637,1.8094491958618164,3.3476438522338867,0.6843522787094116,0.9926062226295471,0.6865423321723938,0.9989424347877502
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_1_keyframe_2,770.7683779299259,812104,0.619586181640625,0.7491507530212402,1.5625513792037964,23.593037344970593,3.4479574044703636,0.3973628993330903,0.9076761603355408,0.7032241821289062,1.6078284978866577,33.65344832681528,6.7482736201274705,0.4677972279412489,0.7032241821289062,1.197479248046875,1.7620749473571777,2.169332981109619,3.3383865356445312,0.0,0.0,0.0,812104,0.619586181640625,0.7491507530212402,1.5625513792037964,23.593037344970593,3.4479574044703636,0.3973628993330903,0.9076761603355408,0.7032241821289062,1.6078284978866577,33.65344832681528,6.7482736201274705,0.4677972279412489,0.7032241821289062,1.197479248046875,1.7620749473571777,2.169332981109619,3.3383865356445312,0.9446616172790527,1.7838391065597534,0.9076761603355408,1.6078284978866577
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_1_keyframe_3,769.8968076147139,850214,0.6486618041992187,0.7223398089408875,0.9588736295700073,25.60320107643487,3.5586334734549183,0.10703187668045927,0.8836899399757385,0.6484222412109375,6.193530559539795,31.11910648377938,8.692046943475408,0.38707901775317743,0.6484222412109375,1.155935287475586,1.8781051635742188,2.4993896484375,4.123790740966797,0.0,0.0,0.0,850214,0.6486618041992187,0.7223398089408875,0.9588736295700073,25.60320107643487,3.5586334734549183,0.10703187668045927,0.8836899399757385,0.6484222412109375,6.193530559539795,31.11910648377938,8.692046943475408,0.38707901775317743,0.6484222412109375,1.155935287475586,1.8781051635742188,2.4993896484375,4.123790740966797,1.1668452024459839,6.463776111602783,0.8836899399757385,6.193530559539795
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_1_keyframe_4,770.8468153141439,670652,0.5116668701171875,1.3115787506103516,1.8195922374725342,50.98471338339407,21.10945766209599,1.2238836236975361,0.5322222113609314,0.428619384765625,0.7312586903572083,12.4991799025426,1.071941931135671,0.09528041368697925,0.428619384765625,0.7369651794433594,1.0815043449401855,1.3224194049835205,2.0465641021728516,0.0,0.0,0.0,670652,0.5116668701171875,1.3115787506103516,1.8195922374725342,50.98471338339407,21.10945766209599,1.2238836236975361,0.5322222113609314,0.428619384765625,0.7312586903572083,12.4991799025426,1.071941931135671,0.09528041368697925,0.428619384765625,0.7369651794433594,1.0815043449401855,1.3224194049835205,2.0465641021728516,0.5322222113609314,0.7312586903572083,0.5322222113609314,0.7312586903572083
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_1_keyframe_5,767.6424738019705,661873,0.5049690246582031,0.9356539845466614,1.3842438459396362,36.37087477507014,9.162633919195978,0.3482541212589122,0.6109334230422974,0.4435081481933594,1.0678126811981201,17.301355395974756,3.007978872079689,0.15410811439656852,0.4435081481933594,0.8097343444824219,1.2933611869812012,1.675351619720459,2.891662120819092,0.0,0.0,0.0,661873,0.5049690246582031,0.9356539845466614,1.3842438459396362,36.37087477507014,9.162633919195978,0.3482541212589122,0.6109334230422974,0.4435081481933594,1.0678126811981201,17.301355395974756,3.007978872079689,0.15410811439656852,0.4435081481933594,0.8097343444824219,1.2933611869812012,1.675351619720459,2.891662120819092,0.6109334230422974,1.0678126811981201,0.6109334230422974,1.0678126811981201
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_2_keyframe_1,743.7322293408215,608423,0.4641899108886719,2.2675511837005615,3.3764572143554688,70.71626154829781,40.610068981613125,8.886087475325555,0.9836617708206177,0.7262840270996094,1.556588888168335,32.95470421072182,9.549606112852407,1.2726343349939104,0.7262840270996094,1.1757736206054688,1.9468393325805664,3.0005059242248535,5.302434921264648,0.0,0.0,0.0,608423,0.4641899108886719,2.2675511837005615,3.3764572143554688,70.71626154829781,40.610068981613125,8.886087475325555,0.9836617708206177,0.7262840270996094,1.556588888168335,32.95470421072182,9.549606112852407,1.2726343349939104,0.7262840270996094,1.1757736206054688,1.9468393325805664,3.0005059242248535,5.302434921264648,0.9836617708206177,1.556588888168335,0.9836617708206177,1.556588888168335
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_2_keyframe_2,769.2540190182626,887191,0.6768730163574219,0.9176206588745117,1.1627522706985474,38.294346989543406,5.383170027649063,0.10933384130362009,1.4034291505813599,1.1808319091796875,3.2206263542175293,58.16774516423183,21.19340705665409,1.6148721075844998,1.1808319091796875,1.8489913940429688,2.6764602661132812,3.371551513671875,5.880318641662598,0.0,0.0,0.0,887191,0.6768730163574219,0.9176206588745117,1.1627522706985474,38.294346989543406,5.383170027649063,0.10933384130362009,1.4034291505813599,1.1808319091796875,3.2206263542175293,58.16774516423183,21.19340705665409,1.6148721075844998,1.1808319091796875,1.8489913940429688,2.6764602661132812,3.371551513671875,5.880318641662598,1.638619303703308,3.7845919132232666,1.4034291505813599,3.2206263542175293
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_2_keyframe_3,769.2531468346715,496833,0.37905349731445315,2.1510770320892334,3.380070686340332,63.42473225409745,35.73796426565868,8.351498390807373,1.0734248161315918,0.6717033386230469,2.1257729530334473,34.10562502893326,13.368878476268687,1.1190883053259346,0.6717033386230469,1.2860946655273438,2.381971597671509,3.3146393299102783,5.213172912597656,0.0,0.0,0.0,496833,0.37905349731445315,2.1510770320892334,3.380070686340332,63.42473225409745,35.73796426565868,8.351498390807373,1.0734248161315918,0.6717033386230469,2.1257729530334473,34.10562502893326,13.368878476268687,1.1190883053259346,0.6717033386230469,1.2860946655273438,2.381971597671509,3.3146393299102783,5.213172912597656,1.0734248161315918,2.1257729530334473,1.0734248161315918,2.1257729530334473
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_2_keyframe_4,767.8997577168047,635765,0.4850502014160156,1.3676550388336182,2.014765501022339,54.958357254645975,20.673676594339103,1.8305505965254456,0.4380858540534973,0.34067535400390625,0.9941133260726929,6.250894591555056,1.6339370679417708,0.029885256344718565,0.34067535400390625,0.5558319091796875,0.8223991394042969,1.109201192855835,2.4167532920837402,0.0,0.0,0.0,635765,0.4850502014160156,1.3676550388336182,2.014765501022339,54.958357254645975,20.673676594339103,1.8305505965254456,0.4380858540534973,0.34067535400390625,0.9941133260726929,6.250894591555056,1.6339370679417708,0.029885256344718565,0.34067535400390625,0.5558319091796875,0.8223991394042969,1.109201192855835,2.4167532920837402,0.4380858540534973,0.9941133260726929,0.4380858540534973,0.9941133260726929
StereoAnywhere,stereoanywhere_sceneflow + DepthAnything-V2-S,dataset_2_keyframe_5,758.202618919313,759702,0.5796066284179687,1.0954654216766357,2.2204232215881348,32.46641446251293,13.42592226952147,1.298140586703734,1.3189222812652588,1.0145072937011719,2.4916582107543945,50.668156724610434,16.32745471250569,1.1912565716557282,1.0145072937011719,1.6508159637451172,2.399766445159912,2.9861674308776855,5.46954345703125,0.0,0.0,0.0,759702,0.5796066284179687,1.0954654216766357,2.2204232215881348,32.46641446251293,13.42592226952147,1.298140586703734,1.3189222812652588,1.0145072937011719,2.4916582107543945,50.668156724610434,16.32745471250569,1.1912565716557282,1.0145072937011719,1.6508159637451172,2.399766445159912,2.9861674308776855,5.46954345703125,1.569340705871582,2.811161518096924,1.3189222812652588,2.4916582107543945
