frame_id,target_path,valid_pixel_pct,raw_disp_mae,oracle_no_flow_disp_mae,oracle_raw_fixed_raftsmall_disp_mae,oracle_all_available_disp_mae,candidates_available
000610,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000610.npz,12.943115234375,4.115713119506836,4.115713119506836,4.115713119506836,3.12963604927063,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000611,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000611.npz,12.818603515624998,3.7644004821777344,3.7306864261627197,3.729519844055176,3.2347068786621094,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000612,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000612.npz,12.650146484375,4.146524906158447,4.091744899749756,4.1059088706970215,3.4428796768188477,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000613,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000613.npz,12.51220703125,4.022686004638672,3.991734743118286,3.9937500953674316,3.486969470977783,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000614,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000614.npz,12.376708984375,4.486496925354004,4.4659576416015625,4.467770099639893,3.6428518295288086,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000615,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000615.npz,12.2607421875,4.3342976570129395,4.322356700897217,4.325010776519775,3.6325511932373047,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000616,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000616.npz,12.14111328125,4.357084274291992,4.354442119598389,4.353738307952881,3.661968469619751,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000617,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000617.npz,12.078857421875,4.368156433105469,4.323117733001709,4.32594108581543,3.6430110931396484,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000618,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000618.npz,12.03125,4.1126885414123535,4.100091457366943,4.100972652435303,3.517134189605713,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000619,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000619.npz,11.954345703125,3.923657178878784,3.919572591781616,3.919713020324707,3.402573823928833,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000620,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000620.npz,11.925048828125,3.862281084060669,3.8537402153015137,3.854511022567749,3.236980438232422,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000621,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000621.npz,11.925048828125,3.4957807064056396,3.4509289264678955,3.452122211456299,2.9841365814208984,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000622,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000622.npz,11.98974609375,3.381598711013794,3.312939167022705,3.3134195804595947,2.6915502548217773,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000623,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000623.npz,12.0556640625,3.1392581462860107,3.0733437538146973,3.0769636631011963,2.3772783279418945,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000624,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000624.npz,12.186279296875,2.588165521621704,2.566600799560547,2.566253185272217,1.8444230556488037,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000625,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000625.npz,12.479248046875,2.2112607955932617,2.103339195251465,2.1016182899475098,1.5796152353286743,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000626,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000626.npz,12.71728515625,1.9320766925811768,1.905320167541504,1.8951364755630493,1.4083377122879028,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000627,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_3_000610_000709/targets/000627.npz,12.906494140625,1.953023076057434,1.9267916679382324,1.9155396223068237,1.3223570585250854,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
