backbone,session_count,depth_BPlus,depth_BUR,depth_FrameDegradation_CatastrophicFraction,depth_FrameDegradation_Mean,depth_FrameDegradation_Median,depth_FrameDegradation_P95,depth_FrameDegradation_P99,depth_FrameDegradation_PositiveFraction,depth_FrameDegradation_Worst,depth_HPlus,depth_HUR,depth_MAEDelta,depth_Neutral,depth_PixelDeltaDistribution_Mean,depth_PixelDeltaDistribution_Median,depth_PixelDeltaDistribution_P95,depth_PixelDeltaDistribution_P99,depth_thresholds_10.0_BadDelta,depth_thresholds_10.0_IdentityPreservation,depth_thresholds_10.0_NewBad,depth_thresholds_10.0_RecoveredBad,depth_thresholds_2.0_BadDelta,depth_thresholds_2.0_IdentityPreservation,depth_thresholds_2.0_NewBad,depth_thresholds_2.0_RecoveredBad,depth_thresholds_5.0_BadDelta,depth_thresholds_5.0_IdentityPreservation,depth_thresholds_5.0_NewBad,depth_thresholds_5.0_RecoveredBad,disparity_BPlus,disparity_BUR,disparity_FrameDegradation_CatastrophicFraction,disparity_FrameDegradation_Mean,disparity_FrameDegradation_Median,disparity_FrameDegradation_P95,disparity_FrameDegradation_P99,disparity_FrameDegradation_PositiveFraction,disparity_FrameDegradation_Worst,disparity_HPlus,disparity_HUR,disparity_MAEDelta,disparity_Neutral,disparity_PixelDeltaDistribution_Mean,disparity_PixelDeltaDistribution_Median,disparity_PixelDeltaDistribution_P95,disparity_PixelDeltaDistribution_P99,disparity_thresholds_1.0_BadDelta,disparity_thresholds_1.0_IdentityPreservation,disparity_thresholds_1.0_NewBad,disparity_thresholds_1.0_RecoveredBad,disparity_thresholds_3.0_BadDelta,disparity_thresholds_3.0_IdentityPreservation,disparity_thresholds_3.0_NewBad,disparity_thresholds_3.0_RecoveredBad,disparity_thresholds_5.0_BadDelta,disparity_thresholds_5.0_IdentityPreservation,disparity_thresholds_5.0_NewBad,disparity_thresholds_5.0_RecoveredBad
RAFT-Stereo,20,0.5938696551810494,0.4827687814993632,0.7,32.33582986341278,32.33582986341278,32.33582986341278,32.33582986341278,0.7,32.33582986341278,32.92969951859382,0.4015296604773305,32.33582986341276,0.11570155802330635,32.33582986341276,-2.26069898019432e-05,3.5575900241586838,16.30429504956649,0.007812388169691709,0.975902589627103,0.020190944724374795,0.012378556554683085,0.004708719975312611,0.9033775797575518,0.048483174703716304,0.043774454728403675,0.008701181949666155,0.9558595006695716,0.032245118561572014,0.02354393661190586,0.29354911973825015,0.48341042216103103,0.5,0.04451161936939503,0.04451161936939503,0.04451161936939503,0.04451161936939503,0.5,0.04451161936939503,0.3380607391076451,0.4008868088495097,0.044511619369395024,0.11570276898945933,0.044511619369395024,-1.0204315185546874e-05,1.5857426023483208,7.1079924936294585,0.004641459431530433,0.9279742033221101,0.04165897457483973,0.03701751514330929,0.011105963932449666,0.9704521308686009,0.023967815239473268,0.0128618513070236,0.006872343709844167,0.9810714354028984,0.01627658277737775,0.009404239067533574
StereoAnywhere,20,6.416262053613889,0.5244285943437225,0.8,1173.1443985922906,1173.1443985922906,1173.1443985922906,1173.1443985922906,0.8,1173.1443985922906,1179.5606606459044,0.33062378829852396,1173.1443985922906,0.1449476173577535,1173.1443985922906,-2.2761504380427895,4.382639748417121,229.1225208742736,-0.07676172939261745,0.9761107514459239,0.01228204013259104,0.0890437695252085,-0.033353519330160675,0.9111460250079798,0.032843174395011464,0.06619669372517215,-0.06384193152497437,0.963233058551576,0.017130333843752805,0.08097226536872718,10.249811977279222,0.5275271635502843,0.35,-9.54570060113757,-9.54570060113757,-9.54570060113757,-9.54570060113757,0.35,-9.54570060113757,0.7041113761416529,0.3275250714737525,-9.545700601137572,0.1449477649759632,-9.545700601137572,-7.339732265472412,5.458479619026184,13.038323452591914,-0.04389436587635145,0.9235247320962433,0.03005847545813333,0.07395284133448479,-0.07769054446402224,0.9710477664754242,0.015323784294424986,0.09301432875844722,-0.08329941225221053,0.9804103228693476,0.00950709486569071,0.09280650711790125
CREStereo,20,0.7620374386350692,0.5050143799099251,0.6,13831.290886733408,13831.290886733408,13831.290886733408,13831.290886733408,0.6,13831.290886733408,13832.052924172047,0.38203370156572886,13831.290886733408,0.11295191852434602,13831.290886733408,-0.0005185748764480636,1.9882372982998557,10.79118460686283,-0.007375211805192459,0.9876321067759409,0.010281127258950373,0.017656339064142837,-0.002601311825747736,0.9129955896636595,0.045686432177368334,0.04828774400311606,-0.0015854508340805318,0.9658870394084266,0.025108208707623546,0.026693659541704072,0.4791505870223543,0.5062663426982253,0.2,-0.3077527268178578,-0.3077527268178578,-0.3077527268178578,-0.3077527268178578,0.2,-0.3077527268178578,0.17139786020449652,0.3807805729473138,-0.3077527268178577,0.1129530843544609,-0.3077527268178577,-0.00023288726806640624,0.7416399717330929,2.882179335594176,0.0012047923671651042,0.9320182402304136,0.042616147023080836,0.04141135465591573,-0.007253409461860738,0.9841655369069153,0.013008573032866571,0.020261982494727306,-0.008457893478087649,0.9924226696786306,0.006607056526652383,0.015064950004740032
Fast-FoundationStereo,20,1.2553020448899948,0.519812668834028,0.5,1078.0371584563754,1078.0371584563754,1078.0371584563754,1078.0371584563754,0.5,1078.0371584563754,1079.2924605012654,0.3605430635873452,1078.0371584563757,0.11964426757862674,1078.0371584563757,-0.0040817225046867025,1.4087972459147458,6.605862518870529,-0.017482786494977108,0.9890270252317244,0.008772186874552727,0.02625497336952983,-0.01645911976192524,0.9274949009633794,0.033577133016913646,0.05003625277883887,-0.02322520592104252,0.9782015083457886,0.014910159132766995,0.0381353650538095,0.7139242226034445,0.5212427287246542,0.05,-0.5693433489785787,-0.5693433489785787,-0.5693433489785787,-0.5693433489785787,0.05,-0.5693433489785787,0.14458087362486563,0.3591121121181127,-0.569343348978579,0.1196451591572332,-0.569343348978579,-0.0020537376403808594,0.574921379089355,2.488794013023377,-0.02156427275330735,0.9445756925908466,0.03029138843145527,0.05185566118476261,-0.01893624470486526,0.9847341703136785,0.011755777234486975,0.03069202193935224,-0.018767740773055284,0.9916662649465321,0.00682175112730869,0.025589491900363977
