dataset,metric_scope,protocol,backbone,backbone_status,specimen,session,anchor_id,anchor_type,support_count,gt_coverage,raw_valid_coverage,refined_valid_coverage,raw_disparity_MAE,raw_disparity_Median,raw_disparity_RMSE,raw_disparity_P90,raw_disparity_P95,raw_disparity_P99,raw_disparity_Max,raw_disparity_InvalidRate,raw_disparity_Bad1,raw_disparity_Bad3,raw_disparity_Bad5,raw_disparity_EPE,raw_disparity_MedianEPE,raw_disparity_MaxError,raw_depth_MAE,raw_depth_Median,raw_depth_RMSE,raw_depth_P90,raw_depth_P95,raw_depth_P99,raw_depth_Max,raw_depth_InvalidRate,raw_depth_BadMM2,raw_depth_BadMM5,raw_depth_BadMM10,raw_depth_AbsRel,raw_depth_SqRel,raw_depth_Delta1,raw_depth_Delta2,raw_depth_Delta3,raw_depth_MAE_Z,raw_depth_RMSE_Z,refined_disparity_MAE,refined_disparity_Median,refined_disparity_RMSE,refined_disparity_P90,refined_disparity_P95,refined_disparity_P99,refined_disparity_Max,refined_disparity_InvalidRate,refined_disparity_Bad1,refined_disparity_Bad3,refined_disparity_Bad5,refined_disparity_EPE,refined_disparity_MedianEPE,refined_disparity_MaxError,refined_depth_MAE,refined_depth_Median,refined_depth_RMSE,refined_depth_P90,refined_depth_P95,refined_depth_P99,refined_depth_Max,refined_depth_InvalidRate,refined_depth_BadMM2,refined_depth_BadMM5,refined_depth_BadMM10,refined_depth_AbsRel,refined_depth_SqRel,refined_depth_Delta1,refined_depth_Delta2,refined_depth_Delta3,refined_depth_MAE_Z,refined_depth_RMSE_Z,safety_disparity_HPlus,safety_disparity_BPlus,safety_disparity_HUR,safety_disparity_BUR,safety_disparity_Neutral,safety_disparity_MAEDelta,safety_disparity_NewBad_1.0,safety_disparity_RecoveredBad_1.0,safety_disparity_BadDelta_1.0,safety_disparity_IdentityPreservation_1.0,safety_disparity_NewBad_3.0,safety_disparity_RecoveredBad_3.0,safety_disparity_BadDelta_3.0,safety_disparity_IdentityPreservation_3.0,safety_disparity_NewBad_5.0,safety_disparity_RecoveredBad_5.0,safety_disparity_BadDelta_5.0,safety_disparity_IdentityPreservation_5.0,safety_depth_HPlus,safety_depth_BPlus,safety_depth_HUR,safety_depth_BUR,safety_depth_Neutral,safety_depth_MAEDelta,safety_depth_NewBad_2.0,safety_depth_RecoveredBad_2.0,safety_depth_BadDelta_2.0,safety_depth_IdentityPreservation_2.0,safety_depth_NewBad_5.0,safety_depth_RecoveredBad_5.0,safety_depth_BadDelta_5.0,safety_depth_IdentityPreservation_5.0,safety_depth_NewBad_10.0,safety_depth_RecoveredBad_10.0,safety_depth_BadDelta_10.0,safety_depth_IdentityPreservation_10.0
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__end,end,195555,0.30636079935329835,1.0,1.0,4.541356784882686,0.6955299377441406,9.317947971213291,17.844488525390627,23.320657157897948,37.123383598327635,41.76914405822754,0.0,0.4033903505407686,0.2625194957940221,0.23713021911994067,4.541356784882686,0.6955299377441406,41.76914405822754,13.520114742737348,2.406419342280131,29.55270275670295,49.17576151934533,92.64216136740325,103.4758167017051,105.96217721981617,0.0,0.5382373245378538,0.3638567155020327,0.26354733962312393,0.14823047179965093,9.146236645967079,0.8314080437728516,0.896612206284677,0.9224156886809337,13.520114742737348,29.55270275670295,4.363669808591044,0.7027320861816406,8.993517317122262,15.754297256469727,23.196969413757323,36.91043807983397,41.76914405822754,0.0,0.4100329830482473,0.26277006468768377,0.23480350796451127,4.363669808591044,0.7027320861816406,41.76914405822754,12.620779168811561,2.449715115524455,27.975700900741018,32.354889418758454,91.14772880934491,103.46367821938813,105.96217721981617,0.0,0.541678811587533,0.36466467234281913,0.2608473319526476,0.13706078688501644,7.990294351894848,0.8377080616706297,0.9090895144588479,0.9295083224668252,12.620779168811561,27.975700900741018,0.1321766930994883,0.30986366939113086,0.30381734039017155,0.5359412952877707,0.16024136432205774,-0.17768697629164254,0.012334125949221446,0.005691493441742732,0.006642632507478707,0.9793263049627153,0.008662524609444913,0.008411955715783284,0.00025056889366165125,0.9882538934113634,0.007246043312623047,0.009572754468052466,-0.0023267111554294007,0.9905015987076276,0.34040781276358767,1.2397433866893741,0.3038787042008642,0.535879931477078,0.16024136432205774,-0.8993355739257868,0.011786965303878703,0.008345478254199587,0.0034414870496791705,0.9744739756367663,0.008846616041522846,0.008038659200736365,0.000807956840786439,0.98609335937814,0.00769604459103577,0.010396052261512106,-0.0027000076704763454,0.9895498448099878
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__start,start,170658,0.26735660707235914,1.0,1.0,1.7945827599069353,0.5368881225585938,4.96197277694771,5.574769020080576,8.04994096755981,14.108254699707029,116.83022689819336,0.0,0.3085527780707614,0.14795673217780592,0.11200764101302019,1.7945827599069353,0.5368881225585938,116.83022689819336,5.268784333265249,2.988266737835204,8.64623810230664,13.128351457147371,20.59889950156292,32.67506354779973,62.625500961984955,0.0,0.6333075507740628,0.31435971357920517,0.13194224706723387,0.05039354389176214,0.7629180431066604,0.9466652603452519,0.9957165793575455,0.9984354674260802,5.268784333265249,8.64623810230664,2.0779823609054717,0.5371026992797852,5.33120170510026,6.696175003051763,9.090759944915769,17.601679649353013,116.81223678588867,0.0,0.30617961068335503,0.18265185341443121,0.14166930351931933,2.0779823609054717,0.5371026992797852,116.81223678588867,6.038735634935788,3.0287214317321016,9.86470690738453,18.200405662042797,23.35333596233438,33.946298604888035,81.1782090768331,0.0,0.6514959744049502,0.3261552344454992,0.17699726939258634,0.059712717684146766,1.030450707631051,0.9343716673112307,0.9940231339872728,0.9981659224882513,6.038735634935788,9.86470690738453,0.36963638149909217,0.08623678050055561,0.3933656787258728,0.4912515088656846,0.11538281240844261,0.28339960099853656,0.03884376941016536,0.041216936797571754,-0.002373167387406394,0.943822509978729,0.03510529831593011,0.00041017707930480845,0.0346951212366253,0.9587986905809859,0.030376542558801813,0.0007148800525026662,0.029661662506299147,0.9657918874510865,1.1247043816344637,0.35475307996392536,0.3942504892826589,0.4903666983088985,0.11538281240844261,0.7699513016705385,0.06435092407036294,0.046162500439475444,0.018188423630887463,0.8245098195880407,0.050697887002074324,0.03890236613578033,0.01179552086629404,0.9260576019143663,0.05450081449448605,0.009445792169133589,0.04505502232535247,0.9372152206343957
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__end,end,172464,0.27018592671968117,1.0,1.0,1.9240448730245616,0.5443382263183594,4.073931395212117,5.767856025695817,10.7460018157959,15.888002166748036,27.1707820892334,0.0,0.30379093607941365,0.16786111884219315,0.11986849429446145,1.9240448730245616,0.5443382263183594,27.1707820892334,6.769359341792154,2.731659097750139,12.823861476749153,20.234494153764746,31.36740914029339,40.96212749062039,104.10918672508436,0.0,0.622373364876148,0.29820716207440395,0.17570623434455887,0.06436096212039069,1.6879244004413962,0.9082649132572594,0.993418916411541,0.9959817701085444,6.769359341792154,12.823861476749153,2.0589041467975493,0.5507192611694336,4.368550734047726,6.698390769958501,10.704110908508303,17.899334716796858,46.83166694641113,0.0,0.3102850449948975,0.1863403376936636,0.13460780220799703,2.0589041467975493,0.5507192611694336,46.83166694641113,7.342703239943966,2.9707700565387825,15.144409954941024,21.459385009593518,32.22220026626236,45.80533397544761,344.0543808059036,0.0,0.6343758697467298,0.3117288245662863,0.18532563317561926,0.07201209794691332,2.3788158298174547,0.9087403748028574,0.9898123666388348,0.9941263104184062,7.342703239943966,15.144409954941024,0.3410465070395979,0.20618723326661015,0.4544426662955747,0.45818837554504127,0.08736895815938399,0.13485927377298773,0.03957927451526116,0.033085165599777346,0.006494108915483854,0.943150302737547,0.035387095277855087,0.016907876426384638,0.01847921885147044,0.9574745321013978,0.028863994804712866,0.014124686891177289,0.014739307913535588,0.9672049067467768,1.2305599775953553,0.6572160794435447,0.45684316726969104,0.45578787457092496,0.08736895815938399,0.5733438981518107,0.05289219779200297,0.040889692921421285,0.012002504870581743,0.8599352035254195,0.042837925596066424,0.029316263104184063,0.013521662491882358,0.9389593006923674,0.02754197977548938,0.017922580944428983,0.009619398831060388,0.9665871793248499
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,start,174725,0.2737280594564448,1.0,1.0,2.7611554769105813,0.6114501953125,8.407594468752112,3.959344482421875,12.409912109374991,49.08913681030275,51.9552116394043,0.0,0.3027099728144227,0.12235799112891686,0.09379882672771499,2.7611554769105813,0.6114501953125,51.9552116394043,6.960182510724836,3.391328809114043,14.966125447105183,14.645801508607617,20.82439848966256,80.70833793505678,89.41960106925725,0.0,0.6275232508227214,0.35539848333094864,0.16048647875232508,0.06041972875701592,1.9065858198410353,0.9317899556445843,0.9687508942624123,0.9714007726427243,6.960182510724836,14.966125447105183,2.2405833250600597,0.5637359619140625,5.344149815186848,6.326548004150393,11.858737182617181,22.417371826171895,47.34155082702637,0.0,0.31294319645156676,0.16773787380168836,0.11700100157390185,2.2405833250600597,0.5637359619140625,47.34155082702637,7.334812293097831,3.2195334763027006,16.84816491564298,17.898808551512566,27.378389196684246,67.44233300913046,697.9075043973039,0.0,0.6337101158964087,0.35777936757762197,0.19798540563743025,0.06954889505676308,2.971782891521791,0.9165374159393332,0.982870224638718,0.9875289741021606,7.334812293097831,16.84816491564298,0.6420951505402568,1.1626673023907783,0.31882672771498066,0.5769866933753041,0.10418657890971526,-0.5205721518505215,0.05376448705108027,0.043531263413936185,0.010233223637144073,0.9228950867573912,0.0686564601516669,0.023276577478895406,0.0453798826727715,0.9217716797308049,0.0480240377736443,0.024821862927457434,0.023202174846186863,0.9470051030719483,2.306125059617069,1.9314952772440728,0.3222320789812563,0.5735813421090284,0.10418657890971526,0.3746297823729961,0.06768350264701674,0.061496637573329516,0.006186865073687264,0.8182879795946589,0.0642266418657891,0.06184575761911575,0.0023808842466733204,0.900362254501545,0.06482186292745744,0.027322936042352267,0.03749892688510517,0.9227863979711489
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,end,175996,0.27571923624035743,1.0,1.0,2.036962161023724,0.4629945755004883,5.379256333055449,5.111907005310059,12.8613920211792,24.55244979858398,42.99713706970215,0.0,0.25220459555899,0.120786836064456,0.10094547603354621,2.036962161023724,0.4629945755004883,42.99713706970215,5.571441212616162,1.8468034791082246,13.590942062564292,13.512952349555682,21.35023468713846,84.13153208858586,107.86244931829964,0.0,0.4717891315711721,0.2330564331007523,0.1370883429168845,0.059833361345554295,2.0715866395899325,0.934487147435169,0.9793631673447124,0.9853803495533989,5.571441212616162,13.590942062564292,2.2205637025790863,0.47374725341796875,5.624811847008871,6.716519355773926,14.085674285888672,25.222022628784153,42.82149314880371,0.0,0.2699493170299325,0.1396452192095275,0.11429237028114275,2.2205637025790863,0.47374725341796875,42.82149314880371,5.953020372671895,1.9454350253083064,14.001562066765365,15.027631629425379,22.40816689455752,84.01136264017084,119.74079468992119,0.0,0.490840700925021,0.25042046410145685,0.15203754630787064,0.06584289077889525,2.285074603236789,0.9255153526216505,0.978789290665697,0.9844882838246324,5.953020372671895,14.001562066765365,0.30183891062384405,0.11823736906848188,0.4137366758335417,0.456811518443601,0.12945180572285733,0.18360154155536212,0.04239869087933817,0.024653969408395645,0.017744721470942526,0.9433017498803273,0.021875497170390237,0.003017114025318757,0.01885838314507149,0.9751192338016518,0.016721970953885317,0.0033750767062887795,0.013346894247596539,0.9814004929532958,0.7424400893416644,0.3608609292859315,0.4142764608286552,0.4562717334484875,0.12945180572285733,0.38157916005573295,0.057643355530807516,0.03859178617695857,0.01905156935384894,0.8908705614061508,0.03214845791949817,0.014784426918793609,0.01736403100070455,0.9580823683684129,0.019648173822132322,0.004698970431146162,0.014949203390986154,0.9772303761794705
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,start,172464,0.27018592671968117,1.0,1.0,1.9240448730245616,0.5443382263183594,4.073931395212117,5.767856025695817,10.7460018157959,15.888002166748036,27.1707820892334,0.0,0.30379093607941365,0.16786111884219315,0.11986849429446145,1.9240448730245616,0.5443382263183594,27.1707820892334,6.769359341792154,2.731659097750139,12.823861476749153,20.234494153764746,31.36740914029339,40.96212749062039,104.10918672508436,0.0,0.622373364876148,0.29820716207440395,0.17570623434455887,0.06436096212039069,1.6879244004413962,0.9082649132572594,0.993418916411541,0.9959817701085444,6.769359341792154,12.823861476749153,2.0589041467975493,0.5507192611694336,4.368550734047726,6.698390769958501,10.704110908508303,17.899334716796858,46.83166694641113,0.0,0.3102850449948975,0.1863403376936636,0.13460780220799703,2.0589041467975493,0.5507192611694336,46.83166694641113,7.342703239943966,2.9707700565387825,15.144409954941024,21.459385009593518,32.22220026626236,45.80533397544761,344.0543808059036,0.0,0.6343758697467298,0.3117288245662863,0.18532563317561926,0.07201209794691332,2.3788158298174547,0.9087403748028574,0.9898123666388348,0.9941263104184062,7.342703239943966,15.144409954941024,0.3410465070395979,0.20618723326661015,0.4544426662955747,0.45818837554504127,0.08736895815938399,0.13485927377298773,0.03957927451526116,0.033085165599777346,0.006494108915483854,0.943150302737547,0.035387095277855087,0.016907876426384638,0.01847921885147044,0.9574745321013978,0.028863994804712866,0.014124686891177289,0.014739307913535588,0.9672049067467768,1.2305599775953553,0.6572160794435447,0.45684316726969104,0.45578787457092496,0.08736895815938399,0.5733438981518107,0.05289219779200297,0.040889692921421285,0.012002504870581743,0.8599352035254195,0.042837925596066424,0.029316263104184063,0.013521662491882358,0.9389593006923674,0.02754197977548938,0.017922580944428983,0.009619398831060388,0.9665871793248499
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,end,182381,0.2857221188251587,1.0,1.0,4.710723057356169,0.9500560760498047,11.564079442445133,12.036674499511719,39.84635543823242,45.55862960815433,89.73056411743164,0.0,0.47946880431623906,0.24697199817963494,0.1790208409867256,4.710723057356169,0.9500560760498047,89.73056411743164,14.080724801022965,3.1359393070574413,30.618576684881642,36.52562198605938,104.31093586191362,117.02161755447588,126.97003247837083,0.0,0.5887290891046765,0.42303200443028605,0.27539601164594996,0.10842246814659313,6.433852766014925,0.8596125692917573,0.9278488439036962,0.936226909601329,14.080724801022965,30.618576684881642,4.135422392483561,0.95458984375,7.72862797083194,12.706293106079102,19.040205001831055,28.688901901245313,44.56495428085327,0.0,0.480883425356808,0.29617120204407255,0.2474709536629364,4.135422392483561,0.95458984375,44.56495428085327,14.46837692587112,4.853807513659149,29.277441288585116,36.199702754735526,68.31397005765778,101.63276141967614,681.1757386436727,0.0,0.6377309039867092,0.4955395573003767,0.3311638822026417,0.15559177635502688,9.745818265110826,0.8023423492578723,0.9205673836638685,0.960944396620262,14.46837692587112,29.277441288585116,2.03992258840482,2.615223253277428,0.39170746952807584,0.506236943541268,0.10205558693065615,-0.5753006648726078,0.10371694419923128,0.10230232315866236,0.0014146210405689419,0.800747880128509,0.13498116580126218,0.08578196193682457,0.0491992038644376,0.8207488095064731,0.14063964996353787,0.07218953728732708,0.06845011267621079,0.8286927890683959,7.062136390946596,6.674484266098445,0.39291373553166176,0.5050306775376822,0.10205558693065615,0.3876521248481516,0.10362921576260685,0.05462740088057418,0.0490018148820327,0.7480268771331058,0.13775557760950977,0.06524802473941912,0.07250755287009064,0.761242254913141,0.1381339064924526,0.08236603593576085,0.055767870556691745,0.8093663453243942
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,start,175996,0.27571923624035743,1.0,1.0,2.036962161023724,0.4629945755004883,5.379256333055449,5.111907005310059,12.8613920211792,24.55244979858398,42.99713706970215,0.0,0.25220459555899,0.120786836064456,0.10094547603354621,2.036962161023724,0.4629945755004883,42.99713706970215,5.571441212616162,1.8468034791082246,13.590942062564292,13.512952349555682,21.35023468713846,84.13153208858586,107.86244931829964,0.0,0.4717891315711721,0.2330564331007523,0.1370883429168845,0.059833361345554295,2.0715866395899325,0.934487147435169,0.9793631673447124,0.9853803495533989,5.571441212616162,13.590942062564292,2.2205637025790863,0.47374725341796875,5.624811847008871,6.716519355773926,14.085674285888672,25.222022628784153,42.82149314880371,0.0,0.2699493170299325,0.1396452192095275,0.11429237028114275,2.2205637025790863,0.47374725341796875,42.82149314880371,5.953020372671895,1.9454350253083064,14.001562066765365,15.027631629425379,22.40816689455752,84.01136264017084,119.74079468992119,0.0,0.490840700925021,0.25042046410145685,0.15203754630787064,0.06584289077889525,2.285074603236789,0.9255153526216505,0.978789290665697,0.9844882838246324,5.953020372671895,14.001562066765365,0.30183891062384405,0.11823736906848188,0.4137366758335417,0.456811518443601,0.12945180572285733,0.18360154155536212,0.04239869087933817,0.024653969408395645,0.017744721470942526,0.9433017498803273,0.021875497170390237,0.003017114025318757,0.01885838314507149,0.9751192338016518,0.016721970953885317,0.0033750767062887795,0.013346894247596539,0.9814004929532958,0.7424400893416644,0.3608609292859315,0.4142764608286552,0.4562717334484875,0.12945180572285733,0.38157916005573295,0.057643355530807516,0.03859178617695857,0.01905156935384894,0.8908705614061508,0.03214845791949817,0.014784426918793609,0.01736403100070455,0.9580823683684129,0.019648173822132322,0.004698970431146162,0.014949203390986154,0.9772303761794705
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,end,189001,0.29609315762099025,1.0,1.0,4.252842053589447,0.72894287109375,9.861623071967765,15.159456253051758,25.80365562438965,40.981712341308594,48.06746292114258,0.0,0.38786038169110215,0.21395124893519082,0.1820149099740213,4.252842053589447,0.72894287109375,48.06746292114258,12.136454474547708,1.8545289157393086,29.21786368803829,49.12253251730304,92.31584001008835,107.27569242668437,113.4159917760177,0.0,0.4805953407653928,0.3039719366564198,0.1877820752271152,0.09758216703879362,5.911759984733892,0.8760112380357776,0.8995613779821271,0.9161538827836889,12.136454474547708,29.21786368803829,4.642812243684146,0.7706069946289062,9.510914191476449,17.87085723876953,23.314849853515625,39.263906478881836,50.92622420191765,0.0,0.4196062454696007,0.27559642541573853,0.2382103798392601,4.642812243684146,0.7706069946289062,50.92622420191765,17.423696278709944,2.1795807473272646,163.9106833886978,66.20071157203614,85.13920643589019,103.35603273565508,16487.839817107524,0.0,0.5172406495203729,0.3625113094639711,0.2509457621917344,0.1839229980180393,398.13557059246205,0.8183025486637637,0.8821170258358422,0.9255083306437533,17.423696278709944,163.9106833886978,1.2129507927036958,0.8229806026089967,0.3839397675144576,0.5065528753816118,0.10950735710393067,0.3899701900946991,0.07724826852767974,0.04550240474918122,0.03174586377849853,0.8738061281818574,0.06506314781403273,0.003417971333485008,0.06164517648054771,0.9172275921488382,0.05767165253093899,0.0014761826657001815,0.056195469865238795,0.9294954721862871,6.949737643600407,1.6624958394381761,0.3852625118385617,0.5052301310575076,0.10950735710393067,5.287241804162229,0.07974560981158829,0.04310030105660816,0.036645308754980066,0.8464672805802298,0.0738832069671589,0.015343834159607621,0.05853937280755128,0.893850247054352,0.06838059057888582,0.005216903614266591,0.06316368696461921,0.9158100449482118
D4D,sparse_zivid_anchor_gt,joint_d4d_v1_fixed_gt_common_support,RAFT-Stereo,seen,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,start,182381,0.2857221188251587,1.0,1.0,4.710723057356169,0.9500560760498047,11.564079442445133,12.036674499511719,39.84635543823242,45.55862960815433,89.73056411743164,0.0,0.47946880431623906,0.24697199817963494,0.1790208409867256,4.710723057356169,0.9500560760498047,89.73056411743164,14.080724801022965,3.1359393070574413,30.618576684881642,36.52562198605938,104.31093586191362,117.02161755447588,126.97003247837083,0.0,0.5887290891046765,0.42303200443028605,0.27539601164594996,0.10842246814659313,6.433852766014925,0.8596125692917573,0.9278488439036962,0.936226909601329,14.080724801022965,30.618576684881642,4.135422392483561,0.95458984375,7.72862797083194,12.706293106079102,19.040205001831055,28.688901901245313,44.56495428085327,0.0,0.480883425356808,0.29617120204407255,0.2474709536629364,4.135422392483561,0.95458984375,44.56495428085327,14.46837692587112,4.853807513659149,29.277441288585116,36.199702754735526,68.31397005765778,101.63276141967614,681.1757386436727,0.0,0.6377309039867092,0.4955395573003767,0.3311638822026417,0.15559177635502688,9.745818265110826,0.8023423492578723,0.9205673836638685,0.960944396620262,14.46837692587112,29.277441288585116,2.03992258840482,2.615223253277428,0.39170746952807584,0.506236943541268,0.10205558693065615,-0.5753006648726078,0.10371694419923128,0.10230232315866236,0.0014146210405689419,0.800747880128509,0.13498116580126218,0.08578196193682457,0.0491992038644376,0.8207488095064731,0.14063964996353787,0.07218953728732708,0.06845011267621079,0.8286927890683959,7.062136390946596,6.674484266098445,0.39291373553166176,0.5050306775376822,0.10205558693065615,0.3876521248481516,0.10362921576260685,0.05462740088057418,0.0490018148820327,0.7480268771331058,0.13775557760950977,0.06524802473941912,0.07250755287009064,0.761242254913141,0.1381339064924526,0.08236603593576085,0.055767870556691745,0.8093663453243942
