backbone,specimen,session,anchor_id,disparity_HPlus,disparity_BPlus,disparity_HUR,disparity_BUR,disparity_Neutral,disparity_MAEDelta,disparity_thresholds_1.0_NewBad,disparity_thresholds_1.0_RecoveredBad,disparity_thresholds_1.0_BadDelta,disparity_thresholds_1.0_IdentityPreservation,disparity_thresholds_3.0_NewBad,disparity_thresholds_3.0_RecoveredBad,disparity_thresholds_3.0_BadDelta,disparity_thresholds_3.0_IdentityPreservation,disparity_thresholds_5.0_NewBad,disparity_thresholds_5.0_RecoveredBad,disparity_thresholds_5.0_BadDelta,disparity_thresholds_5.0_IdentityPreservation,disparity_PixelDeltaDistribution_Mean,disparity_PixelDeltaDistribution_Median,disparity_PixelDeltaDistribution_P95,disparity_PixelDeltaDistribution_P99,disparity_FrameDegradation_Mean,disparity_FrameDegradation_Median,disparity_FrameDegradation_P95,disparity_FrameDegradation_P99,disparity_FrameDegradation_Worst,disparity_FrameDegradation_PositiveFraction,disparity_FrameDegradation_CatastrophicFraction,depth_HPlus,depth_BPlus,depth_HUR,depth_BUR,depth_Neutral,depth_MAEDelta,depth_thresholds_2.0_NewBad,depth_thresholds_2.0_RecoveredBad,depth_thresholds_2.0_BadDelta,depth_thresholds_2.0_IdentityPreservation,depth_thresholds_5.0_NewBad,depth_thresholds_5.0_RecoveredBad,depth_thresholds_5.0_BadDelta,depth_thresholds_5.0_IdentityPreservation,depth_thresholds_10.0_NewBad,depth_thresholds_10.0_RecoveredBad,depth_thresholds_10.0_BadDelta,depth_thresholds_10.0_IdentityPreservation,depth_PixelDeltaDistribution_Mean,depth_PixelDeltaDistribution_Median,depth_PixelDeltaDistribution_P95,depth_PixelDeltaDistribution_P99,depth_FrameDegradation_Mean,depth_FrameDegradation_Median,depth_FrameDegradation_P95,depth_FrameDegradation_P99,depth_FrameDegradation_Worst,depth_FrameDegradation_PositiveFraction,depth_FrameDegradation_CatastrophicFraction
RAFT-Stereo,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__end,0.1321766930994883,0.30986366939113086,0.30381734039017155,0.5359412952877707,0.16024136432205774,-0.17768697629164254,0.012334125949221446,0.005691493441742732,0.006642632507478707,0.9793263049627153,0.008662524609444913,0.008411955715783284,0.00025056889366165125,0.9882538934113634,0.007246043312623047,0.009572754468052466,-0.0023267111554294007,0.9905015987076276,-0.17768697629164254,-7.62939453125e-06,0.4363685607910144,3.4020991516113224,-0.17768697629164265,-0.17768697629164265,-0.17768697629164265,-0.17768697629164265,-0.17768697629164265,0.0,0.0,0.34040781276358767,1.2397433866893741,0.3038787042008642,0.535879931477078,0.16024136432205774,-0.8993355739257868,0.011786965303878703,0.008345478254199587,0.0034414870496791705,0.9744739756367663,0.008846616041522846,0.008038659200736365,0.000807956840786439,0.98609335937814,0.00769604459103577,0.010396052261512106,-0.0027000076704763454,0.9895498448099878,-0.8993355739257868,-1.8925134128267018e-05,0.836358126381533,9.034774257427598,-0.8993355739257876,-0.8993355739257876,-0.8993355739257876,-0.8993355739257876,-0.8993355739257876,0.0,0.0
RAFT-Stereo,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__start,0.36963638149909217,0.08623678050055561,0.3933656787258728,0.4912515088656846,0.11538281240844261,0.28339960099853656,0.03884376941016536,0.041216936797571754,-0.002373167387406394,0.943822509978729,0.03510529831593011,0.00041017707930480845,0.0346951212366253,0.9587986905809859,0.030376542558801813,0.0007148800525026662,0.029661662506299147,0.9657918874510865,0.28339960099853656,0.0,2.625605201721191,6.114110145568846,0.28339960099853645,0.28339960099853645,0.28339960099853645,0.28339960099853645,0.28339960099853645,1.0,1.0,1.1247043816344637,0.35475307996392536,0.3942504892826589,0.4903666983088985,0.11538281240844261,0.7699513016705385,0.06435092407036294,0.046162500439475444,0.018188423630887463,0.8245098195880407,0.050697887002074324,0.03890236613578033,0.01179552086629404,0.9260576019143663,0.05450081449448605,0.009445792169133589,0.04505502232535247,0.9372152206343957,0.7699513016705385,0.0,7.883767492092702,17.086372508493316,0.769951301670539,0.769951301670539,0.769951301670539,0.769951301670539,0.769951301670539,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__end,0.3410465070395979,0.20618723326661015,0.4544426662955747,0.45818837554504127,0.08736895815938399,0.13485927377298773,0.03957927451526116,0.033085165599777346,0.006494108915483854,0.943150302737547,0.035387095277855087,0.016907876426384638,0.01847921885147044,0.9574745321013978,0.028863994804712866,0.014124686891177289,0.014739307913535588,0.9672049067467768,0.13485927377298773,0.0,2.1644861221313483,6.7563362693786475,0.13485927377298768,0.13485927377298768,0.13485927377298768,0.13485927377298768,0.13485927377298768,1.0,1.0,1.2305599775953553,0.6572160794435447,0.45684316726969104,0.45578787457092496,0.08736895815938399,0.5733438981518107,0.05289219779200297,0.040889692921421285,0.012002504870581743,0.8599352035254195,0.042837925596066424,0.029316263104184063,0.013521662491882358,0.9389593006923674,0.02754197977548938,0.017922580944428983,0.009619398831060388,0.9665871793248499,0.5733438981518107,0.0,5.305262031194517,26.367805336429416,0.573343898151812,0.573343898151812,0.573343898151812,0.573343898151812,0.573343898151812,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,0.6420951505402568,1.1626673023907783,0.31882672771498066,0.5769866933753041,0.10418657890971526,-0.5205721518505215,0.05376448705108027,0.043531263413936185,0.010233223637144073,0.9228950867573912,0.0686564601516669,0.023276577478895406,0.0453798826727715,0.9217716797308049,0.0480240377736443,0.024821862927457434,0.023202174846186863,0.9470051030719483,-0.5205721518505215,-0.001312255859375,4.403397750854486,13.378871688842825,-0.5205721518505215,-0.5205721518505215,-0.5205721518505215,-0.5205721518505215,-0.5205721518505215,0.0,0.0,2.306125059617069,1.9314952772440728,0.3222320789812563,0.5735813421090284,0.10418657890971526,0.3746297823729961,0.06768350264701674,0.061496637573329516,0.006186865073687264,0.8182879795946589,0.0642266418657891,0.06184575761911575,0.0023808842466733204,0.900362254501545,0.06482186292745744,0.027322936042352267,0.03749892688510517,0.9227863979711489,0.3746297823729961,-0.005933209424185293,15.730145771086931,33.60620923879026,0.3746297823729945,0.3746297823729945,0.3746297823729945,0.3746297823729945,0.3746297823729945,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,0.30183891062384405,0.11823736906848188,0.4137366758335417,0.456811518443601,0.12945180572285733,0.18360154155536212,0.04239869087933817,0.024653969408395645,0.017744721470942526,0.9433017498803273,0.021875497170390237,0.003017114025318757,0.01885838314507149,0.9751192338016518,0.016721970953885317,0.0033750767062887795,0.013346894247596539,0.9814004929532958,0.18360154155536212,0.0,1.2307329177856445,6.7816558837890515,0.18360154155536224,0.18360154155536224,0.18360154155536224,0.18360154155536224,0.18360154155536224,1.0,1.0,0.7424400893416644,0.3608609292859315,0.4142764608286552,0.4562717334484875,0.12945180572285733,0.38157916005573295,0.057643355530807516,0.03859178617695857,0.01905156935384894,0.8908705614061508,0.03214845791949817,0.014784426918793609,0.01736403100070455,0.9580823683684129,0.019648173822132322,0.004698970431146162,0.014949203390986154,0.9772303761794705,0.38157916005573295,0.0,3.158853682716696,14.364304429657862,0.38157916005573256,0.38157916005573256,0.38157916005573256,0.38157916005573256,0.38157916005573256,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,0.3410465070395979,0.20618723326661015,0.4544426662955747,0.45818837554504127,0.08736895815938399,0.13485927377298773,0.03957927451526116,0.033085165599777346,0.006494108915483854,0.943150302737547,0.035387095277855087,0.016907876426384638,0.01847921885147044,0.9574745321013978,0.028863994804712866,0.014124686891177289,0.014739307913535588,0.9672049067467768,0.13485927377298773,0.0,2.1644861221313483,6.7563362693786475,0.13485927377298768,0.13485927377298768,0.13485927377298768,0.13485927377298768,0.13485927377298768,1.0,1.0,1.2305599775953553,0.6572160794435447,0.45684316726969104,0.45578787457092496,0.08736895815938399,0.5733438981518107,0.05289219779200297,0.040889692921421285,0.012002504870581743,0.8599352035254195,0.042837925596066424,0.029316263104184063,0.013521662491882358,0.9389593006923674,0.02754197977548938,0.017922580944428983,0.009619398831060388,0.9665871793248499,0.5733438981518107,0.0,5.305262031194517,26.367805336429416,0.573343898151812,0.573343898151812,0.573343898151812,0.573343898151812,0.573343898151812,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,2.03992258840482,2.615223253277428,0.39170746952807584,0.506236943541268,0.10205558693065615,-0.5753006648726078,0.10371694419923128,0.10230232315866236,0.0014146210405689419,0.800747880128509,0.13498116580126218,0.08578196193682457,0.0491992038644376,0.8207488095064731,0.14063964996353787,0.07218953728732708,0.06845011267621079,0.8286927890683959,-0.5753006648726078,-1.9073486328125e-06,12.775405883789062,19.679734420776366,-0.575300664872608,-0.575300664872608,-0.575300664872608,-0.575300664872608,-0.575300664872608,0.0,0.0,7.062136390946596,6.674484266098445,0.39291373553166176,0.5050306775376822,0.10205558693065615,0.3876521248481516,0.10362921576260685,0.05462740088057418,0.0490018148820327,0.7480268771331058,0.13775557760950977,0.06524802473941912,0.07250755287009064,0.761242254913141,0.1381339064924526,0.08236603593576085,0.055767870556691745,0.8093663453243942,0.3876521248481516,-7.028750289350683e-06,35.567026775851474,86.39677653675473,0.38765212484815414,0.38765212484815414,0.38765212484815414,0.38765212484815414,0.38765212484815414,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,0.30183891062384405,0.11823736906848188,0.4137366758335417,0.456811518443601,0.12945180572285733,0.18360154155536212,0.04239869087933817,0.024653969408395645,0.017744721470942526,0.9433017498803273,0.021875497170390237,0.003017114025318757,0.01885838314507149,0.9751192338016518,0.016721970953885317,0.0033750767062887795,0.013346894247596539,0.9814004929532958,0.18360154155536212,0.0,1.2307329177856445,6.7816558837890515,0.18360154155536224,0.18360154155536224,0.18360154155536224,0.18360154155536224,0.18360154155536224,1.0,1.0,0.7424400893416644,0.3608609292859315,0.4142764608286552,0.4562717334484875,0.12945180572285733,0.38157916005573295,0.057643355530807516,0.03859178617695857,0.01905156935384894,0.8908705614061508,0.03214845791949817,0.014784426918793609,0.01736403100070455,0.9580823683684129,0.019648173822132322,0.004698970431146162,0.014949203390986154,0.9772303761794705,0.38157916005573295,0.0,3.158853682716696,14.364304429657862,0.38157916005573256,0.38157916005573256,0.38157916005573256,0.38157916005573256,0.38157916005573256,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,1.2129507927036958,0.8229806026089967,0.3839397675144576,0.5065528753816118,0.10950735710393067,0.3899701900946991,0.07724826852767974,0.04550240474918122,0.03174586377849853,0.8738061281818574,0.06506314781403273,0.003417971333485008,0.06164517648054771,0.9172275921488382,0.05767165253093899,0.0014761826657001815,0.056195469865238795,0.9294954721862871,0.3899701900946991,-1.9073486328125e-06,8.811466217041016,19.37204933166504,0.389970190094699,0.389970190094699,0.389970190094699,0.389970190094699,0.389970190094699,1.0,1.0,6.949737643600407,1.6624958394381761,0.3852625118385617,0.5052301310575076,0.10950735710393067,5.287241804162229,0.07974560981158829,0.04310030105660816,0.036645308754980066,0.8464672805802298,0.0738832069671589,0.015343834159607621,0.05853937280755128,0.893850247054352,0.06838059057888582,0.005216903614266591,0.06316368696461921,0.9158100449482118,5.287241804162229,-6.028894432574816e-06,17.729401734384737,79.04508857785066,5.287241804162235,5.287241804162235,5.287241804162235,5.287241804162235,5.287241804162235,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,2.03992258840482,2.615223253277428,0.39170746952807584,0.506236943541268,0.10205558693065615,-0.5753006648726078,0.10371694419923128,0.10230232315866236,0.0014146210405689419,0.800747880128509,0.13498116580126218,0.08578196193682457,0.0491992038644376,0.8207488095064731,0.14063964996353787,0.07218953728732708,0.06845011267621079,0.8286927890683959,-0.5753006648726078,-1.9073486328125e-06,12.775405883789062,19.679734420776366,-0.575300664872608,-0.575300664872608,-0.575300664872608,-0.575300664872608,-0.575300664872608,0.0,0.0,7.062136390946596,6.674484266098445,0.39291373553166176,0.5050306775376822,0.10205558693065615,0.3876521248481516,0.10362921576260685,0.05462740088057418,0.0490018148820327,0.7480268771331058,0.13775557760950977,0.06524802473941912,0.07250755287009064,0.761242254913141,0.1381339064924526,0.08236603593576085,0.055767870556691745,0.8093663453243942,0.3876521248481516,-7.028750289350683e-06,35.567026775851474,86.39677653675473,0.38765212484815414,0.38765212484815414,0.38765212484815414,0.38765212484815414,0.38765212484815414,1.0,1.0
