backbone,specimen,session,anchor_id,disparity_HPlus,disparity_BPlus,disparity_HUR,disparity_BUR,disparity_Neutral,disparity_MAEDelta,disparity_thresholds_1.0_NewBad,disparity_thresholds_1.0_RecoveredBad,disparity_thresholds_1.0_BadDelta,disparity_thresholds_1.0_IdentityPreservation,disparity_thresholds_3.0_NewBad,disparity_thresholds_3.0_RecoveredBad,disparity_thresholds_3.0_BadDelta,disparity_thresholds_3.0_IdentityPreservation,disparity_thresholds_5.0_NewBad,disparity_thresholds_5.0_RecoveredBad,disparity_thresholds_5.0_BadDelta,disparity_thresholds_5.0_IdentityPreservation,disparity_PixelDeltaDistribution_Mean,disparity_PixelDeltaDistribution_Median,disparity_PixelDeltaDistribution_P95,disparity_PixelDeltaDistribution_P99,disparity_FrameDegradation_Mean,disparity_FrameDegradation_Median,disparity_FrameDegradation_P95,disparity_FrameDegradation_P99,disparity_FrameDegradation_Worst,disparity_FrameDegradation_PositiveFraction,disparity_FrameDegradation_CatastrophicFraction,depth_HPlus,depth_BPlus,depth_HUR,depth_BUR,depth_Neutral,depth_MAEDelta,depth_thresholds_2.0_NewBad,depth_thresholds_2.0_RecoveredBad,depth_thresholds_2.0_BadDelta,depth_thresholds_2.0_IdentityPreservation,depth_thresholds_5.0_NewBad,depth_thresholds_5.0_RecoveredBad,depth_thresholds_5.0_BadDelta,depth_thresholds_5.0_IdentityPreservation,depth_thresholds_10.0_NewBad,depth_thresholds_10.0_RecoveredBad,depth_thresholds_10.0_BadDelta,depth_thresholds_10.0_IdentityPreservation,depth_PixelDeltaDistribution_Mean,depth_PixelDeltaDistribution_Median,depth_PixelDeltaDistribution_P95,depth_PixelDeltaDistribution_P99,depth_FrameDegradation_Mean,depth_FrameDegradation_Median,depth_FrameDegradation_P95,depth_FrameDegradation_P99,depth_FrameDegradation_Worst,depth_FrameDegradation_PositiveFraction,depth_FrameDegradation_CatastrophicFraction
RAFT-Stereo,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,1.2129507927036958,0.8229806026089967,0.3839397675144576,0.5065528753816118,0.10950735710393067,0.3899701900946991,0.07724826852767974,0.04550240474918122,0.03174586377849853,0.8738061281818574,0.06506314781403273,0.003417971333485008,0.06164517648054771,0.9172275921488382,0.05767165253093899,0.0014761826657001815,0.056195469865238795,0.9294954721862871,0.3899701900946991,-1.9073486328125e-06,8.811466217041016,19.37204933166504,0.389970190094699,0.389970190094699,0.389970190094699,0.389970190094699,0.389970190094699,1.0,1.0,6.949737643600407,1.6624958394381761,0.3852625118385617,0.5052301310575076,0.10950735710393067,5.287241804162229,0.07974560981158829,0.04310030105660816,0.036645308754980066,0.8464672805802298,0.0738832069671589,0.015343834159607621,0.05853937280755128,0.893850247054352,0.06838059057888582,0.005216903614266591,0.06316368696461921,0.9158100449482118,5.287241804162229,-6.028894432574816e-06,17.729401734384737,79.04508857785066,5.287241804162235,5.287241804162235,5.287241804162235,5.287241804162235,5.287241804162235,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,0.3108533614700533,0.11552726798340501,0.4172371530154804,0.4862752026146678,0.09648764436985183,0.1953260934866483,0.09072941280392201,0.05312148046728353,0.037607932336638505,0.8449198365590586,0.03479782699909458,0.00718260715941965,0.027615219839674937,0.962629843950102,0.01805313252213855,0.0012477088532120222,0.01680542366892653,0.981366778162092,0.1953260934866483,0.0,1.898814964294433,5.307296447753911,0.1953260934866483,0.1953260934866483,0.1953260934866483,0.1953260934866483,0.1953260934866483,1.0,1.0,0.3040084116811166,0.12498248137468859,0.418197778415741,0.4853145772144072,0.09648764436985183,0.179025930306428,0.06680763200318,0.01643552768146987,0.05037210432171016,0.9184442332706552,0.014978027074177948,0.00740344058476691,0.007574586489411034,0.9842791166636727,0.001236667181944659,5.520835633681514e-06,0.001231146346310977,0.998755313533187,0.179025930306428,0.0,1.8674446950567536,4.777893708222034,0.17902593030642788,0.17902593030642788,0.17902593030642788,0.17902593030642788,0.17902593030642788,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,0.3445748647784139,0.14184251434965742,0.3637909997846838,0.5053972583076151,0.13081174190770115,0.20273235042875654,0.0534342926864279,0.022931170602167514,0.030503122084260426,0.8707465277777777,0.038189908849494004,0.014110385415919042,0.024079523433575,0.9323578765381877,0.025235053470178712,0.009366252781167013,0.015868800689011697,0.9592437607947235,0.20273235042875654,-3.814697265625e-06,2.4662511825561477,6.757959480285634,0.20273235042875637,0.20273235042875637,0.20273235042875637,0.20273235042875637,0.20273235042875637,1.0,1.0,0.6569329924086618,0.3089875969223091,0.3639704299145913,0.5052178281777076,0.13081174190770115,0.34794539548635267,0.055041986650398333,0.0208713127108304,0.034170673939567964,0.8761466408268734,0.042259384195794156,0.008727481518696619,0.03353190267709749,0.9259548032545681,0.025629799755975024,0.004040766525514964,0.021589033230460075,0.9599394211352928,0.34794539548635267,-6.204934429376863e-06,4.495068092264184,13.37308535681163,0.34794539548635584,0.34794539548635584,0.34794539548635584,0.34794539548635584,0.34794539548635584,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,0.428070840558183,0.06269706399328849,0.5013782038096022,0.40454190150985314,0.0940798946805447,0.3653737765648945,0.10249722302217468,0.02034804788743983,0.08214917513473485,0.8256567437824524,0.03841691693750771,0.0019418274571111204,0.0364750894803966,0.9547287994259895,0.02108857530752458,0.0009544575636647879,0.0201341177438598,0.9759503054301827,0.3653737765648945,3.814697265625e-06,1.9990257263183566,6.987031860351563,0.36537377656489456,0.36537377656489456,0.36537377656489456,0.36537377656489456,0.36537377656489456,1.0,1.0,0.5224608638432325,0.091412645437475,0.501822520261653,0.4041058131402477,0.09407166659809932,0.4310482184057575,0.08278273748302958,0.005562183733081006,0.07722055374994857,0.8930295362238714,0.02580326654873082,0.0023367754144896532,0.02346649113424118,0.9699691647673951,0.011149051713498169,0.0005512815238408689,0.01059777018965731,0.9876774492774711,0.4310482184057575,3.5629865919872827e-06,2.277964442866443,9.167099911543046,0.43104821840575713,0.43104821840575713,0.43104821840575713,0.43104821840575713,0.43104821840575713,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,1.396636398544678,0.8976978544665409,0.406721806485493,0.48108986982559254,0.11218832368891447,0.4989385440781371,0.04993890184910271,0.02370204300097959,0.026236858848123212,0.8732116301728117,0.08256834408862766,0.024590743377667364,0.05797760071096031,0.8743912368837473,0.06736954787368336,0.029609880732369902,0.03775966714131346,0.9055406878778868,0.4989385440781371,0.0,8.6383056640625,30.306301116943366,0.4989385440781371,0.4989385440781371,0.4989385440781371,0.4989385440781371,0.4989385440781371,1.0,1.0,21.705069403485655,0.7281450622707122,0.40890316195554477,0.47890851435554077,0.11218832368891447,20.97692434121494,0.08469920521909494,0.021662071681764473,0.06303713353733043,0.8422784714908982,0.07155047919128266,0.029428101109865584,0.042122378081417056,0.8958991463289205,0.05928035467224124,0.03882004827258864,0.020460306399652628,0.9218791589033803,20.97692434121494,0.0,10.538469059119436,59.38985327927691,20.976924341214936,20.976924341214936,20.976924341214936,20.976924341214936,20.976924341214936,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,1.3158726370783682,0.9969356268035787,0.47417183366190996,0.4501976567208392,0.07563050961725079,0.3189370102747896,0.039909292419583846,0.03236054220251897,0.0075487502170648035,0.894079054383777,0.0705435304452639,0.03007242305688632,0.04047110738837756,0.8946710185156941,0.05140096223581928,0.027539148288507308,0.02386181394731196,0.9312436804853387,0.3189370102747896,0.0,9.42913436889648,25.30859094142913,0.31893701027478993,0.31893701027478993,0.31893701027478993,0.31893701027478993,0.31893701027478993,1.0,1.0,581.8525643458523,0.6127102906750341,0.476848115876891,0.4475213745058582,0.07563050961725079,581.2398540551773,0.08425181568383097,0.03304493498268588,0.0512068807011451,0.8355104401411961,0.05476163723096724,0.026497236891835297,0.028264400339131912,0.9241027819069866,0.04670214613318079,0.027733229823181507,0.018968916309999306,0.9411037254598856,581.2398540551773,0.0,12.496699174694394,58.20973392173431,581.2398540551773,581.2398540551773,581.2398540551773,581.2398540551773,581.2398540551773,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,0.31921251731103906,0.33616151189847615,0.45217343183641845,0.4206210859319517,0.1272054822316298,-0.016948994587437115,0.05816109128137019,0.024718002637816698,0.0334430886435535,0.8746097711320117,0.03163535412228033,0.0072493843557178824,0.024385969766562432,0.956615777690644,0.02022633574057165,0.0076644254447857,0.01256191029578596,0.9747353141092845,-0.016948994587437115,0.0,1.3945407867431636,7.050191497802732,-0.01694899458743704,-0.01694899458743704,-0.01694899458743704,-0.01694899458743704,-0.01694899458743704,0.0,0.0,0.6564370196802399,0.35841910746579253,0.4526530348726746,0.4201414828956956,0.1272054822316298,0.29801791221444757,0.05437038266788412,0.01761618844710071,0.03675419422078341,0.9065620542082738,0.01902732814993129,0.00731394630290621,0.011713381847025084,0.9752337963240856,0.005377087887256394,0.012580356566411186,-0.007203268679154773,0.9935458873021145,0.29801791221444757,0.0,1.379113857584427,5.982002823595049,0.29801791221444773,0.29801791221444773,0.29801791221444773,0.29801791221444773,0.29801791221444773,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,0.8953913042877978,0.3443416856383739,0.4821299337527139,0.37389819814804504,0.14397186809924103,0.5510496186494239,0.08952661953274323,0.026211286162296572,0.06331533337044665,0.8500753585357137,0.05561431832099315,0.006466996975263969,0.04914732134572919,0.9339809674861221,0.04622464695949081,0.0062072036964872235,0.04001744326300358,0.9476383663002123,0.5510496186494239,0.0,4.493531608581535,22.312039184570267,0.551049618649424,0.551049618649424,0.551049618649424,0.551049618649424,0.551049618649424,1.0,1.0,1.2909061756768883,0.2841429677223589,0.48377219840783836,0.37225593349292063,0.14397186809924103,1.0067632079545297,0.07076583347250831,0.008888641466718625,0.06187719200578967,0.8951182618261826,0.044610217298521035,0.004973185622297686,0.039637031676223344,0.9476668879866773,0.03701126389430125,0.008044313310694206,0.028966950583607043,0.9586829076295238,1.0067632079545297,0.0,6.252641934324262,32.75564052503751,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,1.3158726370783682,0.9969356268035787,0.47417183366190996,0.4501976567208392,0.07563050961725079,0.3189370102747896,0.039909292419583846,0.03236054220251897,0.0075487502170648035,0.894079054383777,0.0705435304452639,0.03007242305688632,0.04047110738837756,0.8946710185156941,0.05140096223581928,0.027539148288507308,0.02386181394731196,0.9312436804853387,0.3189370102747896,0.0,9.42913436889648,25.30859094142913,0.31893701027478993,0.31893701027478993,0.31893701027478993,0.31893701027478993,0.31893701027478993,1.0,1.0,581.8525643458523,0.6127102906750341,0.476848115876891,0.4475213745058582,0.07563050961725079,581.2398540551773,0.08425181568383097,0.03304493498268588,0.0512068807011451,0.8355104401411961,0.05476163723096724,0.026497236891835297,0.028264400339131912,0.9241027819069866,0.04670214613318079,0.027733229823181507,0.018968916309999306,0.9411037254598856,581.2398540551773,0.0,12.496699174694394,58.20973392173431,581.2398540551773,581.2398540551773,581.2398540551773,581.2398540551773,581.2398540551773,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__end,0.3186437678616487,0.06833771088024447,0.44092519823170306,0.4505999578976914,0.10847484387060558,0.2503060569814043,0.07177566486562346,0.02438425373657989,0.047391411129043604,0.8674302562939442,0.055382078450635044,0.000771875657848572,0.05461020279278647,0.9336743804951837,0.014542839099010595,0.0007367904006736369,0.013806048698336945,0.9834484686339496,0.2503060569814043,0.0,1.9180246353149406,5.0687145614623725,0.2503060569814046,0.2503060569814046,0.2503060569814046,0.2503060569814046,0.2503060569814046,1.0,1.0,0.3016866608262088,0.10479605852485942,0.44097782611746544,0.450547330011929,0.10847484387060558,0.19689060230134942,0.08492386499193039,0.017981194302154235,0.06694267068977616,0.8753893279106283,0.01215704161111501,0.0017279489158655533,0.01042909269524947,0.9853605982508766,0.004657567889972633,0.0005350501719177601,0.004122517718054872,0.9947647592380802,0.19689060230134942,0.0,1.7802228363783976,4.7921022431662115,0.19689060230134903,0.19689060230134903,0.19689060230134903,0.19689060230134903,0.19689060230134903,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_3__start,0.8953913042877978,0.3443416856383739,0.4821299337527139,0.37389819814804504,0.14397186809924103,0.5510496186494239,0.08952661953274323,0.026211286162296572,0.06331533337044665,0.8500753585357137,0.05561431832099315,0.006466996975263969,0.04914732134572919,0.9339809674861221,0.04622464695949081,0.0062072036964872235,0.04001744326300358,0.9476383663002123,0.5510496186494239,0.0,4.493531608581535,22.312039184570267,0.551049618649424,0.551049618649424,0.551049618649424,0.551049618649424,0.551049618649424,1.0,1.0,1.2909061756768883,0.2841429677223589,0.48377219840783836,0.37225593349292063,0.14397186809924103,1.0067632079545297,0.07076583347250831,0.008888641466718625,0.06187719200578967,0.8951182618261826,0.044610217298521035,0.004973185622297686,0.039637031676223344,0.9476668879866773,0.03701126389430125,0.008044313310694206,0.028966950583607043,0.9586829076295238,1.0067632079545297,0.0,6.252641934324262,32.75564052503751,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0067632079545312,1.0,1.0
RAFT-Stereo,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_4__end,0.2000048472002194,0.0800652102206345,0.4679779543578498,0.41982606955550184,0.11219597608664837,0.11993963697958493,0.04161490165342316,0.005953323939199387,0.03566157771422379,0.9238654564869194,0.011464734476749519,0.0008588128371674184,0.0106059216395821,0.9852201393069051,0.009546997073365962,0.0019260753920939191,0.0076209216812720415,0.9884414653597279,0.11993963697958493,0.0,0.7414527893066404,4.745173797607418,0.1199396369795851,0.1199396369795851,0.1199396369795851,0.1199396369795851,0.1199396369795851,1.0,1.0,0.30726989490558054,0.07891419216278933,0.46801964430140164,0.41978437961195003,0.11219597608664837,0.2283557027427912,0.025564273385973835,0.0030183519131515095,0.022545921472822306,0.959824938413963,0.009146773615268526,0.0003918854693870745,0.008754888145881434,0.9885754157944616,0.006370223374717551,0.00235965080503281,0.004010572569684762,0.9923006379183504,0.2283557027427912,0.0,0.7300761876451913,7.985642485453108,0.2283557027427907,0.2283557027427907,0.2283557027427907,0.2283557027427907,0.2283557027427907,1.0,1.0
