backbone,specimen,session,disparity_HPlus,disparity_BPlus,disparity_HUR,disparity_BUR,disparity_Neutral,disparity_MAEDelta,disparity_thresholds_1.0_NewBad,disparity_thresholds_1.0_RecoveredBad,disparity_thresholds_1.0_BadDelta,disparity_thresholds_1.0_IdentityPreservation,disparity_thresholds_3.0_NewBad,disparity_thresholds_3.0_RecoveredBad,disparity_thresholds_3.0_BadDelta,disparity_thresholds_3.0_IdentityPreservation,disparity_thresholds_5.0_NewBad,disparity_thresholds_5.0_RecoveredBad,disparity_thresholds_5.0_BadDelta,disparity_thresholds_5.0_IdentityPreservation,disparity_PixelDeltaDistribution_Mean,disparity_PixelDeltaDistribution_Median,disparity_PixelDeltaDistribution_P95,disparity_PixelDeltaDistribution_P99,disparity_FrameDegradation_Mean,disparity_FrameDegradation_Median,disparity_FrameDegradation_P95,disparity_FrameDegradation_P99,disparity_FrameDegradation_Worst,disparity_FrameDegradation_PositiveFraction,disparity_FrameDegradation_CatastrophicFraction,depth_HPlus,depth_BPlus,depth_HUR,depth_BUR,depth_Neutral,depth_MAEDelta,depth_thresholds_2.0_NewBad,depth_thresholds_2.0_RecoveredBad,depth_thresholds_2.0_BadDelta,depth_thresholds_2.0_IdentityPreservation,depth_thresholds_5.0_NewBad,depth_thresholds_5.0_RecoveredBad,depth_thresholds_5.0_BadDelta,depth_thresholds_5.0_IdentityPreservation,depth_thresholds_10.0_NewBad,depth_thresholds_10.0_RecoveredBad,depth_thresholds_10.0_BadDelta,depth_thresholds_10.0_IdentityPreservation,depth_PixelDeltaDistribution_Mean,depth_PixelDeltaDistribution_Median,depth_PixelDeltaDistribution_P95,depth_PixelDeltaDistribution_P99,depth_FrameDegradation_Mean,depth_FrameDegradation_Median,depth_FrameDegradation_P95,depth_FrameDegradation_P99,depth_FrameDegradation_Worst,depth_FrameDegradation_PositiveFraction,depth_FrameDegradation_CatastrophicFraction
CREStereo,specimen_2,2025_04_10-16_07_15,0.1409585978269062,0.26887463177359466,0.32017978608077813,0.5840808491233244,0.09573936479589747,-0.1279160339466885,0.040099614158973056,0.054058703541381654,-0.013959089382408585,0.9395253449958613,0.013429343032606707,0.015720359462935506,-0.0022910164303287794,0.9843219514994246,0.006007432832804953,0.01575039662709953,-0.009742963794294582,0.9932172454617206,-0.1279160339466885,-0.0002269744873046875,0.6431213378906249,3.138711242675783,-0.1279160339466885,-0.1279160339466885,-0.1279160339466885,-0.1279160339466885,-0.1279160339466885,0.0,0.0,0.4387472611045788,0.859994155709371,0.3207149937331553,0.5835483721222349,0.09573663414460983,-0.42124689460479203,0.03770756363100163,0.0434337393811798,-0.005726175750178197,0.9219817285038729,0.03145710283359684,0.032336372548216474,-0.0008792697146196016,0.9548684839414857,0.017121183573494115,0.020810293463093883,-0.0036891098895997787,0.9787497246276118,-0.42124689460479203,-0.0005916570016779588,1.5531063157185607,13.189141859877356,-0.42124689460479026,-0.42124689460479026,-0.42124689460479026,-0.42124689460479026,-0.42124689460479026,0.0,0.0
CREStereo,specimen_2,2025_04_10-16_08_53,0.1656166705076058,0.7291734564249259,0.3104287699089884,0.5948802317132771,0.09469099837773451,-0.5635567859173202,0.030332462219920725,0.08760357505440071,-0.05727111283448,0.9516887099033754,0.01570667656089628,0.05005175268472859,-0.03434507612383232,0.9814071250812068,0.007557564409019028,0.0436983440999152,-0.03614077969089617,0.9913965134760455,-0.5635567859173202,-0.00063323974609375,0.5605957031249984,3.3611526489257812,-0.5635567859173203,-0.5635567859173203,-0.5635567859173203,-0.5635567859173203,-0.5635567859173203,0.0,0.0,2.1510006037050378,2.1500525325030235,0.3115833719955724,0.5937256296266931,0.09469099837773451,0.0009480712020137186,0.034242252118267424,0.07296911749129248,-0.038726865373025054,0.9251621480024422,0.028065378723731098,0.05762046668471248,-0.029555087960981385,0.9572107720552127,0.013265535561310672,0.051403330878358584,-0.03813779531704789,0.983153125159788,0.0009480712020137186,-0.0019175122904755426,1.6097163963057965,9.278109388909309,0.0009480712020089044,0.0009480712020089044,0.0009480712020089044,0.0009480712020089044,0.0009480712020089044,1.0,1.0
CREStereo,specimen_2,2025_04_10-16_13_29,0.21745274646354615,0.1900783343977895,0.3880366470907627,0.5261934332307731,0.08576991967846422,0.027374412065756637,0.0752663342299555,0.05809737191929152,0.017168962310664004,0.891710851811778,0.020692000923666458,0.004181463012775306,0.016510537910891146,0.9768805676132699,0.006606087461227852,0.0014947170023278892,0.005111370458899964,0.9927860696517413,0.027374412065756637,-7.62939453125e-06,1.1135099411010743,3.643995399475099,0.027374412065756637,0.027374412065756637,0.027374412065756637,0.027374412065756637,0.027374412065756637,1.0,1.0,0.29191748875996376,0.17987018466312713,0.3887200354488208,0.525510044872715,0.08576991967846422,0.11204730409683669,0.0500620978462345,0.01515000218434635,0.03491209566188816,0.9377343258788918,0.01654798384831899,0.0017599590591084121,0.014788024789210583,0.9815250942383935,0.0035511230660733566,0.0016164162989683645,0.001934706767104999,0.9961360202366603,0.11204730409683669,-1.0797401124307271e-05,1.4400776161442914,5.402017757736688,0.11204730409683616,0.11204730409683616,0.11204730409683616,0.11204730409683616,0.11204730409683616,1.0,1.0
CREStereo,specimen_2,2025_04_10-16_18_24,0.2281892547847142,0.26101651987578667,0.4189638912566423,0.4759516857396761,0.1050844230036816,-0.03282726509107245,0.0507807540941983,0.01954152233446381,0.031239231759734476,0.9116161616161617,0.015973267560166125,0.014064455285732422,0.0019088122744337077,0.9810441585554175,0.008306280491122435,0.010877056167141226,-0.00257077567601878,0.990589347264387,-0.03282726509107245,0.0,0.6959095001220703,4.456342124938966,-0.032827265091072366,-0.032827265091072366,-0.032827265091072366,-0.032827265091072366,-0.032827265091072366,0.0,0.0,0.26444064572121984,0.23614930879220714,0.4191905910517057,0.4757249859446127,0.1050844230036816,0.028291336929012652,0.02883167993616134,0.017542030142004752,0.011289649794156587,0.9608134339855184,0.011117357949908414,0.012554634650610276,-0.0014372767007018727,0.9871841108062198,0.005558678974954207,0.010278568708173888,-0.004719889733219684,0.9939133370402733,0.028291336929012652,0.0,0.6754562353532823,4.652654604968607,0.028291336929012978,0.028291336929012978,0.028291336929012978,0.028291336929012978,0.028291336929012978,1.0,1.0
CREStereo,specimen_2,2025_04_10-16_19_14,0.2146490794031402,0.22256907383156604,0.4376726313067822,0.4722987491195692,0.09002861957364859,-0.007919994428425834,0.06510730111179465,0.019783168837653017,0.045324132274141615,0.8877662525685813,0.02195058888561978,0.008312158415135386,0.013638430470484408,0.9739672274674299,0.009102985886359787,0.00561781724485338,0.0034851686415064004,0.9897184196375164,-0.007919994428425834,0.0,1.1487312316894531,3.407661628723127,-0.007919994428426058,-0.007919994428426058,-0.007919994428426058,-0.007919994428426058,-0.007919994428426058,0.0,0.0,0.22989516595892304,0.20716478253652962,0.4378973083335562,0.47207407209279517,0.09002861957364859,0.02273038342239347,0.04050694983104644,0.017471313558188675,0.023035636272857762,0.9422755623091807,0.008941610720303849,0.006980144613546598,0.001961466106757237,0.989527576650537,0.0037918706145629944,0.005461791531815871,-0.00166992091725289,0.9957614745643627,0.02273038342239347,0.0,1.051982516723612,3.324239866249137,0.02273038342239353,0.02273038342239353,0.02273038342239353,0.02273038342239353,0.02273038342239353,1.0,1.0
CREStereo,specimen_2,2025_04_10-16_28_15,0.07961544805231759,0.27309695132890344,0.3560285707108346,0.5292196645537292,0.11475176473543622,-0.19348150327658586,0.013908543580382338,0.05143062894082379,-0.03752208536044144,0.9763777287918651,0.0006782613064485065,0.018957822195054555,-0.018279560888606036,0.9992170811625861,0.0015993569077983303,0.011421585456737814,-0.00982222854893948,0.9982321362458348,-0.19348150327658586,-3.814697265625e-06,0.1455230712890625,0.7060719299316405,-0.19348150327658575,-0.19348150327658575,-0.19348150327658575,-0.19348150327658575,-0.19348150327658575,0.0,0.0,0.20484937880082546,0.41079912276165903,0.35618766904197685,0.5290605662225869,0.11475176473543622,-0.20594974396083365,0.015399043735293872,0.05027507264094856,-0.034876028905654666,0.9716002100256355,0.004027699856811502,0.03315106805221775,-0.029123368195406257,0.9950306323804408,0.0030647362735821406,0.011111762390829238,-0.008047026117247086,0.996629213483146,-0.20594974396083365,-1.0102373863674075e-05,0.3170815095129767,1.5168230380314673,-0.20594974396083332,-0.20594974396083332,-0.20594974396083332,-0.20594974396083332,-0.20594974396083332,0.0,0.0
CREStereo,specimen_2,2025_04_10-16_32_24,0.07280001012929614,0.24574859809346258,0.35170385631448653,0.584320534334657,0.0639756093508565,-0.17294858796416646,0.013374981308255936,0.0776081213551099,-0.06423314004685399,0.9796254112882814,0.0034558957914499807,0.03017262864073637,-0.026716732849286398,0.9959914432731407,0.000963663249538937,0.005325070197883264,-0.004361406948344332,0.9989469384049748,-0.17294858796416646,-0.0032138824462890625,0.3272811889648435,1.1498722839355477,-0.17294858796416634,-0.17294858796416634,-0.17294858796416634,-0.17294858796416634,-0.17294858796416634,0.0,0.0,0.16780630540617422,0.5115033922225356,0.35272567165667007,0.5832987189924734,0.0639756093508565,-0.3436970868163612,0.027572399355342517,0.07249904464419227,-0.044926645288849765,0.956546785195271,0.006396730190905013,0.040332629969927064,-0.03393589977902203,0.992192253092679,0.001420572548889295,0.011447654809178061,-0.010027082260288755,0.9984391544050532,-0.3436970868163612,-0.00679606861687887,0.8191920864114591,2.5732015019991046,-0.3436970868163618,-0.3436970868163618,-0.3436970868163618,-0.3436970868163618,-0.3436970868163618,0.0,0.0
CREStereo,specimen_2,2025_04_10-16_33_49,0.21662744349653953,0.2908807887899785,0.361932941986977,0.552328553150825,0.08573850486219804,-0.07425334529343891,0.04241843158793705,0.07396954101993454,-0.031551109431997515,0.9237063599922342,0.014051641210104736,0.027233388680587084,-0.013181747470482341,0.983711173266598,0.01021013965921754,0.010829224619897708,-0.0006190849606801663,0.9888125121754376,-0.07425334529343891,-0.00016021728515625,0.6780014038085938,4.36840652465823,-0.07425334529343885,-0.07425334529343885,-0.07425334529343885,-0.07425334529343885,-0.07425334529343885,0.0,0.0,0.2997069421429471,0.48097998622340943,0.3626599699664424,0.5516015251713595,0.08573850486219804,-0.18127304408046252,0.053358774021290176,0.0805540651658354,-0.02719529114454522,0.9015966322593488,0.02280772491039142,0.03425285969629914,-0.011445134785907723,0.9726584205518554,0.006540077020518698,0.00722265787460196,-0.0006825808540832645,0.9929517468376952,-0.18127304408046252,-0.00031843203933590303,1.4075606603221331,6.17835106361018,-0.18127304408046108,-0.18127304408046108,-0.18127304408046108,-0.18127304408046108,-0.18127304408046108,0.0,0.0
CREStereo,specimen_3,2025_05_08-14_24_24,0.10899228234471803,0.1071195824403457,0.4712711370262391,0.41690379008746353,0.11182507288629738,0.0018726999043723238,0.062209912536443146,0.04419241982507289,0.018017492711370264,0.9185740343593305,0.0036676384839650147,0.008892128279883381,-0.005224489795918372,0.9959427992749931,1.749271137026239e-05,0.0006355685131195335,-0.0006180758017492738,0.9999814236885124,0.0018726999043723238,0.0,0.7342145919799801,1.681153964996343,0.0018726999043723325,0.0018726999043723325,0.0018726999043723325,0.0018726999043723325,0.0018726999043723325,1.0,1.0,0.48444086675602904,0.4648167189762228,0.47179008746355683,0.4163848396501458,0.11182507288629738,0.01962414777980614,0.06732361516034985,0.039457725947521866,0.02786588921282801,0.8957095113359227,0.0506064139941691,0.03528862973760933,0.015317784256559747,0.9362297756028743,0.00903206997084548,0.027930029154518952,-0.01889795918367347,0.9900900785628375,0.01962414777980614,0.0,3.210200365075859,8.183454122170403,0.019624147779806034,0.019624147779806034,0.019624147779806034,0.019624147779806034,0.019624147779806034,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_25_47,0.2260984072950529,1.4220818486646922,0.3464487950368574,0.5462641100892113,0.1072870948739313,-1.1959834413696393,0.028737614698374454,0.01890897897881961,0.009828635719554835,0.9562611568378795,0.012657287360225868,0.008613323851424144,0.0040439635088017345,0.9851321276953863,0.009159948840146686,0.011012105355332778,-0.001852156515186082,0.9894045426642112,-1.1959834413696393,-0.0002384185791015625,0.3416549682617188,2.3229794311523464,-1.1959834413696395,-1.1959834413696395,-1.1959834413696395,-1.1959834413696395,-1.1959834413696395,0.0,0.0,267122.9473480971,1.2364248262322315,0.35356553396770135,0.5391473711583673,0.1072870948739313,267121.71092327085,0.0540097331090225,0.1343476853350599,-0.08033795222603735,0.8267449778685734,0.025877120825350663,0.016473048203832743,0.009404072621517906,0.9662024939176965,0.011675485196015476,0.009345695195537842,0.002329790000477644,0.9864140503421189,267121.71092327085,-0.0002850020466667047,1.216815585628385,71.46010067901264,267121.71092327085,267121.71092327085,267121.71092327085,267121.71092327085,267121.71092327085,1.0,1.0
