backbone,specimen,session,disparity_HPlus,disparity_BPlus,disparity_HUR,disparity_BUR,disparity_Neutral,disparity_MAEDelta,disparity_thresholds_1.0_NewBad,disparity_thresholds_1.0_RecoveredBad,disparity_thresholds_1.0_BadDelta,disparity_thresholds_1.0_IdentityPreservation,disparity_thresholds_3.0_NewBad,disparity_thresholds_3.0_RecoveredBad,disparity_thresholds_3.0_BadDelta,disparity_thresholds_3.0_IdentityPreservation,disparity_thresholds_5.0_NewBad,disparity_thresholds_5.0_RecoveredBad,disparity_thresholds_5.0_BadDelta,disparity_thresholds_5.0_IdentityPreservation,disparity_PixelDeltaDistribution_Mean,disparity_PixelDeltaDistribution_Median,disparity_PixelDeltaDistribution_P95,disparity_PixelDeltaDistribution_P99,disparity_FrameDegradation_Mean,disparity_FrameDegradation_Median,disparity_FrameDegradation_P95,disparity_FrameDegradation_P99,disparity_FrameDegradation_Worst,disparity_FrameDegradation_PositiveFraction,disparity_FrameDegradation_CatastrophicFraction,depth_HPlus,depth_BPlus,depth_HUR,depth_BUR,depth_Neutral,depth_MAEDelta,depth_thresholds_2.0_NewBad,depth_thresholds_2.0_RecoveredBad,depth_thresholds_2.0_BadDelta,depth_thresholds_2.0_IdentityPreservation,depth_thresholds_5.0_NewBad,depth_thresholds_5.0_RecoveredBad,depth_thresholds_5.0_BadDelta,depth_thresholds_5.0_IdentityPreservation,depth_thresholds_10.0_NewBad,depth_thresholds_10.0_RecoveredBad,depth_thresholds_10.0_BadDelta,depth_thresholds_10.0_IdentityPreservation,depth_PixelDeltaDistribution_Mean,depth_PixelDeltaDistribution_Median,depth_PixelDeltaDistribution_P95,depth_PixelDeltaDistribution_P99,depth_FrameDegradation_Mean,depth_FrameDegradation_Median,depth_FrameDegradation_P95,depth_FrameDegradation_P99,depth_FrameDegradation_Worst,depth_FrameDegradation_PositiveFraction,depth_FrameDegradation_CatastrophicFraction
CREStereo,specimen_3,2025_05_08-14_27_51,0.15542028209947914,1.4555241915048247,0.3668578412545155,0.4806151377101025,0.15252702103538204,-1.3001039094053455,0.032980743704512254,0.03839583842002288,-0.005415094715510604,0.9461241084510965,0.010756060824374969,0.010235770666476404,0.0005202901578985619,0.987510537446062,0.006662771826125793,0.008103183314021286,-0.0014404114878954904,0.9925457190885262,-1.3001039094053455,0.0,0.42478466033935547,2.3480175018310074,-1.3001039094053466,-1.3001039094053466,-1.3001039094053466,-1.3001039094053466,-1.3001039094053466,0.0,0.0,3091.6436937669237,1.0234769013632412,0.3729516760246311,0.47452130293998684,0.15252702103538204,3090.620216865559,0.029731594214447574,0.05590825843641457,-0.02617666422196696,0.9329380377272523,0.01138198424674448,0.024661660823633684,-0.013279676576889221,0.9843331596612183,0.0062504314516558706,0.010610120130040108,-0.004359688678384238,0.9927429935272731,3090.620216865559,0.0,1.0142398405949251,9.332785524547866,3090.620216865558,3090.620216865558,3090.620216865558,3090.620216865558,3090.620216865558,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_33_16,0.18735457190795682,0.09662670365146454,0.3881420405887156,0.44400878293601004,0.16784917647527434,0.09072786825649228,0.0503574913863496,0.032403258250184225,0.0179542331361654,0.9157942061684865,0.034586544781024076,0.010191989803031208,0.024394554977992894,0.9573545256139898,0.008812809942044572,0.0025915636016012426,0.006221246340443326,0.9898552801260926,0.09072786825649228,0.0,1.384127807617186,3.3171670150756847,0.09072786825649226,0.09072786825649226,0.09072786825649226,0.09072786825649226,0.09072786825649226,1.0,1.0,0.6675411700137972,0.28355632223404204,0.3887793511381968,0.44337396188086275,0.16784668698094043,0.383984847779755,0.040745553763119634,0.035408077911214676,0.005337475851904916,0.9171068691851484,0.05410169086455159,0.014314592419987652,0.039787098444563906,0.9229711336698236,0.03997878950827508,0.007719921929457688,0.03225886757881738,0.9508119896349569,0.383984847779755,0.0,5.179512933995724,11.13444658332599,0.38398484777975916,0.38398484777975916,0.38398484777975916,0.38398484777975916,0.38398484777975916,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_34_16,0.33823225464496337,0.7902336533245117,0.3885312823728678,0.4372472290618311,0.1742214885653011,-0.4520013986795483,0.05847481333247262,0.02636144079562839,0.03211337253684421,0.8915054164115941,0.02349802701619886,0.01539654873848922,0.008101478277709628,0.9682509905774007,0.015815122554519622,0.011649365274050576,0.004165757280469057,0.9809566053170239,-0.4520013986795483,0.0,1.4458389282226562,5.685153961181641,-0.452001398679549,-0.452001398679549,-0.452001398679549,-0.452001398679549,-0.452001398679549,0.0,0.0,6418.095027724636,0.8525636406801812,0.39075889430934296,0.4350196171253559,0.1742214885653011,6417.242464083955,0.053967844104052226,0.026967527483956377,0.027000316620095832,0.8793949712220908,0.04656518429031501,0.01705547409504546,0.029509710195269545,0.9272383325074272,0.022276631695003653,0.015495428477159805,0.0067812032178438675,0.9700859493192784,6417.242464083955,0.0,4.55112327979845,16.860581621047526,6417.2424640839545,6417.2424640839545,6417.2424640839545,6417.2424640839545,6417.2424640839545,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_36_52,0.1156954874114332,0.253330454980749,0.4380294683228522,0.44783924951925574,0.114131282157892,-0.1376349675693158,0.049633594927498574,0.010167091107530793,0.039466503819967774,0.9349825967814683,0.001806039187152435,0.00026635829738579076,0.001539680889766637,0.9979027889888878,0.0011498882594459746,0.00025986175354711296,0.0008900265058988666,0.9986743062577238,-0.1376349675693158,0.0,0.6374632835388176,1.457909526824952,-0.1376349675693156,-0.1376349675693156,-0.1376349675693156,-0.1376349675693156,-0.1376349675693156,0.0,0.0,0.3374706679774059,0.22615105301371485,0.4380294683228522,0.44783924951925574,0.114131282157892,0.11131961496369086,0.05071202120471909,0.01336988721999896,0.03734213398472014,0.9279955723641731,0.029182474923340782,0.002429707395665506,0.026752767527675275,0.9636216391318432,0.0006496543838677823,0.0002858479289018242,0.0003638064549659481,0.9992337751896406,0.11131961496369086,0.0,2.1612858978718426,5.670879807733095,0.11131961496369058,0.11131961496369058,0.11131961496369058,0.11131961496369058,0.11131961496369058,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_38_08,0.07149571627304405,0.1319797108801901,0.33108323628244407,0.5537019041755372,0.11521485954201871,-0.06048399460714604,0.025632561624223903,0.026118434229168676,-0.00048587260494475926,0.9636670469421122,0.0017654607630054374,0.002926362483216996,-0.001160901720211549,0.9979845368245446,0.001253625499781172,0.0012499165485983874,3.7089511827903543e-06,0.9986057773616193,-0.06048399460714604,-2.288818359375e-05,0.33342285156249973,1.6142278671264652,-0.06048399460714604,-0.06048399460714604,-0.06048399460714604,-0.06048399460714604,-0.06048399460714604,0.0,0.0,0.14721846469856603,0.32543989444406723,0.3312093406226587,0.5535795087865053,0.11521115059083592,-0.17822142974550106,0.03286501643065374,0.04036451572224407,-0.007499499291590328,0.947950870226676,0.004706659050953571,0.01796986848059106,-0.01326320942963749,0.9941629945815663,0.001094140598921437,0.005975120355465881,-0.004880979756544446,0.9987540125021118,-0.17822142974550106,-5.580501765223289e-05,0.8601848912854819,2.807704011924907,-0.17822142974550115,-0.17822142974550115,-0.17822142974550115,-0.17822142974550115,-0.17822142974550115,0.0,0.0
CREStereo,specimen_3,2025_05_08-14_39_50,0.14005139414707113,0.08088421507036088,0.41780027610509946,0.47259556507660205,0.10960415881829852,0.05916717907671025,0.05961236639075839,0.022130331526880095,0.0374820348638783,0.929040443088688,0.008308543315316039,0.0028395838819810127,0.0054689594333350265,0.9915756185672864,0.0013167544306129462,0.0004499403031959933,0.0008668141274169525,0.9986741918664347,0.05916717907671025,0.0,0.8579444885253906,2.241077423095703,0.05916717907671021,0.05916717907671021,0.05916717907671021,0.05916717907671021,0.05916717907671021,1.0,1.0,0.4253232516463553,0.205285818968422,0.41787585662847093,0.4725199845532305,0.10960415881829852,0.2200374326779333,0.07093586402119088,0.047711976796779326,0.023223887224411544,0.8958595741766696,0.030238114076990574,0.006939827274885182,0.023298286802105397,0.9675011074119814,0.004746811151433846,0.0006058251326497233,0.004140986018784123,0.9951957267725731,0.2200374326779333,0.0,2.329789609546135,6.6140772212557515,0.2200374326779322,0.2200374326779322,0.2200374326779322,0.2200374326779322,0.2200374326779322,1.0,1.0
CREStereo,specimen_3,2025_05_08-14_49_00,0.26517930372913945,1.915385160241441,0.3410209463658811,0.502981539650278,0.1559975139838409,-1.6502058565123014,0.04389582248500831,0.08014042631817647,-0.03624460383316813,0.9311210537760528,0.008650664337426301,0.09457779718811415,-0.08592713285068784,0.9888350514346417,0.006492197604689836,0.09774830766129709,-0.09125611005660725,0.9918610589046649,-1.6502058565123014,-3.814697265625e-06,0.644617843627928,4.305441474914552,-1.6502058565123012,-1.6502058565123012,-1.6502058565123012,-1.6502058565123012,-1.6502058565123012,0.0,0.0,0.7198852394344465,3.8515991979748803,0.3425495103556011,0.5014571750121781,0.1559933146322208,-3.1317139585404328,0.05694740732030974,0.07272857070868258,-0.01578116338837282,0.890685583007537,0.024809769371609024,0.08512085733962677,-0.060311087968017735,0.9659783247146625,0.011048494112509029,0.09395209379671779,-0.08290359968420874,0.9858045440566308,-3.1317139585404328,-4.08217525560417e-06,2.247528152181362,15.61526590340827,-3.131713958540436,-3.131713958540436,-3.131713958540436,-3.131713958540436,-3.131713958540436,0.0,0.0
CREStereo,specimen_3,2025_05_08-14_50_11,0.10096404420710726,0.16347101080316015,0.3856601331845355,0.500544893457611,0.11379497335785353,-0.06250696659605287,0.020593305145575624,0.010908347872557803,0.009684957273017825,0.9733831742790924,0.008511340595086528,0.01077081466811273,-0.0022594740730262075,0.99080681580243,0.006043601955329215,0.020560559144517272,-0.014516957189188055,0.9936952140197451,-0.06250696659605287,-1.9073486328125e-06,0.37320499420166,1.9086761474609375,-0.06250696659605282,-0.06250696659605282,-0.06250696659605282,-0.06250696659605282,-0.06250696659605282,0.0,0.0,0.35552168169749865,0.43455435535609205,0.3860177195160927,0.5001886169660961,0.1137936635178112,-0.07903267365859346,0.05341134740625475,0.027348150243892217,0.026063197162362495,0.9141656106730434,0.015263566013318453,0.0035378779543442157,0.011725688058974226,0.9824921723348378,0.007916673215866879,0.009923348160722613,-0.0020066749448557353,0.9914708061386488,-0.07903267365859346,-6.9558220019416694e-06,1.1524305922515952,5.296201736564242,-0.07903267365859223,-0.07903267365859223,-0.07903267365859223,-0.07903267365859223,-0.07903267365859223,0.0,0.0
CREStereo,specimen_3,2025_05_08-14_52_45,0.11257191484327574,0.23028350464438338,0.37308450379104,0.5483157838663281,0.07859971234263188,-0.11771158980110764,0.01645151552817089,0.01848464939538683,-0.0020331338672159305,0.9775456539389019,0.003853188202496582,0.001464921782055152,0.002388266420441404,0.9954040029651594,0.012243194772448817,0.0,0.012243194772448812,0.9857930252923299,-0.11771158980110764,-0.00014495849609375,0.5291824340820306,1.9460464859008721,-0.11771158980110785,-0.11771158980110785,-0.11771158980110785,-0.11771158980110785,-0.11771158980110785,0.0,0.0,0.2756524757624044,0.3948337995941685,0.3732620700676528,0.548147095903546,0.07859083402880125,-0.11918132383176418,0.045945274073547954,0.0372178915780315,0.008727382495516467,0.9211572740984506,0.014507164799261325,0.004945220803664968,0.009561943995596373,0.9826221976432552,0.005344744926043646,0.0004883072606850507,0.004856437665358593,0.9937892684335957,-0.11918132383176418,-0.00037508274402853203,1.498959909226579,4.062178811822456,-0.11918132383176427,-0.11918132383176427,-0.11918132383176427,-0.11918132383176427,-0.11918132383176427,0.0,0.0
CREStereo,specimen_3,2025_05_08-14_59_26,0.2699922945226235,0.45465334972495464,0.42273470395897533,0.4550351673684458,0.12223012867257886,-0.18466105520233114,0.07245477641081131,0.05792324339582696,0.014531533014984332,0.8403490926054308,0.03617299052010068,0.07037002187669074,-0.03419703135659005,0.9500702150284512,0.012820211239443909,0.04202441720966338,-0.02920420597021947,0.9847070666680697,-0.18466105520233114,0.0,1.813669204711914,4.583522129058838,-0.1846610552023309,-0.1846610552023309,-0.1846610552023309,-0.1846610552023309,-0.1846610552023309,0.0,0.0,0.9109962426658101,0.9055327784522582,0.42420491166992075,0.45356495965750043,0.12223012867257886,0.005463464213551564,0.0694526122650608,0.06503022747053704,0.004422384794523726,0.7924921152274944,0.06556244266189927,0.0861482910305568,-0.02058584836865751,0.894190113274521,0.031294841335183836,0.05144256780597963,-0.020147726470795768,0.9625151446845679,0.005463464213551564,0.0,5.468501572048666,12.671477033061601,0.005463464213553593,0.005463464213553593,0.005463464213553593,0.005463464213553593,0.005463464213553593,1.0,1.0
Fast-FoundationStereo,specimen_2,2025_04_10-16_07_15,0.0895209911943645,0.43095483689751485,0.31090103300538213,0.5945010144369534,0.09459795255766452,-0.34143384570315033,0.014740055650673243,0.0434337393811798,-0.028693683730506514,0.9773296151326288,0.007932541990590175,0.02067922220128723,-0.012746680210697053,0.990214802763434,0.003530732114916729,0.013134432693541736,-0.00960370057862503,0.9957787724160896,-0.34143384570315033,-0.000293731689453125,0.23000755310058574,1.759671783447267,-0.3414338457031505,-0.3414338457031505,-0.3414338457031505,-0.3414338457031505,-0.3414338457031505,0.0,0.0,7.261210753700215,1.3372877970326607,0.3114772004270739,0.5939275776665492,0.09459522190637688,5.923922956667558,0.016176378227971154,0.051098677545581395,-0.03492229931761032,0.9674097220694057,0.013473033453208924,0.03583706749896918,-0.02236403404576026,0.9801235930613856,0.005051704882131437,0.02952926302452398,-0.024477558142392553,0.9933577719453829,5.923922956667558,-0.0007661336915987249,0.5362609614762159,5.11436414729657,5.923922956667555,5.923922956667555,5.923922956667555,5.923922956667555,5.923922956667555,1.0,1.0
Fast-FoundationStereo,specimen_2,2025_04_10-16_08_53,0.0780023439215224,3.256430762356765,0.24876038228230887,0.64024543966244,0.11099417805525118,-3.178428418435243,0.006428358612966107,0.10478881126158242,-0.09836045264861631,0.9858947228213817,0.004347101632857597,0.0847629070452407,-0.08041580541238308,0.9930909896384534,0.003656446414756112,0.07522257370963616,-0.07156612729488004,0.9945313831718904,-3.178428418435243,-0.009357452392578125,0.1273021697998047,0.6908149719238281,-3.1784284184352405,-3.1784284184352405,-3.1784284184352405,-3.1784284184352405,-3.1784284184352405,0.0,0.0,1368.7229750230622,7.374662238058086,0.2579228683685485,0.6310829535762004,0.11099417805525118,1361.348312785004,0.007453501560013603,0.06590709045848976,-0.05845358889847618,0.9819670632524027,0.003919700645871028,0.06588355243311948,-0.06196385178724845,0.9928251527829745,0.002797308488741081,0.07242960117293697,-0.0696322926841959,0.9954077969831382,1361.348312785004,-0.015922137006370463,0.30453939064535973,27.35628188308334,1361.348312785001,1361.348312785001,1361.348312785001,1361.348312785001,1361.348312785001,1.0,1.0
