epoch,loss,harm_loss,delta_loss,validation_harm_auroc,validation_harm_auprc,validation_brier,validation_sample_count,validation_harm_fraction,learning_rate
17,1.2058403372764588,1.2058403372764588,0.0,0.7440648523451071,0.5853297037062003,0.3083950770500451,435,0.27816091954022987,0.001796051084336703
18,1.2785065412521361,1.2785065412521361,0.0,0.7439595725640891,0.5774741768728827,0.29326558714965556,435,0.27816091954022987,0.001772385667320025
19,1.371640157699585,1.371640157699585,0.0,0.7436437332210349,0.5756021999170199,0.28979267274151155,435,0.27816091954022987,0.0017476063839638968
20,1.3921802282333373,1.3921802282333373,0.0,0.7480654840237934,0.587473061244859,0.31823466741925943,435,0.27816091954022987,0.0017217514421272158
21,1.2828101634979248,1.2828101634979248,0.0,0.7490393219982103,0.5874398361483358,0.3216436068923781,435,0.27816091954022987,0.0016948607082562905
22,1.252193534374237,1.252193534374237,0.0,0.7459335684581776,0.5792577466609636,0.2879530357823116,435,0.27816091954022987,0.00166697564591367
23,1.2260515809059143,1.2260515809059143,0.0,0.7466968468705586,0.5819744812519246,0.2952952936054134,435,0.27816091954022987,0.0016381392518443377
24,1.2492643356323243,1.2492643356323243,0.0,0.7471969258303944,0.5833778403545952,0.29966711308672955,435,0.27816091954022987,0.0016083959896778452
25,1.1469747304916382,1.1469747304916382,0.0,0.7468547665420857,0.5825885798135034,0.29951896622842133,435,0.27816091954022987,0.001577791721368618
26,1.2358420491218567,1.2358420491218567,0.0,0.7464599673632679,0.5822715191581409,0.29866762660644736,435,0.27816091954022987,0.0015463736364801474
27,1.2076187610626221,1.2076187610626221,0.0,0.7452229299363058,0.5776902434797527,0.2683591987535625,435,0.27816091954022987,0.0015141901794221034
28,1.2398313999176025,1.2398313999176025,0.0,0.7456440490603778,0.5783781728845082,0.26559792706319607,435,0.27816091954022987,0.001481290974752566
29,1.211676573753357,1.211676573753357,0.0,0.7473811654471759,0.5827419746690976,0.2942268262177568,435,0.27816091954022987,0.0014477267506605531
30,1.1489877700805664,1.1489877700805664,0.0,0.7484602832026109,0.5810621280239657,0.2539871762665087,435,0.27816091954022987,0.0014135492607468317
31,1.2095535159111024,1.2095535159111024,0.0,0.7492235616149917,0.5820110594675747,0.2574072265377028,435,0.27816091954022987,0.0013788112042236148
32,1.1347804188728332,1.1347804188728332,0.0,0.7518292361951888,0.5851999996267799,0.27872509827950437,435,0.27816091954022987,0.0013435661446561966
33,1.1418352723121643,1.1418352723121643,0.0,0.7515397167973892,0.5842640090747457,0.25533495445839116,435,0.27816091954022987,0.0013078684273718174
34,1.0772711515426636,1.0772711515426636,0.0,0.7514607569616256,0.583272750455146,0.23066738137254048,435,0.27816091954022987,0.001271773095663107
35,1.1298751711845398,1.1298751711845398,0.0,0.753382112965205,0.5862421278330592,0.2444504534017802,435,0.27816091954022987,0.001235335805915319
36,1.0924204587936401,1.0924204587936401,0.0,0.7544349107753856,0.5880814189331541,0.2587920344974599,435,0.27816091954022987,0.0011986127417882163
37,1.1606554508209228,1.1606554508209228,0.0,0.7549086697899667,0.5883595727174937,0.24485323867895165,435,0.27816091954022987,0.001161660527584943
38,1.234925103187561,1.234925103187561,0.0,0.7568037058482919,0.5910753123233724,0.2696539213188658,435,0.27816091954022987,0.0011245361409414497
39,1.0809561252593993,1.0809561252593993,0.0,0.7583302626730537,0.5951630529082298,0.29533684720473485,435,0.27816091954022987,0.0010872968249711122
40,1.2268677234649659,1.2268677234649659,0.0,0.7579617834394905,0.5921640050853735,0.2605940825458272,435,0.27816091954022987,0.0010499999999999971
41,1.1730192661285401,1.1730192661285401,0.0,0.758909301468653,0.5934752737062347,0.2636292615039551,435,0.27816091954022987,0.0010127031750288818
42,1.1219980120658875,1.1219980120658875,0.0,0.75906722114018,0.5924657702482974,0.2354100583272772,435,0.27816091954022987,0.000975463859058544
43,1.0015850603580474,1.0015850603580474,0.0,0.7588303416328893,0.590134503502555,0.21550073448180626,435,0.27816091954022987,0.0009383394724150509
44,1.1132697582244873,1.1132697582244873,0.0,0.7613307364320682,0.5989039417798109,0.259228752468948,435,0.27816091954022987,0.0009013872582117774
45,1.1900484800338744,1.1900484800338744,0.0,0.7625151339685213,0.6013611943202151,0.2873665961729398,435,0.27816091954022987,0.000864664194084675
46,1.032542109489441,1.032542109489441,0.0,0.7606464178554511,0.5962099286833624,0.23418972013298842,435,0.27816091954022987,0.0008282269043368867
47,1.0830732941627503,1.0830732941627503,0.0,0.760856977417487,0.59655057516983,0.23116700906105614,435,0.27816091954022987,0.0007921315726281767
48,1.1682808876037598,1.1682808876037598,0.0,0.7614096962678318,0.5985685483036404,0.24400217746231032,435,0.27816091954022987,0.0007564338553437977
49,1.1194841623306275,1.1194841623306275,0.0,0.7629362530925936,0.6026807793719,0.28020059679134096,435,0.27816091954022987,0.0007211887957763791
50,1.1906041502952576,1.1906041502952576,0.0,0.763567931778702,0.604251196510545,0.2644723717289899,435,0.27816091954022987,0.0006864507392531626
51,1.1031429886817932,1.1031429886817932,0.0,0.7624098541875033,0.5991046953715888,0.2247488500729235,435,0.27816091954022987,0.0006522732493394409
52,0.9682074308395385,0.9682074308395385,0.0,0.7631204927093751,0.6009628368631023,0.22197861344876144,435,0.27816091954022987,0.0006187090252474283
53,1.0141522407531738,1.0141522407531738,0.0,0.7633573722166658,0.6018151329404992,0.2288296702025727,435,0.27816091954022987,0.0005858098205778904
54,1.0556917905807495,1.0556917905807495,0.0,0.7643312101910829,0.604471988472782,0.2467583763758359,435,0.27816091954022987,0.0005536263635198466
55,1.1234660387039184,1.1234660387039184,0.0,0.7645944096436279,0.605031100369084,0.24588232050673653,435,0.27816091954022987,0.0005222082786313759
56,1.1068289756774903,1.1068289756774903,0.0,0.7648049692056641,0.605674469750018,0.24722712148654793,435,0.27816091954022987,0.000491604010322149
57,1.0925952434539794,1.0925952434539794,0.0,0.7649892088224457,0.6055792401715008,0.24030811713375522,435,0.27816091954022987,0.00046186074815565616
58,0.9557894825935364,0.9557894825935364,0.0,0.7645417697531189,0.6043735566447743,0.2260461740564582,435,0.27816091954022987,0.0004330243540863243
59,1.0417311191558838,1.0417311191558838,0.0,0.7654103279465179,0.6065613136049632,0.23486789920904036,435,0.27816091954022987,0.00040513929174370406
60,1.1091598749160767,1.1091598749160767,0.0,0.76583144707059,0.6078391550718264,0.24486038017301776,435,0.27816091954022987,0.00037824855787277876
61,1.0210847973823547,1.0210847973823547,0.0,0.7662788861399168,0.6088109826752404,0.2483312044043381,435,0.27816091954022987,0.00035239361603609757
62,1.1232327818870544,1.1232327818870544,0.0,0.7659893667421173,0.6085004665350126,0.23614794545933604,435,0.27816091954022987,0.0003276143326799697
63,1.0688367128372191,1.0688367128372191,0.0,0.7656208875085541,0.6081303301208224,0.22796230539854434,435,0.27816091954022987,0.0003039489156632915
64,1.0956354975700378,1.0956354975700378,0.0,0.7660683265778807,0.6091889854341369,0.22911875133216858,435,0.27816091954022987,0.0002814338553437995
65,1.0508682608604432,1.0508682608604432,0.0,0.7663315260304259,0.6099734419380678,0.23406306456730913,435,0.27816091954022987,0.00026010386831258186
66,1.1050353407859803,1.1050353407859803,0.0,0.766594725482971,0.6100944976293907,0.24009002179920622,435,0.27816091954022987,0.0002399918438636124
67,1.0421687483787536,1.0421687483787536,0.0,0.7665684055377165,0.6103882030173708,0.23588851712592457,435,0.27816091954022987,0.00022112879328084272
68,0.9855560004711151,0.9855560004711151,0.0,0.7662788861399169,0.6095466998021032,0.22574501789799778,435,0.27816091954022987,0.00020354380202105044
69,1.1319718480110168,1.1319718480110168,0.0,0.7663841659209348,0.6100224135997759,0.22689953454757608,435,0.27816091954022987,0.00018726398486617257
70,1.0836831688880921,1.0836831688880921,0.0,0.7669105648260252,0.610950484613274,0.2367681242286174,435,0.27816091954022987,0.0001723144441142777
71,1.1518431186676026,1.1518431186676026,0.0,0.76746328367637,0.6120254852112805,0.24715026785845765,435,0.27816091954022987,0.00015871823087364008
72,1.1838043570518493,1.1838043570518493,0.0,0.7680423224719692,0.6131982623663004,0.2563273340629698,435,0.27816091954022987,0.0001464963095196041
73,1.1871239781379699,1.1871239781379699,0.0,0.7681476022529873,0.6134267561402272,0.25883720100637564,435,0.27816091954022987,0.00013566752536903507
74,1.0256279826164245,1.0256279826164245,0.0,0.7681476022529873,0.6134756304739057,0.25477474045208687,435,0.27816091954022987,0.0001262485756222073
75,1.1568812608718873,1.1568812608718873,0.0,0.7679370426909512,0.6127101788144302,0.2512353368668074,435,0.27816091954022987,0.0001182539836169311
76,0.925538182258606,0.925538182258606,0.0,0.7678844028004422,0.6128158760879931,0.24821006983182475,435,0.27816091954022987,0.00011169607643461924
77,1.198426079750061,1.198426079750061,0.0,0.7680160025267146,0.61323425323185,0.249780233562937,435,0.27816091954022987,0.00010658496589282001
78,1.1663593888282775,1.1663593888282775,0.0,0.7679896825814603,0.6129062629063223,0.24868445914646084,435,0.27816091954022987,0.00010292853295352842
79,1.154102736711502,1.154102736711502,0.0,0.7681739221982418,0.6130601803422255,0.24910424412151214,435,0.27816091954022987,0.00010073241557131324
80,1.108542811870575,1.108542811870575,0.0,0.7684634415960416,0.6136421596376502,0.25223439294691574,435,0.27816091954022987,0.0001
