block,max,mean,median,p90,p95,p99,zero_gradient_fraction
local_feature_extractor,0.7496984004974365,0.12286325778537006,0.06524111307226121,0.25955336242914206,0.26534930914640426,0.648009710013866,0.0
forward_propagation_block,2.874427318572998,0.26079392576569016,0.0852410951629281,0.3264517456293106,0.4232382357120513,2.3607394412159897,0.0
fusion_head,0.6988467574119568,0.3598892083391547,0.3598892083391547,0.6310552475973964,0.6649510025046765,0.6920676064305007,0.0
residual_head,19.171125411987305,10.408134639263153,10.408134639263153,17.418527257442474,18.294826334714887,18.99586559653282,0.0
