config,frame_index,modified_pixel_ratio,raw_mae,refined_mae,sequence_id
aligned_local_faithful,69,0.4896519184112549,11.850449562072754,11.687117576599121,dataset_4_keyframe_1
aligned_local_faithful,70,0.5133503675460815,9.748889923095703,9.669866561889648,dataset_4_keyframe_1
aligned_local_faithful,71,0.44855305552482605,10.772536277770996,10.620284080505371,dataset_4_keyframe_1
aligned_local_faithful,72,0.5151060223579407,11.700876235961914,11.548958778381348,dataset_4_keyframe_1
aligned_local_faithful,73,0.3671046495437622,10.480977058410645,10.393938064575195,dataset_4_keyframe_1
aligned_local_faithful,74,0.6014441251754761,6.914381504058838,6.862206935882568,dataset_4_keyframe_1
aligned_local_faithful,75,0.4077303111553192,7.08359956741333,6.975015163421631,dataset_4_keyframe_1
aligned_local_faithful,76,0.5550603866577148,10.684420585632324,10.476255416870117,dataset_4_keyframe_1
aligned_local_faithful,77,0.3662627339363098,10.011382102966309,9.901083946228027,dataset_4_keyframe_1
aligned_local_faithful,78,0.6981968283653259,12.89316177368164,12.674659729003906,dataset_4_keyframe_1
aligned_local_faithful,79,0.590801477432251,9.190312385559082,9.143753051757812,dataset_4_keyframe_1
aligned_local_faithful,80,0.5714983344078064,6.780852794647217,6.707061767578125,dataset_4_keyframe_1
aligned_local_faithful,81,0.38094037771224976,6.036298751831055,5.970600128173828,dataset_4_keyframe_1
aligned_local_faithful,82,0.45206576585769653,4.8513288497924805,4.806095123291016,dataset_4_keyframe_1
aligned_local_faithful,83,0.42983278632164,7.448764801025391,7.329075336456299,dataset_4_keyframe_1
aligned_local_faithful,84,0.5845456719398499,5.02047872543335,4.953627109527588,dataset_4_keyframe_1
aligned_local_faithful,85,0.47272753715515137,5.520598888397217,5.419704437255859,dataset_4_keyframe_1
aligned_local_faithful,86,0.432926744222641,4.758561611175537,4.701687335968018,dataset_4_keyframe_1
aligned_local_faithful,87,0.5271654725074768,4.4748406410217285,4.420792579650879,dataset_4_keyframe_1
aligned_local_faithful,88,0.473166286945343,5.1351704597473145,5.013974189758301,dataset_4_keyframe_1
aligned_local_faithful,89,0.42746448516845703,4.5885467529296875,4.5452680587768555,dataset_4_keyframe_1
aligned_local_faithful,90,0.3950522243976593,4.896280765533447,4.856441974639893,dataset_4_keyframe_1
aligned_local_faithful,91,0.4049646556377411,4.264264106750488,4.238895416259766,dataset_4_keyframe_1
aligned_local_faithful,92,0.3985885977745056,4.618225574493408,4.588967800140381,dataset_4_keyframe_1
aligned_local_faithful,93,0.35935765504837036,4.560856342315674,4.550020694732666,dataset_4_keyframe_1
aligned_local_faithful,94,0.3542291224002838,5.0233154296875,4.995000839233398,dataset_4_keyframe_1
aligned_local_faithful,95,0.44110870361328125,4.735302925109863,4.7177581787109375,dataset_4_keyframe_1
aligned_local_faithful,96,0.5216659903526306,3.842177391052246,3.80759596824646,dataset_4_keyframe_1
aligned_local_faithful,97,0.4717811346054077,4.664228439331055,4.634106636047363,dataset_4_keyframe_1
aligned_local_faithful,98,0.371484637260437,4.68751335144043,4.690933704376221,dataset_4_keyframe_1
aligned_local_faithful,99,0.38646256923675537,5.4760613441467285,5.463717460632324,dataset_4_keyframe_1
aligned_local_faithful,100,0.38101017475128174,4.87246561050415,4.87831974029541,dataset_4_keyframe_1
aligned_local_faithful,101,0.3522687256336212,4.681422233581543,4.687680721282959,dataset_4_keyframe_1
aligned_local_faithful,102,0.3647465407848358,4.518485069274902,4.510204792022705,dataset_4_keyframe_1
aligned_local_faithful,103,0.4327823519706726,4.051941871643066,4.048237323760986,dataset_4_keyframe_1
