split,sequence,backbone,horizon,method,metric,aggregation,value,support
d7,dataset_7_keyframe_2,StereoAnywhere,8,refined,TEPE_corr_px,value,0.10850978990148263,111538
d7,dataset_7_keyframe_2,StereoAnywhere,8,refined,OPW_px,macro_sequence,0.2433398706732713,111538
d7,dataset_7_keyframe_2,StereoAnywhere,8,refined,OPW_px,value,0.2433398706732713,111538
d7,dataset_7_keyframe_2,CREStereo,1,raw,TEPE_corr_px,macro_sequence,0.0816694256286869,162512
d7,dataset_7_keyframe_2,CREStereo,1,raw,TEPE_corr_px,value,0.0816694256286869,162512
d7,dataset_7_keyframe_2,CREStereo,1,raw,OPW_px,macro_sequence,0.08015296655376326,162512
d7,dataset_7_keyframe_2,CREStereo,1,raw,OPW_px,value,0.08015296655376326,162512
d7,dataset_7_keyframe_2,CREStereo,1,refined,TEPE_corr_px,macro_sequence,0.06360788823077795,162512
d7,dataset_7_keyframe_2,CREStereo,1,refined,TEPE_corr_px,value,0.06360788823077795,162512
d7,dataset_7_keyframe_2,CREStereo,1,refined,OPW_px,macro_sequence,0.05895822562487844,162512
d7,dataset_7_keyframe_2,CREStereo,1,refined,OPW_px,value,0.05895822562487844,162512
d7,dataset_7_keyframe_2,CREStereo,2,raw,TEPE_corr_px,macro_sequence,0.08275334793141947,158773
d7,dataset_7_keyframe_2,CREStereo,2,raw,TEPE_corr_px,value,0.08275334793141947,158773
d7,dataset_7_keyframe_2,CREStereo,2,raw,OPW_px,macro_sequence,0.09702398502014233,158773
d7,dataset_7_keyframe_2,CREStereo,2,raw,OPW_px,value,0.09702398502014233,158773
d7,dataset_7_keyframe_2,CREStereo,2,refined,TEPE_corr_px,macro_sequence,0.07597853551438893,158773
d7,dataset_7_keyframe_2,CREStereo,2,refined,TEPE_corr_px,value,0.07597853551438893,158773
d7,dataset_7_keyframe_2,CREStereo,2,refined,OPW_px,macro_sequence,0.08556391346175542,158773
d7,dataset_7_keyframe_2,CREStereo,2,refined,OPW_px,value,0.08556391346175542,158773
d7,dataset_7_keyframe_2,CREStereo,4,raw,TEPE_corr_px,macro_sequence,0.09429507121589294,140775
d7,dataset_7_keyframe_2,CREStereo,4,raw,TEPE_corr_px,value,0.09429507121589294,140775
d7,dataset_7_keyframe_2,CREStereo,4,raw,OPW_px,macro_sequence,0.14485054680687606,140775
d7,dataset_7_keyframe_2,CREStereo,4,raw,OPW_px,value,0.14485054680687606,140775
d7,dataset_7_keyframe_2,CREStereo,4,refined,TEPE_corr_px,macro_sequence,0.08742758828652432,140775
d7,dataset_7_keyframe_2,CREStereo,4,refined,TEPE_corr_px,value,0.08742758828652432,140775
d7,dataset_7_keyframe_2,CREStereo,4,refined,OPW_px,macro_sequence,0.13570884112840942,140775
d7,dataset_7_keyframe_2,CREStereo,4,refined,OPW_px,value,0.13570884112840942,140775
d7,dataset_7_keyframe_2,CREStereo,8,raw,TEPE_corr_px,macro_sequence,0.10194203206526611,111538
d7,dataset_7_keyframe_2,CREStereo,8,raw,TEPE_corr_px,value,0.10194203206526611,111538
d7,dataset_7_keyframe_2,CREStereo,8,raw,OPW_px,macro_sequence,0.24032363307365104,111538
d7,dataset_7_keyframe_2,CREStereo,8,raw,OPW_px,value,0.24032363307365104,111538
d7,dataset_7_keyframe_2,CREStereo,8,refined,TEPE_corr_px,macro_sequence,0.09628573935952194,111538
d7,dataset_7_keyframe_2,CREStereo,8,refined,TEPE_corr_px,value,0.09628573935952194,111538
d7,dataset_7_keyframe_2,CREStereo,8,refined,OPW_px,macro_sequence,0.23207391196961627,111538
d7,dataset_7_keyframe_2,CREStereo,8,refined,OPW_px,value,0.23207391196961627,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,raw,TEPE_corr_px,macro_sequence,0.06738507245320956,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,raw,TEPE_corr_px,value,0.06738507245320956,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,raw,OPW_px,macro_sequence,0.06618249450681059,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,raw,OPW_px,value,0.06618249450681059,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,refined,TEPE_corr_px,macro_sequence,0.05499907801080151,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,refined,TEPE_corr_px,value,0.05499907801080151,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,refined,OPW_px,macro_sequence,0.05070922220270852,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,1,refined,OPW_px,value,0.05070922220270852,162512
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,raw,TEPE_corr_px,macro_sequence,0.07087000537484606,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,raw,TEPE_corr_px,value,0.07087000537484606,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,raw,OPW_px,macro_sequence,0.08542863567927216,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,raw,OPW_px,value,0.08542863567927216,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,refined,TEPE_corr_px,macro_sequence,0.0662597757898457,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,refined,TEPE_corr_px,value,0.0662597757898457,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,refined,OPW_px,macro_sequence,0.07626421792604192,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,2,refined,OPW_px,value,0.07626421792604192,158773
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,raw,TEPE_corr_px,macro_sequence,0.08410640004557204,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,raw,TEPE_corr_px,value,0.08410640004557204,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,raw,OPW_px,macro_sequence,0.13819468022832396,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,raw,OPW_px,value,0.13819468022832396,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,refined,TEPE_corr_px,macro_sequence,0.07768454924461325,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,refined,TEPE_corr_px,value,0.07768454924461325,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,refined,OPW_px,macro_sequence,0.12907658815595613,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,4,refined,OPW_px,value,0.12907658815595613,140775
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,raw,TEPE_corr_px,macro_sequence,0.09491609855205124,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,raw,TEPE_corr_px,value,0.09491609855205124,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,raw,OPW_px,macro_sequence,0.24003708756958192,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,raw,OPW_px,value,0.24003708756958192,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,refined,TEPE_corr_px,macro_sequence,0.08899512116572875,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,refined,TEPE_corr_px,value,0.08899512116572875,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,refined,OPW_px,macro_sequence,0.23109537590808824,111538
d7,dataset_7_keyframe_2,Fast-FoundationStereo,8,refined,OPW_px,value,0.23109537590808824,111538
d7,dataset_7_keyframe_3,S2M2-S,1,raw,TEPE_corr_px,macro_sequence,0.128887341976736,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,raw,TEPE_corr_px,value,0.128887341976736,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,raw,OPW_px,macro_sequence,0.1222939210745764,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,raw,OPW_px,value,0.1222939210745764,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,refined,TEPE_corr_px,macro_sequence,0.10460751790830203,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,refined,TEPE_corr_px,value,0.10460751790830203,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,refined,OPW_px,macro_sequence,0.09480175289416981,2542180
d7,dataset_7_keyframe_3,S2M2-S,1,refined,OPW_px,value,0.09480175289416981,2542180
d7,dataset_7_keyframe_3,S2M2-S,2,raw,TEPE_corr_px,macro_sequence,0.16020740277037104,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,raw,TEPE_corr_px,value,0.16020740277037104,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,raw,OPW_px,macro_sequence,0.16844933207247365,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,raw,OPW_px,value,0.16844933207247365,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,refined,TEPE_corr_px,macro_sequence,0.14381654613607808,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,refined,TEPE_corr_px,value,0.14381654613607808,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,refined,OPW_px,macro_sequence,0.15108561989936203,2526001
d7,dataset_7_keyframe_3,S2M2-S,2,refined,OPW_px,value,0.15108561989936203,2526001
d7,dataset_7_keyframe_3,S2M2-S,4,raw,TEPE_corr_px,macro_sequence,0.21932833533006293,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,raw,TEPE_corr_px,value,0.21932833533006293,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,raw,OPW_px,macro_sequence,0.2646688627185491,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,raw,OPW_px,value,0.2646688627185491,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,refined,TEPE_corr_px,macro_sequence,0.2055389376074503,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,refined,TEPE_corr_px,value,0.2055389376074503,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,refined,OPW_px,macro_sequence,0.2518913270864567,2499890
d7,dataset_7_keyframe_3,S2M2-S,4,refined,OPW_px,value,0.2518913270864567,2499890
d7,dataset_7_keyframe_3,S2M2-S,8,raw,TEPE_corr_px,macro_sequence,0.33176172144412425,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,raw,TEPE_corr_px,value,0.33176172144412425,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,raw,OPW_px,macro_sequence,0.45759812211911655,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,raw,OPW_px,value,0.45759812211911655,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,refined,TEPE_corr_px,macro_sequence,0.3198144145604292,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,refined,TEPE_corr_px,value,0.3198144145604292,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,refined,OPW_px,macro_sequence,0.4474145128055867,2449579
d7,dataset_7_keyframe_3,S2M2-S,8,refined,OPW_px,value,0.4474145128055867,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,1,raw,TEPE_corr_px,macro_sequence,0.2867441846934619,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,raw,TEPE_corr_px,value,0.2867441846934619,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,raw,OPW_px,macro_sequence,0.28259255591517674,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,raw,OPW_px,value,0.28259255591517674,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,refined,TEPE_corr_px,macro_sequence,0.1652395438964693,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,refined,TEPE_corr_px,value,0.1652395438964693,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,refined,OPW_px,macro_sequence,0.153299476120712,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,1,refined,OPW_px,value,0.153299476120712,2542180
d7,dataset_7_keyframe_3,RAFT-Stereo,2,raw,TEPE_corr_px,macro_sequence,0.3281762835233721,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,raw,TEPE_corr_px,value,0.3281762835233721,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,raw,OPW_px,macro_sequence,0.3356367420934508,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,raw,OPW_px,value,0.3356367420934508,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,refined,TEPE_corr_px,macro_sequence,0.2328723224707932,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,refined,TEPE_corr_px,value,0.2328723224707932,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,refined,OPW_px,macro_sequence,0.2362388068907266,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,2,refined,OPW_px,value,0.2362388068907266,2526001
d7,dataset_7_keyframe_3,RAFT-Stereo,4,raw,TEPE_corr_px,macro_sequence,0.38685756552923184,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,raw,TEPE_corr_px,value,0.38685756552923184,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,raw,OPW_px,macro_sequence,0.4224652499532367,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,raw,OPW_px,value,0.4224652499532367,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,refined,TEPE_corr_px,macro_sequence,0.31706456476525763,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,refined,TEPE_corr_px,value,0.31706456476525763,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,refined,OPW_px,macro_sequence,0.3528793519728207,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,4,refined,OPW_px,value,0.3528793519728207,2499890
d7,dataset_7_keyframe_3,RAFT-Stereo,8,raw,TEPE_corr_px,macro_sequence,0.5104832163276662,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,raw,TEPE_corr_px,value,0.5104832163276662,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,raw,OPW_px,macro_sequence,0.6133944890658483,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,raw,OPW_px,value,0.6133944890658483,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,refined,TEPE_corr_px,macro_sequence,0.43509398885471445,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,refined,TEPE_corr_px,value,0.43509398885471445,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,refined,OPW_px,macro_sequence,0.537115714224194,2449579
d7,dataset_7_keyframe_3,RAFT-Stereo,8,refined,OPW_px,value,0.537115714224194,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,1,raw,TEPE_corr_px,macro_sequence,0.24695756353698095,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,raw,TEPE_corr_px,value,0.24695756353698095,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,raw,OPW_px,macro_sequence,0.24338366563644526,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,raw,OPW_px,value,0.24338366563644526,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,refined,TEPE_corr_px,macro_sequence,0.12252142402426107,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,refined,TEPE_corr_px,value,0.12252142402426107,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,refined,OPW_px,macro_sequence,0.1112457148623195,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,1,refined,OPW_px,value,0.1112457148623195,2542180
d7,dataset_7_keyframe_3,StereoAnywhere,2,raw,TEPE_corr_px,macro_sequence,0.27543407315641244,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,raw,TEPE_corr_px,value,0.27543407315641244,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,raw,OPW_px,macro_sequence,0.2832041940463992,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,raw,OPW_px,value,0.2832041940463992,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,refined,TEPE_corr_px,macro_sequence,0.16905924543019907,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,refined,TEPE_corr_px,value,0.16905924543019907,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,refined,OPW_px,macro_sequence,0.173023638805722,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,2,refined,OPW_px,value,0.173023638805722,2526001
d7,dataset_7_keyframe_3,StereoAnywhere,4,raw,TEPE_corr_px,macro_sequence,0.3336365088966197,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,raw,TEPE_corr_px,value,0.3336365088966197,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,raw,OPW_px,macro_sequence,0.3709989225455409,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,raw,OPW_px,value,0.3709989225455409,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,refined,TEPE_corr_px,macro_sequence,0.22964175603894724,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,refined,TEPE_corr_px,value,0.22964175603894724,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,refined,OPW_px,macro_sequence,0.26744321730529524,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,4,refined,OPW_px,value,0.26744321730529524,2499890
d7,dataset_7_keyframe_3,StereoAnywhere,8,raw,TEPE_corr_px,macro_sequence,0.42488072743965427,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,raw,TEPE_corr_px,value,0.42488072743965427,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,raw,OPW_px,macro_sequence,0.5306511665342952,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,raw,OPW_px,value,0.5306511665342952,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,refined,TEPE_corr_px,macro_sequence,0.32986895742440514,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,refined,TEPE_corr_px,value,0.32986895742440514,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,refined,OPW_px,macro_sequence,0.4377643453619008,2449579
d7,dataset_7_keyframe_3,StereoAnywhere,8,refined,OPW_px,value,0.4377643453619008,2449579
d7,dataset_7_keyframe_3,CREStereo,1,raw,TEPE_corr_px,macro_sequence,0.18726615221421297,2542180
d7,dataset_7_keyframe_3,CREStereo,1,raw,TEPE_corr_px,value,0.18726615221421297,2542180
d7,dataset_7_keyframe_3,CREStereo,1,raw,OPW_px,macro_sequence,0.1802054669176164,2542180
d7,dataset_7_keyframe_3,CREStereo,1,raw,OPW_px,value,0.1802054669176164,2542180
d7,dataset_7_keyframe_3,CREStereo,1,refined,TEPE_corr_px,macro_sequence,0.12261121535442074,2542180
d7,dataset_7_keyframe_3,CREStereo,1,refined,TEPE_corr_px,value,0.12261121535442074,2542180
d7,dataset_7_keyframe_3,CREStereo,1,refined,OPW_px,macro_sequence,0.10913511645371976,2542180
d7,dataset_7_keyframe_3,CREStereo,1,refined,OPW_px,value,0.10913511645371976,2542180
d7,dataset_7_keyframe_3,CREStereo,2,raw,TEPE_corr_px,macro_sequence,0.2185144836225709,2526001
d7,dataset_7_keyframe_3,CREStereo,2,raw,TEPE_corr_px,value,0.2185144836225709,2526001
d7,dataset_7_keyframe_3,CREStereo,2,raw,OPW_px,macro_sequence,0.22180394034061426,2526001
d7,dataset_7_keyframe_3,CREStereo,2,raw,OPW_px,value,0.22180394034061426,2526001
d7,dataset_7_keyframe_3,CREStereo,2,refined,TEPE_corr_px,macro_sequence,0.17044270862295297,2526001
d7,dataset_7_keyframe_3,CREStereo,2,refined,TEPE_corr_px,value,0.17044270862295297,2526001
d7,dataset_7_keyframe_3,CREStereo,2,refined,OPW_px,macro_sequence,0.17033269865145506,2526001
d7,dataset_7_keyframe_3,CREStereo,2,refined,OPW_px,value,0.17033269865145506,2526001
d7,dataset_7_keyframe_3,CREStereo,4,raw,TEPE_corr_px,macro_sequence,0.2659973533231672,2499890
d7,dataset_7_keyframe_3,CREStereo,4,raw,TEPE_corr_px,value,0.2659973533231672,2499890
d7,dataset_7_keyframe_3,CREStereo,4,raw,OPW_px,macro_sequence,0.296489926475077,2499890
d7,dataset_7_keyframe_3,CREStereo,4,raw,OPW_px,value,0.296489926475077,2499890
d7,dataset_7_keyframe_3,CREStereo,4,refined,TEPE_corr_px,macro_sequence,0.23064371638534956,2499890
d7,dataset_7_keyframe_3,CREStereo,4,refined,TEPE_corr_px,value,0.23064371638534956,2499890
d7,dataset_7_keyframe_3,CREStereo,4,refined,OPW_px,macro_sequence,0.2612325881721349,2499890
d7,dataset_7_keyframe_3,CREStereo,4,refined,OPW_px,value,0.2612325881721349,2499890
d7,dataset_7_keyframe_3,CREStereo,8,raw,TEPE_corr_px,macro_sequence,0.3632209525536177,2449579
d7,dataset_7_keyframe_3,CREStereo,8,raw,TEPE_corr_px,value,0.3632209525536177,2449579
d7,dataset_7_keyframe_3,CREStereo,8,raw,OPW_px,macro_sequence,0.45840215393795225,2449579
d7,dataset_7_keyframe_3,CREStereo,8,raw,OPW_px,value,0.45840215393795225,2449579
d7,dataset_7_keyframe_3,CREStereo,8,refined,TEPE_corr_px,macro_sequence,0.3285274017377568,2449579
d7,dataset_7_keyframe_3,CREStereo,8,refined,TEPE_corr_px,value,0.3285274017377568,2449579
d7,dataset_7_keyframe_3,CREStereo,8,refined,OPW_px,macro_sequence,0.4257194758998298,2449579
d7,dataset_7_keyframe_3,CREStereo,8,refined,OPW_px,value,0.4257194758998298,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,raw,TEPE_corr_px,macro_sequence,0.1354888475419839,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,raw,TEPE_corr_px,value,0.1354888475419839,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,raw,OPW_px,macro_sequence,0.12981048460533187,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,raw,OPW_px,value,0.12981048460533187,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,refined,TEPE_corr_px,macro_sequence,0.10639793800440542,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,refined,TEPE_corr_px,value,0.10639793800440542,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,refined,OPW_px,macro_sequence,0.09627210448754957,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,1,refined,OPW_px,value,0.09627210448754957,2542180
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,raw,TEPE_corr_px,macro_sequence,0.1653739001772267,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,raw,TEPE_corr_px,value,0.1653739001772267,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,raw,OPW_px,macro_sequence,0.17295137223772347,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,raw,OPW_px,value,0.17295137223772347,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,refined,TEPE_corr_px,macro_sequence,0.1480140401051446,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,refined,TEPE_corr_px,value,0.1480140401051446,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,refined,OPW_px,macro_sequence,0.15351397954971202,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,2,refined,OPW_px,value,0.15351397954971202,2526001
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,raw,TEPE_corr_px,macro_sequence,0.22110768402641198,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,raw,TEPE_corr_px,value,0.22110768402641198,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,raw,OPW_px,macro_sequence,0.2610580349927563,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,raw,OPW_px,value,0.2610580349927563,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,refined,TEPE_corr_px,macro_sequence,0.2101124515404276,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,refined,TEPE_corr_px,value,0.2101124515404276,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,refined,OPW_px,macro_sequence,0.25103476773608685,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,4,refined,OPW_px,value,0.25103476773608685,2499890
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,raw,TEPE_corr_px,macro_sequence,0.32689237555701517,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,raw,TEPE_corr_px,value,0.32689237555701517,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,raw,OPW_px,macro_sequence,0.4405311886445768,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,raw,OPW_px,value,0.4405311886445768,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,refined,TEPE_corr_px,macro_sequence,0.3184790487444289,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,refined,TEPE_corr_px,value,0.3184790487444289,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,refined,OPW_px,macro_sequence,0.43418605528479665,2449579
d7,dataset_7_keyframe_3,Fast-FoundationStereo,8,refined,OPW_px,value,0.43418605528479665,2449579
d7,dataset_7_keyframe_4,S2M2-S,1,raw,TEPE_corr_px,macro_sequence,0.0928318422680811,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,raw,TEPE_corr_px,value,0.0928318422680811,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,raw,OPW_px,macro_sequence,0.09219443721167907,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,raw,OPW_px,value,0.09219443721167907,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,refined,TEPE_corr_px,macro_sequence,0.07034336787897441,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,refined,TEPE_corr_px,value,0.07034336787897441,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,refined,OPW_px,macro_sequence,0.06241513732791454,3117379
d7,dataset_7_keyframe_4,S2M2-S,1,refined,OPW_px,value,0.06241513732791454,3117379
d7,dataset_7_keyframe_4,S2M2-S,2,raw,TEPE_corr_px,macro_sequence,0.12094937663815825,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,raw,TEPE_corr_px,value,0.12094937663815825,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,raw,OPW_px,macro_sequence,0.13707378859994768,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,raw,OPW_px,value,0.13707378859994768,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,refined,TEPE_corr_px,macro_sequence,0.0960556112253324,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,refined,TEPE_corr_px,value,0.0960556112253324,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,refined,OPW_px,macro_sequence,0.10455728089067451,3082322
d7,dataset_7_keyframe_4,S2M2-S,2,refined,OPW_px,value,0.10455728089067451,3082322
d7,dataset_7_keyframe_4,S2M2-S,4,raw,TEPE_corr_px,macro_sequence,0.14601638946224596,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,raw,TEPE_corr_px,value,0.14601638946224596,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,raw,OPW_px,macro_sequence,0.19844375138603754,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,raw,OPW_px,value,0.19844375138603754,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,refined,TEPE_corr_px,macro_sequence,0.12062766833681579,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,refined,TEPE_corr_px,value,0.12062766833681579,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,refined,OPW_px,macro_sequence,0.1712325517806091,3000149
d7,dataset_7_keyframe_4,S2M2-S,4,refined,OPW_px,value,0.1712325517806091,3000149
d7,dataset_7_keyframe_4,S2M2-S,8,raw,TEPE_corr_px,macro_sequence,0.1898309605326199,2840501
d7,dataset_7_keyframe_4,S2M2-S,8,raw,TEPE_corr_px,value,0.1898309605326199,2840501
d7,dataset_7_keyframe_4,S2M2-S,8,raw,OPW_px,macro_sequence,0.31491060756954453,2840501
