split,sequence,backbone,horizon,method,metric,aggregation,value,support
d2,dataset_2_keyframe_2,RAFT-Stereo,4,refined,OPW_px,value,0.09640669483430453,1571713
d2,dataset_2_keyframe_2,RAFT-Stereo,8,raw,TEPE_corr_px,macro_sequence,0.04487714118550078,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,raw,TEPE_corr_px,value,0.04487714118550078,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,raw,OPW_px,macro_sequence,0.18520966944644976,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,raw,OPW_px,value,0.18520966944644976,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,refined,TEPE_corr_px,macro_sequence,0.04592629173254642,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,refined,TEPE_corr_px,value,0.04592629173254642,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,refined,OPW_px,macro_sequence,0.1806761683932681,1442770
d2,dataset_2_keyframe_2,RAFT-Stereo,8,refined,OPW_px,value,0.1806761683932681,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,1,raw,TEPE_corr_px,macro_sequence,0.04958566612828393,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,raw,TEPE_corr_px,value,0.04958566612828393,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,raw,OPW_px,macro_sequence,0.05566024782406988,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,raw,OPW_px,value,0.05566024782406988,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,refined,TEPE_corr_px,macro_sequence,0.028609734472342975,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,refined,TEPE_corr_px,value,0.028609734472342975,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,refined,OPW_px,macro_sequence,0.03190047282550066,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,1,refined,OPW_px,value,0.03190047282550066,1676210
d2,dataset_2_keyframe_2,StereoAnywhere,2,raw,TEPE_corr_px,macro_sequence,0.05471591222731226,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,raw,TEPE_corr_px,value,0.05471591222731226,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,raw,OPW_px,macro_sequence,0.07694068092331481,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,raw,OPW_px,value,0.07694068092331481,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,refined,TEPE_corr_px,macro_sequence,0.0393939667936893,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,refined,TEPE_corr_px,value,0.0393939667936893,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,refined,OPW_px,macro_sequence,0.058262613524659695,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,2,refined,OPW_px,value,0.058262613524659695,1639377
d2,dataset_2_keyframe_2,StereoAnywhere,4,raw,TEPE_corr_px,macro_sequence,0.06149548893825587,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,raw,TEPE_corr_px,value,0.06149548893825587,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,raw,OPW_px,macro_sequence,0.12194245955766175,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,raw,OPW_px,value,0.12194245955766175,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,refined,TEPE_corr_px,macro_sequence,0.0477372520584282,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,refined,TEPE_corr_px,value,0.0477372520584282,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,refined,OPW_px,macro_sequence,0.10697413726418276,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,4,refined,OPW_px,value,0.10697413726418276,1571713
d2,dataset_2_keyframe_2,StereoAnywhere,8,raw,TEPE_corr_px,macro_sequence,0.0767297988812863,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,raw,TEPE_corr_px,value,0.0767297988812863,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,raw,OPW_px,macro_sequence,0.21418292448546886,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,raw,OPW_px,value,0.21418292448546886,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,refined,TEPE_corr_px,macro_sequence,0.06574533419618754,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,refined,TEPE_corr_px,value,0.06574533419618754,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,refined,OPW_px,macro_sequence,0.19910153021274682,1442770
d2,dataset_2_keyframe_2,StereoAnywhere,8,refined,OPW_px,value,0.19910153021274682,1442770
d2,dataset_2_keyframe_2,CREStereo,1,raw,TEPE_corr_px,macro_sequence,0.03661735139403558,1676210
d2,dataset_2_keyframe_2,CREStereo,1,raw,TEPE_corr_px,value,0.03661735139403558,1676210
d2,dataset_2_keyframe_2,CREStereo,1,raw,OPW_px,macro_sequence,0.042878949204732425,1676210
d2,dataset_2_keyframe_2,CREStereo,1,raw,OPW_px,value,0.042878949204732425,1676210
d2,dataset_2_keyframe_2,CREStereo,1,refined,TEPE_corr_px,macro_sequence,0.025797218365572843,1676210
d2,dataset_2_keyframe_2,CREStereo,1,refined,TEPE_corr_px,value,0.025797218365572843,1676210
d2,dataset_2_keyframe_2,CREStereo,1,refined,OPW_px,macro_sequence,0.029575463143409794,1676210
d2,dataset_2_keyframe_2,CREStereo,1,refined,OPW_px,value,0.029575463143409794,1676210
d2,dataset_2_keyframe_2,CREStereo,2,raw,TEPE_corr_px,macro_sequence,0.04085064551337795,1639377
d2,dataset_2_keyframe_2,CREStereo,2,raw,TEPE_corr_px,value,0.04085064551337795,1639377
d2,dataset_2_keyframe_2,CREStereo,2,raw,OPW_px,macro_sequence,0.06393496425811142,1639377
d2,dataset_2_keyframe_2,CREStereo,2,raw,OPW_px,value,0.06393496425811142,1639377
d2,dataset_2_keyframe_2,CREStereo,2,refined,TEPE_corr_px,macro_sequence,0.03345686988749613,1639377
d2,dataset_2_keyframe_2,CREStereo,2,refined,TEPE_corr_px,value,0.03345686988749613,1639377
d2,dataset_2_keyframe_2,CREStereo,2,refined,OPW_px,macro_sequence,0.053156598849793534,1639377
d2,dataset_2_keyframe_2,CREStereo,2,refined,OPW_px,value,0.053156598849793534,1639377
d2,dataset_2_keyframe_2,CREStereo,4,raw,TEPE_corr_px,macro_sequence,0.044355192630566566,1571713
d2,dataset_2_keyframe_2,CREStereo,4,raw,TEPE_corr_px,value,0.044355192630566566,1571713
d2,dataset_2_keyframe_2,CREStereo,4,raw,OPW_px,macro_sequence,0.10695466595781843,1571713
d2,dataset_2_keyframe_2,CREStereo,4,raw,OPW_px,value,0.10695466595781843,1571713
d2,dataset_2_keyframe_2,CREStereo,4,refined,TEPE_corr_px,macro_sequence,0.0374131085074647,1571713
d2,dataset_2_keyframe_2,CREStereo,4,refined,TEPE_corr_px,value,0.0374131085074647,1571713
d2,dataset_2_keyframe_2,CREStereo,4,refined,OPW_px,macro_sequence,0.09797512080796761,1571713
d2,dataset_2_keyframe_2,CREStereo,4,refined,OPW_px,value,0.09797512080796761,1571713
d2,dataset_2_keyframe_2,CREStereo,8,raw,TEPE_corr_px,macro_sequence,0.055865206461612374,1442770
d2,dataset_2_keyframe_2,CREStereo,8,raw,TEPE_corr_px,value,0.055865206461612374,1442770
d2,dataset_2_keyframe_2,CREStereo,8,raw,OPW_px,macro_sequence,0.19658428050274354,1442770
d2,dataset_2_keyframe_2,CREStereo,8,raw,OPW_px,value,0.19658428050274354,1442770
d2,dataset_2_keyframe_2,CREStereo,8,refined,TEPE_corr_px,macro_sequence,0.04942092343273425,1442770
d2,dataset_2_keyframe_2,CREStereo,8,refined,TEPE_corr_px,value,0.04942092343273425,1442770
d2,dataset_2_keyframe_2,CREStereo,8,refined,OPW_px,macro_sequence,0.18439525889384617,1442770
d2,dataset_2_keyframe_2,CREStereo,8,refined,OPW_px,value,0.18439525889384617,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,raw,TEPE_corr_px,macro_sequence,0.02849302319720063,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,raw,TEPE_corr_px,value,0.02849302319720063,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,raw,OPW_px,macro_sequence,0.035433140958035604,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,raw,OPW_px,value,0.035433140958035604,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,refined,TEPE_corr_px,macro_sequence,0.023733878990381485,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,refined,TEPE_corr_px,value,0.023733878990381485,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,refined,OPW_px,macro_sequence,0.027920312617933568,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,1,refined,OPW_px,value,0.027920312617933568,1676210
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,raw,TEPE_corr_px,macro_sequence,0.031433215299320354,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,raw,TEPE_corr_px,value,0.031433215299320354,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,raw,OPW_px,macro_sequence,0.05614889264544139,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,raw,OPW_px,value,0.05614889264544139,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,refined,TEPE_corr_px,macro_sequence,0.030687502624850573,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,refined,TEPE_corr_px,value,0.030687502624850573,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,refined,OPW_px,macro_sequence,0.051218713616876056,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,2,refined,OPW_px,value,0.051218713616876056,1639377
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,raw,TEPE_corr_px,macro_sequence,0.03516894172952723,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,raw,TEPE_corr_px,value,0.03516894172952723,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,raw,OPW_px,macro_sequence,0.09976994593842878,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,raw,OPW_px,value,0.09976994593842878,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,refined,TEPE_corr_px,macro_sequence,0.033979617097026175,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,refined,TEPE_corr_px,value,0.033979617097026175,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,refined,OPW_px,macro_sequence,0.09562307142275371,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,4,refined,OPW_px,value,0.09562307142275371,1571713
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,raw,TEPE_corr_px,macro_sequence,0.04299330534183075,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,raw,TEPE_corr_px,value,0.04299330534183075,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,raw,OPW_px,macro_sequence,0.1852437755936079,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,raw,OPW_px,value,0.1852437755936079,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,refined,TEPE_corr_px,macro_sequence,0.045229507966154166,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,refined,TEPE_corr_px,value,0.045229507966154166,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,refined,OPW_px,macro_sequence,0.18044389223837107,1442770
d2,dataset_2_keyframe_2,Fast-FoundationStereo,8,refined,OPW_px,value,0.18044389223837107,1442770
d2,dataset_2_keyframe_3,S2M2-S,1,raw,TEPE_corr_px,macro_sequence,0.04229776122567259,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,raw,TEPE_corr_px,value,0.04229776122567259,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,raw,OPW_px,macro_sequence,0.05636774995362978,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,raw,OPW_px,value,0.05636774995362978,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,refined,TEPE_corr_px,macro_sequence,0.03763121551219591,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,refined,TEPE_corr_px,value,0.03763121551219591,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,refined,OPW_px,macro_sequence,0.048457622532401455,4299521
d2,dataset_2_keyframe_3,S2M2-S,1,refined,OPW_px,value,0.048457622532401455,4299521
d2,dataset_2_keyframe_3,S2M2-S,2,raw,TEPE_corr_px,macro_sequence,0.04703530065946531,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,raw,TEPE_corr_px,value,0.04703530065946531,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,raw,OPW_px,macro_sequence,0.09015120629559373,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,raw,OPW_px,value,0.09015120629559373,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,refined,TEPE_corr_px,macro_sequence,0.0455822687588717,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,refined,TEPE_corr_px,value,0.0455822687588717,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,refined,OPW_px,macro_sequence,0.08478591709091686,4261035
d2,dataset_2_keyframe_3,S2M2-S,2,refined,OPW_px,value,0.08478591709091686,4261035
d2,dataset_2_keyframe_3,S2M2-S,4,raw,TEPE_corr_px,macro_sequence,0.05256757787424817,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,raw,TEPE_corr_px,value,0.05256757787424817,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,raw,OPW_px,macro_sequence,0.15777958419384586,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,raw,OPW_px,value,0.15777958419384586,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,refined,TEPE_corr_px,macro_sequence,0.051948864786820904,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,refined,TEPE_corr_px,value,0.051948864786820904,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,refined,OPW_px,macro_sequence,0.15341937793943142,4203288
d2,dataset_2_keyframe_3,S2M2-S,4,refined,OPW_px,value,0.15341937793943142,4203288
d2,dataset_2_keyframe_3,S2M2-S,8,raw,TEPE_corr_px,macro_sequence,0.06312047719053823,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,raw,TEPE_corr_px,value,0.06312047719053823,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,raw,OPW_px,macro_sequence,0.2889270887810103,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,raw,OPW_px,value,0.2889270887810103,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,refined,TEPE_corr_px,macro_sequence,0.06400859626167978,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,refined,TEPE_corr_px,value,0.06400859626167978,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,refined,OPW_px,macro_sequence,0.28435617638561794,4091842
d2,dataset_2_keyframe_3,S2M2-S,8,refined,OPW_px,value,0.28435617638561794,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,1,raw,TEPE_corr_px,macro_sequence,0.050245186849346805,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,raw,TEPE_corr_px,value,0.050245186849346805,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,raw,OPW_px,macro_sequence,0.06496184197874083,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,raw,OPW_px,value,0.06496184197874083,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,refined,TEPE_corr_px,macro_sequence,0.043045314856034605,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,refined,TEPE_corr_px,value,0.043045314856034605,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,refined,OPW_px,macro_sequence,0.05400213839550094,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,1,refined,OPW_px,value,0.05400213839550094,4299521
d2,dataset_2_keyframe_3,RAFT-Stereo,2,raw,TEPE_corr_px,macro_sequence,0.05460868196338244,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,raw,TEPE_corr_px,value,0.05460868196338244,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,raw,OPW_px,macro_sequence,0.09877616435220037,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,raw,OPW_px,value,0.09877616435220037,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,refined,TEPE_corr_px,macro_sequence,0.05205926264291559,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,refined,TEPE_corr_px,value,0.05205926264291559,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,refined,OPW_px,macro_sequence,0.09150534103607591,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,2,refined,OPW_px,value,0.09150534103607591,4261035
d2,dataset_2_keyframe_3,RAFT-Stereo,4,raw,TEPE_corr_px,macro_sequence,0.060107531063261416,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,raw,TEPE_corr_px,value,0.060107531063261416,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,raw,OPW_px,macro_sequence,0.1662379257130294,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,raw,OPW_px,value,0.1662379257130294,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,refined,TEPE_corr_px,macro_sequence,0.05877540108602418,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,refined,TEPE_corr_px,value,0.05877540108602418,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,refined,OPW_px,macro_sequence,0.16059477765352717,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,4,refined,OPW_px,value,0.16059477765352717,4203288
d2,dataset_2_keyframe_3,RAFT-Stereo,8,raw,TEPE_corr_px,macro_sequence,0.06905676706554743,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,raw,TEPE_corr_px,value,0.06905676706554743,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,raw,OPW_px,macro_sequence,0.29611432401047877,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,raw,OPW_px,value,0.29611432401047877,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,refined,TEPE_corr_px,macro_sequence,0.06951569305889153,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,refined,TEPE_corr_px,value,0.06951569305889153,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,refined,OPW_px,macro_sequence,0.29036452749628844,4091842
d2,dataset_2_keyframe_3,RAFT-Stereo,8,refined,OPW_px,value,0.29036452749628844,4091842
d2,dataset_2_keyframe_3,StereoAnywhere,1,raw,TEPE_corr_px,macro_sequence,0.10077609591616456,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,raw,TEPE_corr_px,value,0.10077609591616456,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,raw,OPW_px,macro_sequence,0.11440412174400891,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,raw,OPW_px,value,0.11440412174400891,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,refined,TEPE_corr_px,macro_sequence,0.044415728105314405,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,refined,TEPE_corr_px,value,0.044415728105314405,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,refined,OPW_px,macro_sequence,0.05410481814564246,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,1,refined,OPW_px,value,0.05410481814564246,4299521
d2,dataset_2_keyframe_3,StereoAnywhere,2,raw,TEPE_corr_px,macro_sequence,0.10772255382312663,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,raw,TEPE_corr_px,value,0.10772255382312663,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,raw,OPW_px,macro_sequence,0.14960589555824422,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,raw,OPW_px,value,0.14960589555824422,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,refined,TEPE_corr_px,macro_sequence,0.0548522314650057,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,refined,TEPE_corr_px,value,0.0548522314650057,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,refined,OPW_px,macro_sequence,0.09212293659087721,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,2,refined,OPW_px,value,0.09212293659087721,4261035
d2,dataset_2_keyframe_3,StereoAnywhere,4,raw,TEPE_corr_px,macro_sequence,0.11459169191093274,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,raw,TEPE_corr_px,value,0.11459169191093274,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,raw,OPW_px,macro_sequence,0.21745456169181276,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,raw,OPW_px,value,0.21745456169181276,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,refined,TEPE_corr_px,macro_sequence,0.06313721540299067,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,refined,TEPE_corr_px,value,0.06313721540299067,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,refined,OPW_px,macro_sequence,0.1624688595772,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,4,refined,OPW_px,value,0.1624688595772,4203288
d2,dataset_2_keyframe_3,StereoAnywhere,8,raw,TEPE_corr_px,macro_sequence,0.12721626929481314,4091842
d2,dataset_2_keyframe_3,StereoAnywhere,8,raw,TEPE_corr_px,value,0.12721626929481314,4091842
d2,dataset_2_keyframe_3,StereoAnywhere,8,raw,OPW_px,macro_sequence,0.3499016889090434,4091842
d2,dataset_2_keyframe_3,StereoAnywhere,8,raw,OPW_px,value,0.3499016889090434,4091842
