scale,backbone,sequence,frames,valid_count,clean_count,changed_count,helpful_count,false_update_count,clean_degradation_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,mean_update_magnitude_clean,gain
0.8,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,31525,15017,25839,13962,0.18488711227359433,0.18856074302499704,0.012054678393264625,0.0085970131255764,1.1739721209040082,2.0076892378102188e-05,0.10487926646615443,0.056671090924588725,0.12386692703933487,0.4763521015067407,0.029881952391667643,0.003673630751402701
0.8,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,350236,208317,293885,116358,0.16033531063665732,0.17226727975435002,0.010851443623703182,0.0024806934447192635,0.5010960156448796,4.925236188497715e-05,0.10191462939709166,0.04035109803966447,0.11725076228596068,0.5947903699219954,0.03206591985562986,0.011931969117692703
0.8,S2M2-S,dataset_7_keyframe_2,344,254507,241516,31531,10393,24977,17476,0.2241153489721125,0.22155465285020592,0.012058607515491168,0.008451633948001958,1.1490004451315539,1.2155958993268646e-05,0.10341757895957204,0.07235959522350487,0.12389050202941373,0.3296121277472963,0.02688279443496945,-0.0025606961219065694
0.8,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,369407,206509,305134,131679,0.14943575264650244,0.15888011471224653,0.011819282296700628,0.002600878190683572,0.5083352379201912,5.405018540702352e-05,0.10626666652736175,0.04585883048646322,0.12366876147446258,0.5590283887419567,0.03242309980871216,0.009444362065744089
0.8,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,34446,14635,25190,16100,0.22798085750036223,0.22916522696773226,0.021645770114146288,0.008435917318537644,1.1656103920078864,2.8177063340863853e-05,0.10702298508730934,0.06840294005183328,0.13534401804272575,0.4248679091911978,0.027992015371009926,0.0011843694673700222
1.0,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,778824,437815,715394,272191,0.1332657946269322,0.1434942038902523,0.011678676229462618,0.002438511604427997,0.4751926447622334,7.817999206496048e-05,0.24656387915718148,0.09381189782367812,0.2607319284328311,0.5621488295173236,0.04281872805493009,0.01022840926332011
1.0,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,41499,18888,35405,19402,0.18578933910135947,0.18856074302499704,0.01220005748825919,0.008565579764208762,1.1726831906335435,3.197702802994221e-05,0.1437072034225085,0.078751791012668,0.16305641888042371,0.4551434974336731,0.03735244240230309,0.002771403923637561
1.0,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,676159,421005,612090,207130,0.15866069537885885,0.17226727975435002,0.010733267539008991,0.0023715563340842663,0.49325277757497676,6.248536006442215e-05,0.21226304679607955,0.07182937947503137,0.2263621049135808,0.6226420117161792,0.040082399939212636,0.01360658437549117
1.0,S2M2-S,dataset_7_keyframe_2,344,254507,241516,40941,13047,33684,23581,0.22563946733111231,0.22155465285020592,0.01242401981526778,0.00844770478235278,1.153183102650654,1.6085123869873322e-05,0.1394690206860001,0.09763742360754567,0.1608639448030899,0.31867809775042133,0.03360349340515961,-0.00408481448090639
1.0,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,715929,399065,643647,257332,0.14861818192522386,0.15888011471224653,0.011735922954651631,0.002486049864700342,0.5006629654957164,6.967708224940332e-05,0.22415798013442229,0.08961903239501023,0.2396761640511699,0.5574086257156785,0.040528874742865484,0.01026193278702267
1.0,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,45203,19258,34824,21366,0.22876181029518083,0.22916522696773226,0.021802936771823503,0.008439846463325724,1.1690723985233291,4.019025077203615e-05,0.14795428474317032,0.09077622466754472,0.1776100460891056,0.42603367033161516,0.03499002026092656,0.000403416672551421
