epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.7677351398026995,0.07853319101072594,0.6897355417021307,0.9994664084533962,0.3102604366777568,-0.0006088847879742731
2,1.6811514444635345,0.06975433455021679,0.6270241772646906,0.9843729282298641,0.31352233313206024,-0.0038707812422776877
3,1.6062064398748397,0.062424840977326417,0.5955603290396599,0.9482212669356576,0.3085327762150004,0.0011187756747821354
4,1.5269091151687093,0.054460375058140394,0.5579539721229684,0.9144947693482606,0.3056678172969292,0.0039837345928533385
5,1.475559450154124,0.05213095945659343,0.5305104035390152,0.8929180895261036,0.30548845491744375,0.004163096972338798
6,1.424367713565637,0.04984463464201634,0.5108706011337502,0.8636524784757365,0.3014517603549679,0.008199791534814649
7,1.3504539180401318,0.048475251666921716,0.4928689037684194,0.8091097625884708,0.2959450186948647,0.013706533194917825
8,1.2946869036486843,0.04798566681303403,0.4801872779969537,0.7665139580646114,0.29735194609940363,0.01229960579037892
9,1.2377111593678751,0.04721609182270795,0.4566616765070727,0.7338333939873306,0.29695252043810344,0.01269903145167911
10,1.183118608484795,0.04831559232867963,0.4288004357415049,0.7060025809881926,0.29640126526952143,0.01325028662026112
11,1.1576165135771794,0.04781071838710635,0.4122986013059976,0.6975071936438796,0.30191612074180013,0.007735431147982419
12,1.121120125490046,0.045681839425539945,0.3989442080921089,0.6764940781244797,0.30340784180133595,0.006243710088446597
