backbone,sequence,clean_pixel_degradation,frame_degradation
CREStereo,dataset_7_keyframe_1,0.032056990204808546,-0.007779851477039653
CREStereo,dataset_7_keyframe_1,0.0939183987682833,-0.015514497302827382
CREStereo,dataset_7_keyframe_1,0.06227436823104693,-0.008397610274710601
CREStereo,dataset_7_keyframe_1,0.06395851339671564,-0.003952538742577805
CREStereo,dataset_7_keyframe_1,0.09257898603967671,-0.002346770034758316
CREStereo,dataset_7_keyframe_1,0.06020066889632107,0.010423888205487487
CREStereo,dataset_7_keyframe_1,0.014840680925360105,-0.0006090504506635045
CREStereo,dataset_7_keyframe_1,0.04694229112833764,0.002339269270553014
CREStereo,dataset_7_keyframe_1,0.019945602901178604,-0.0009127441510294587
CREStereo,dataset_7_keyframe_1,0.04407087687414812,0.005227112061010336
CREStereo,dataset_7_keyframe_1,0.009236752552260573,-0.00962190991988193
CREStereo,dataset_7_keyframe_1,0.049273021001615507,-0.012806271546639053
CREStereo,dataset_7_keyframe_1,0.019672131147540985,-0.017271746555572662
CREStereo,dataset_7_keyframe_1,0.03857421875,-0.012733403830062252
CREStereo,dataset_7_keyframe_1,0.06373117033603708,0.009899452084400615
CREStereo,dataset_7_keyframe_1,0.06027253668763103,-0.009619597666696667
CREStereo,dataset_7_keyframe_1,0.045166402535657686,0.004993807128005177
CREStereo,dataset_7_keyframe_1,0.03345280764635603,0.014240363336378528
CREStereo,dataset_7_keyframe_1,0.04550625711035267,0.00290522855870864
CREStereo,dataset_7_keyframe_1,0.022697512003491925,-0.00876101799325734
CREStereo,dataset_7_keyframe_1,0.0313102119460501,-0.019239306640625
CREStereo,dataset_7_keyframe_1,0.03901234567901234,-0.011649344584510007
CREStereo,dataset_7_keyframe_1,0.037368625924484235,-0.010180555324421475
CREStereo,dataset_7_keyframe_1,0.0735080058224163,0.0038801895171001926
CREStereo,dataset_7_keyframe_1,0.02254791431792559,-0.01628523922774129
CREStereo,dataset_7_keyframe_1,0.014507088691064951,-0.01917926963127527
CREStereo,dataset_7_keyframe_1,0.006954612005856516,-0.017660094919987924
CREStereo,dataset_7_keyframe_1,0.016050244242847175,-0.012369756888799857
CREStereo,dataset_7_keyframe_1,0.013769363166953529,-0.006380998567042873
CREStereo,dataset_7_keyframe_1,0.018151815181518153,-0.006327087413918784
CREStereo,dataset_7_keyframe_1,0.035025017869907075,-0.005453792442697602
CREStereo,dataset_7_keyframe_1,0.020041753653444676,-0.008849385541141324
CREStereo,dataset_7_keyframe_1,0.06312056737588652,0.0038131178917988314
CREStereo,dataset_7_keyframe_1,0.028227194492254734,0.0015194032389171173
CREStereo,dataset_7_keyframe_1,0.041033434650455926,0.0028028135461263437
CREStereo,dataset_7_keyframe_1,0.03296703296703297,-0.001911215240265263
CREStereo,dataset_7_keyframe_1,0.008133086876155268,-0.016762705108403247
CREStereo,dataset_7_keyframe_1,0.024533138044672283,-0.017687435119155083
CREStereo,dataset_7_keyframe_1,0.011353711790393014,-0.01507819338918567
CREStereo,dataset_7_keyframe_1,0.02040816326530612,-0.009153670953355064
CREStereo,dataset_7_keyframe_1,0.022701898027540007,-0.005042403281332425
CREStereo,dataset_7_keyframe_1,0.04092261904761905,-0.007279206937522054
CREStereo,dataset_7_keyframe_1,0.03515944399018806,-0.0012422336368110235
CREStereo,dataset_7_keyframe_1,0.040252182347235696,-0.005790110620959052
CREStereo,dataset_7_keyframe_1,0.025519504192489974,-0.0125919080760381
CREStereo,dataset_7_keyframe_1,0.046806649168853895,-0.006191402101476211
CREStereo,dataset_7_keyframe_1,0.03841536614645858,-0.005707171143714446
CREStereo,dataset_7_keyframe_1,0.03683168316831683,-0.009060093181744557
CREStereo,dataset_7_keyframe_1,0.018533123028391166,-0.017749447701146333
CREStereo,dataset_7_keyframe_1,0.02240512117055327,-0.02216937176047402
CREStereo,dataset_7_keyframe_1,0.09664375252729479,0.002584272943295061
CREStereo,dataset_7_keyframe_1,0.053488372093023255,-0.000552873932913448
CREStereo,dataset_7_keyframe_1,0.04517976455615654,0.0005021749065312334
CREStereo,dataset_7_keyframe_1,0.021470160116448325,-0.005811414112957481
CREStereo,dataset_7_keyframe_1,0.040783034257748776,0.0005439412756672358
CREStereo,dataset_7_keyframe_1,0.03181272509003601,0.0011521521976026153
CREStereo,dataset_7_keyframe_1,0.009924812030075189,0.0017557261341234183
CREStereo,dataset_7_keyframe_1,0.012760659819483348,-0.00689131149079985
CREStereo,dataset_7_keyframe_1,0.020168067226890758,-0.009767404655428736
CREStereo,dataset_7_keyframe_1,0.012557427258805513,-0.009342783505154639
CREStereo,dataset_7_keyframe_1,0.015133531157270029,-0.00024558249655905906
CREStereo,dataset_7_keyframe_1,0.015750463248919086,-0.00315242184328699
CREStereo,dataset_7_keyframe_1,0.003982843137254902,-0.012611088668955767
CREStereo,dataset_7_keyframe_1,0.009945750452079566,-0.006997510738776453
CREStereo,dataset_7_keyframe_1,0.007866582756450597,-0.012610945862003058
CREStereo,dataset_7_keyframe_1,0.007828356045230501,-0.00400360559675694
CREStereo,dataset_7_keyframe_1,0.006957621758380772,-0.006188440903267136
CREStereo,dataset_7_keyframe_1,0.008950617283950617,-0.006551378728881551
CREStereo,dataset_7_keyframe_1,0.006264236902050114,-0.014865787332745531
CREStereo,dataset_7_keyframe_1,0.005649717514124294,-0.00843485196431478
CREStereo,dataset_7_keyframe_1,0.011424491253123885,-0.010085127838944967
CREStereo,dataset_7_keyframe_1,0.011284046692607004,-0.014477841395243978
CREStereo,dataset_7_keyframe_1,0.01644736842105263,-0.01054349740707349
CREStereo,dataset_7_keyframe_1,0.015462064005753326,-0.012616050790209289
CREStereo,dataset_7_keyframe_1,0.013786470022443091,-0.007247707888786122
CREStereo,dataset_7_keyframe_1,0.01740211311373524,-0.001406095625365925
CREStereo,dataset_7_keyframe_1,0.008207070707070708,-0.0014810234837278106
CREStereo,dataset_7_keyframe_1,0.008787989747345295,-0.007170030081696643
CREStereo,dataset_7_keyframe_1,0.007270323859881031,-0.00869215632059488
CREStereo,dataset_7_keyframe_1,0.005376344086021506,-0.013521417264144579
CREStereo,dataset_7_keyframe_1,0.007741935483870968,-0.011729923991990483
CREStereo,dataset_7_keyframe_1,0.006613756613756613,-0.014475774208395398
CREStereo,dataset_7_keyframe_1,0.00967853439336329,-0.01881728268574404
CREStereo,dataset_7_keyframe_1,0.004862236628849271,-0.009653999287046496
CREStereo,dataset_7_keyframe_1,0.019327129563350035,-0.01820506893723694
CREStereo,dataset_7_keyframe_1,0.015352407536636426,-0.012721413960344022
CREStereo,dataset_7_keyframe_1,0.009576427255985266,-0.011608975642112534
CREStereo,dataset_7_keyframe_1,0.03968253968253968,-0.011042038740523709
CREStereo,dataset_7_keyframe_1,0.016351744186046513,-0.01374525085247167
CREStereo,dataset_7_keyframe_1,0.016059537798668234,-0.006514667479459904
CREStereo,dataset_7_keyframe_1,0.013747228381374724,-0.011182069337742606
CREStereo,dataset_7_keyframe_1,0.016166281755196306,-0.005115265369794428
CREStereo,dataset_7_keyframe_1,0.00894308943089431,-0.014217109227514832
CREStereo,dataset_7_keyframe_1,0.005919494869771113,-0.018863340284003587
CREStereo,dataset_7_keyframe_1,0.01657250470809793,-0.014156622726410266
CREStereo,dataset_7_keyframe_1,0.01800450112528132,-0.011196562291019015
CREStereo,dataset_7_keyframe_1,0.016,-0.013510573053934488
CREStereo,dataset_7_keyframe_1,0.007936507936507936,-0.014354336119616517
CREStereo,dataset_7_keyframe_1,0.011368804001819008,-0.010282738866223589
CREStereo,dataset_7_keyframe_1,0.005717552887364208,-0.01389912781802748
CREStereo,dataset_7_keyframe_1,0.0030048076923076925,-0.014011251684703895
CREStereo,dataset_7_keyframe_1,0.0053872053872053875,-0.01249514246833395
CREStereo,dataset_7_keyframe_1,0.0,-0.016645100775507436
CREStereo,dataset_7_keyframe_1,0.005529953917050691,-0.011143604700134771
CREStereo,dataset_7_keyframe_1,0.0011363636363636363,-0.006712396203992752
CREStereo,dataset_7_keyframe_1,0.008894536213468869,-0.006633322197094298
CREStereo,dataset_7_keyframe_1,0.006756756756756757,-0.01107619742861563
CREStereo,dataset_7_keyframe_1,0.001451378809869376,-0.009289911730161204
CREStereo,dataset_7_keyframe_1,0.0030075187969924814,-0.006180835746185124
CREStereo,dataset_7_keyframe_1,0.009845288326300985,-0.0037575494811122527
CREStereo,dataset_7_keyframe_1,0.0030959752321981426,-0.0031934102376302083
CREStereo,dataset_7_keyframe_1,0.003780718336483932,-0.004940888081900834
CREStereo,dataset_7_keyframe_1,0.0,-0.002183978721845699
CREStereo,dataset_7_keyframe_1,0.0,-0.0017114750708091709
CREStereo,dataset_7_keyframe_1,0.0,-0.0026768539092846353
CREStereo,dataset_7_keyframe_1,0.0,-0.0010575050842981783
CREStereo,dataset_7_keyframe_1,0.0,-0.0073995781925695414
CREStereo,dataset_7_keyframe_1,0.0,-0.008246745139445335
CREStereo,dataset_7_keyframe_1,0.0,-0.004214399442898007
CREStereo,dataset_7_keyframe_1,0.0,-0.002413636334447711
CREStereo,dataset_7_keyframe_1,0.0,-0.00044053114853896105
CREStereo,dataset_7_keyframe_1,0.0,-0.0006911073412214007
CREStereo,dataset_7_keyframe_1,0.0019011406844106464,-0.0052806770337616325
CREStereo,dataset_7_keyframe_1,0.0024449877750611247,-0.006316363739419589
CREStereo,dataset_7_keyframe_1,0.002183406113537118,-0.005942842048080788
CREStereo,dataset_7_keyframe_1,0.0,-0.0023349668921493903
CREStereo,dataset_7_keyframe_1,0.0,-0.0026671168642960407
CREStereo,dataset_7_keyframe_1,0.0,-0.006562951960552992
CREStereo,dataset_7_keyframe_1,0.007561436672967864,-0.004117909927814327
CREStereo,dataset_7_keyframe_1,0.0,0.00021513468570531226
CREStereo,dataset_7_keyframe_1,0.0,0.00020772999730603447
CREStereo,dataset_7_keyframe_1,0.002074688796680498,-4.174795319095357e-05
CREStereo,dataset_7_keyframe_1,0.0,-6.06565547168703e-05
CREStereo,dataset_7_keyframe_1,0.002079002079002079,0.0002877911547020124
CREStereo,dataset_7_keyframe_1,0.006263048016701462,-0.005750601632254464
CREStereo,dataset_7_keyframe_1,0.01694915254237288,0.0014047674470580392
CREStereo,dataset_7_keyframe_1,0.002012072434607646,-0.010754708132129505
CREStereo,dataset_7_keyframe_1,0.01646090534979424,-0.0055671652363989636
CREStereo,dataset_7_keyframe_1,0.011385199240986717,-0.008343995335590408
CREStereo,dataset_7_keyframe_1,0.03288201160541586,-0.005000480124691534
CREStereo,dataset_7_keyframe_1,0.023715415019762844,0.009064437709365823
CREStereo,dataset_7_keyframe_1,0.006818181818181818,-0.010783846768465909
CREStereo,dataset_7_keyframe_1,0.0,-0.019276461073798254
CREStereo,dataset_7_keyframe_1,0.0,-0.014802855998822695
CREStereo,dataset_7_keyframe_1,0.05016722408026756,-0.015603759429805708
CREStereo,dataset_7_keyframe_1,0.0038461538461538464,-0.026082385305268234
CREStereo,dataset_7_keyframe_1,0.006756756756756757,-0.02838561221215704
CREStereo,dataset_7_keyframe_1,0.0055248618784530384,-0.00745432212869957
CREStereo,dataset_7_keyframe_1,0.024096385542168676,-0.012156346861799906
CREStereo,dataset_7_keyframe_1,0.009708737864077669,-8.314146045512413e-05
CREStereo,dataset_7_keyframe_1,0.10307017543859649,0.030611165364583335
CREStereo,dataset_7_keyframe_1,0.18886679920477137,0.033413282160017474
CREStereo,dataset_7_keyframe_1,0.03592814371257485,0.018799495367789843
CREStereo,dataset_7_keyframe_1,0.048417132216014895,0.02658020572511148
CREStereo,dataset_7_keyframe_1,0.07020280811232449,0.026246557159014746
CREStereo,dataset_7_keyframe_1,0.05889423076923077,0.022713178163999086
CREStereo,dataset_7_keyframe_1,0.07024793388429752,0.027354038422247217
CREStereo,dataset_7_keyframe_1,0.07522935779816514,0.030004206597961137
CREStereo,dataset_7_keyframe_1,0.08743169398907104,0.019898949225623744
CREStereo,dataset_7_keyframe_1,0.03710094909404659,0.0015465716926419005
CREStereo,dataset_7_keyframe_1,0.004625346901017576,0.0006143240452972932
CREStereo,dataset_7_keyframe_1,0.0,-0.019921256112052012
CREStereo,dataset_7_keyframe_1,0.011811023622047244,-0.0011107789608011222
CREStereo,dataset_7_keyframe_1,0.0038560411311053984,-0.004945970618206522
CREStereo,dataset_7_keyframe_1,0.008021390374331552,-0.0058809947919917
CREStereo,dataset_7_keyframe_1,0.01838235294117647,-0.0072633936459101526
CREStereo,dataset_7_keyframe_1,0.007067137809187279,-0.0220967991145577
CREStereo,dataset_7_keyframe_1,0.09090909090909091,-0.007480753385103666
CREStereo,dataset_7_keyframe_1,0.11160220994475138,-0.0011214010484903525
CREStereo,dataset_7_keyframe_1,0.0032679738562091504,-0.0275033020132769
CREStereo,dataset_7_keyframe_1,0.016245487364620937,-0.01366473596352936
CREStereo,dataset_7_keyframe_1,0.01473922902494331,0.0010792637223247233
CREStereo,dataset_7_keyframe_1,0.0,-0.01832113975335744
CREStereo,dataset_7_keyframe_1,0.03451776649746193,-0.00043175147436455433
CREStereo,dataset_7_keyframe_1,0.02005730659025788,0.0006120649285981363
CREStereo,dataset_7_keyframe_1,0.0030706243602865915,-0.00740227036215724
CREStereo,dataset_7_keyframe_1,0.018975332068311195,-0.0014235726263818517
CREStereo,dataset_7_keyframe_1,0.0684811237928007,0.01155131078337218
CREStereo,dataset_7_keyframe_1,0.07621247113163972,0.01603242347682763
CREStereo,dataset_7_keyframe_1,0.05417956656346749,0.009687650812024396
CREStereo,dataset_7_keyframe_1,0.0859375,-0.004246581165886686
CREStereo,dataset_7_keyframe_1,0.040278853601859024,-0.0015796908081967664
CREStereo,dataset_7_keyframe_1,0.023682200152788387,-0.0032027996870343765
CREStereo,dataset_7_keyframe_1,0.04501323918799647,-0.004947704199690105
CREStereo,dataset_7_keyframe_1,0.04144385026737968,0.005951310742975403
CREStereo,dataset_7_keyframe_1,0.018193632228719947,0.000980814519794574
CREStereo,dataset_7_keyframe_1,0.02952755905511811,0.0008245619935560391
CREStereo,dataset_7_keyframe_1,0.018361581920903956,-0.005598294194982443
CREStereo,dataset_7_keyframe_1,0.015964240102171137,-0.004733864902359985
CREStereo,dataset_7_keyframe_1,0.0068792995622263915,0.005857457434831454
CREStereo,dataset_7_keyframe_1,0.0029568302779420462,-0.0015615746929886504
CREStereo,dataset_7_keyframe_1,0.0024600246002460025,-0.0038202082556689633
CREStereo,dataset_7_keyframe_1,0.008746355685131196,-7.42473398886126e-05
CREStereo,dataset_7_keyframe_1,0.0027378507871321013,-0.016449124022242197
CREStereo,dataset_7_keyframe_1,0.002834868887313962,-0.02697471991588779
CREStereo,dataset_7_keyframe_1,0.024553571428571428,-0.026826404971633556
CREStereo,dataset_7_keyframe_1,0.023538344722854973,-0.020160153615388938
CREStereo,dataset_7_keyframe_1,0.03692539562923888,-0.010043333773944963
CREStereo,dataset_7_keyframe_1,0.017902813299232736,-0.02779662888572403
CREStereo,dataset_7_keyframe_1,0.04447852760736196,-0.023127539528825108
CREStereo,dataset_7_keyframe_1,0.0026338893766461808,-0.02088289887639586
CREStereo,dataset_7_keyframe_1,0.03425167535368578,0.0017314735007627857
CREStereo,dataset_7_keyframe_1,0.03418803418803419,0.002225312286400374
CREStereo,dataset_7_keyframe_1,0.025727826675693975,-0.0025107202952078605
CREStereo,dataset_7_keyframe_1,0.0695364238410596,0.017713944740195737
CREStereo,dataset_7_keyframe_1,0.023536165327210104,-0.0014906809934143986
CREStereo,dataset_7_keyframe_1,0.07777777777777778,0.0010876737701539026
CREStereo,dataset_7_keyframe_1,0.07295373665480427,0.005402422965841091
CREStereo,dataset_7_keyframe_1,0.0853185595567867,0.007425137845683437
CREStereo,dataset_7_keyframe_1,0.09888823873610299,0.003554646753887431
CREStereo,dataset_7_keyframe_1,0.11255656108597285,0.014634549514394728
CREStereo,dataset_7_keyframe_1,0.013048016701461378,-0.00768648265146093
CREStereo,dataset_7_keyframe_1,0.0039011703511053317,-0.02335430597854873
CREStereo,dataset_7_keyframe_1,0.004632310364794441,-0.018175842885773667
CREStereo,dataset_7_keyframe_1,0.008928571428571428,-0.00300610183023607
CREStereo,dataset_7_keyframe_1,0.01171875,-0.0050042698906199385
CREStereo,dataset_7_keyframe_1,0.03457891801450084,-0.009631964490465078
CREStereo,dataset_7_keyframe_1,0.04713231118682567,-0.0034318307433465513
CREStereo,dataset_7_keyframe_1,0.01126126126126126,-0.008047643896619466
CREStereo,dataset_7_keyframe_1,0.029442148760330578,-0.004094956853745916
CREStereo,dataset_7_keyframe_1,0.00423728813559322,-0.00510194937666466
CREStereo,dataset_7_keyframe_1,0.0015384615384615385,-0.0033968405338982302
CREStereo,dataset_7_keyframe_1,0.0023515579071134627,-0.006579228828729616
CREStereo,dataset_7_keyframe_1,0.009210526315789473,-0.005341302584337807
CREStereo,dataset_7_keyframe_1,0.015028432168968318,0.0009541007789515913
CREStereo,dataset_7_keyframe_1,0.005695301376364499,-0.008741088429210982
CREStereo,dataset_7_keyframe_1,0.00228310502283105,-0.009402269057166561
CREStereo,dataset_7_keyframe_1,0.004244482173174873,-0.012261874764185804
CREStereo,dataset_7_keyframe_1,0.0054621848739495795,-0.005765098931567412
CREStereo,dataset_7_keyframe_1,0.003780718336483932,-0.004553008751368991
CREStereo,dataset_7_keyframe_1,0.00773109243697479,-0.003528404017857143
CREStereo,dataset_7_keyframe_1,0.008745247148288974,-0.0037762423801849777
CREStereo,dataset_7_keyframe_1,0.0027567195037904893,-0.003914682488692434
CREStereo,dataset_7_keyframe_1,0.012698412698412698,-0.005693285671180034
CREStereo,dataset_7_keyframe_1,0.007776049766718507,-0.0032583333814771285
CREStereo,dataset_7_keyframe_1,0.003966822935448972,-0.005094294509996932
CREStereo,dataset_7_keyframe_1,0.0039603960396039604,-0.005990986326137288
CREStereo,dataset_7_keyframe_1,0.003181336161187699,-0.004728103459911109
CREStereo,dataset_7_keyframe_1,0.002540834845735027,-0.008481417813800808
CREStereo,dataset_7_keyframe_1,0.01232394366197183,-0.00947685526323656
CREStereo,dataset_7_keyframe_1,0.005708169818052087,-0.008632778986901795
CREStereo,dataset_7_keyframe_1,0.003537318712415989,-0.011903130354520236
CREStereo,dataset_7_keyframe_1,0.01021566401816118,-0.013129953132031953
CREStereo,dataset_7_keyframe_1,0.0106458481192335,-0.02446158907630227
CREStereo,dataset_7_keyframe_1,0.0029450261780104713,-0.016015055760200778
CREStereo,dataset_7_keyframe_1,0.011169900058788948,-0.012916978458725017
CREStereo,dataset_7_keyframe_1,0.012362178416304711,-0.01421478271484375
CREStereo,dataset_7_keyframe_1,0.01384083044982699,-0.013457586061247374
CREStereo,dataset_7_keyframe_1,0.021556550951847706,-0.010111726542390604
CREStereo,dataset_7_keyframe_1,0.009314903846153846,-0.012338339315878378
CREStereo,dataset_7_keyframe_1,0.01170671595810228,-0.008666857367022326
CREStereo,dataset_7_keyframe_1,0.009978172747115684,-0.010613004354158542
CREStereo,dataset_7_keyframe_1,0.008708708708708709,-0.022933541461021764
CREStereo,dataset_7_keyframe_1,0.01419812842852533,-0.021971222223755183
CREStereo,dataset_7_keyframe_1,0.007814761215629523,-0.007538009373570013
CREStereo,dataset_7_keyframe_1,0.004828173814257313,-0.01191358704332842
CREStereo,dataset_7_keyframe_1,0.008992805755395683,-0.02407883084234092
CREStereo,dataset_7_keyframe_1,0.0013582342954159593,-0.009336592901532246
CREStereo,dataset_7_keyframe_1,0.009303721488595438,-0.01518725841967749
CREStereo,dataset_7_keyframe_1,0.007664111962679107,-0.020215481210976303
CREStereo,dataset_7_keyframe_1,0.00885766646304215,-0.02569655903608275
CREStereo,dataset_7_keyframe_1,0.008988764044943821,-0.01886257310541404
CREStereo,dataset_7_keyframe_1,0.011663597298956415,-0.018873300030152744
CREStereo,dataset_7_keyframe_1,0.02052644288819126,-0.01721318336661137
CREStereo,dataset_7_keyframe_1,0.014990328820116054,-0.01778569940552207
CREStereo,dataset_7_keyframe_1,0.00831255195344971,-0.015143425183947902
CREStereo,dataset_7_keyframe_1,0.018460575719649562,-0.028873569565331377
CREStereo,dataset_7_keyframe_1,0.022642591000286615,-0.02719737300392343
CREStereo,dataset_7_keyframe_1,0.009264458169567658,-0.01978257500492643
CREStereo,dataset_7_keyframe_1,0.0224863475746868,-0.013227244205121037
CREStereo,dataset_7_keyframe_1,0.0224418915308576,-0.01571042089982198
CREStereo,dataset_7_keyframe_1,0.021899808376676703,-0.014817865883431784
CREStereo,dataset_7_keyframe_1,0.015625,-0.009016886342302879
CREStereo,dataset_7_keyframe_1,0.025343439128375177,-0.0027068773945327206
CREStereo,dataset_7_keyframe_1,0.025568980050576003,-0.01783048116050727
CREStereo,dataset_7_keyframe_1,0.04361196533407884,-0.004213471267219468
CREStereo,dataset_7_keyframe_1,0.031820308844174076,0.0031437091688449824
CREStereo,dataset_7_keyframe_1,0.02786452077828489,-0.0017912508310117766
CREStereo,dataset_7_keyframe_1,0.046411361907177276,-0.0013214559271499812
CREStereo,dataset_7_keyframe_1,0.01857304643261608,-0.003155501359748671
CREStereo,dataset_7_keyframe_1,0.03148486695104611,0.000761545132060258
CREStereo,dataset_7_keyframe_1,0.01216920996716245,-0.00092197999955407
CREStereo,dataset_7_keyframe_1,0.02704456945045435,0.0032134280908728808
CREStereo,dataset_7_keyframe_1,0.023480947476828013,-0.0015011055064431415
CREStereo,dataset_7_keyframe_1,0.030695343495510546,0.0067495849875484435
CREStereo,dataset_7_keyframe_1,0.01141552511415525,-0.0031192680534998804
CREStereo,dataset_7_keyframe_1,0.010759115361625823,-0.0021007286443409743
CREStereo,dataset_7_keyframe_1,0.021442085347908344,-0.00164197565681611
CREStereo,dataset_7_keyframe_1,0.02318204001952172,-0.006560374966008643
CREStereo,dataset_7_keyframe_1,0.02315661182205972,0.0020624836053254572
