backbone,sequence,clean_pixel_degradation,frame_degradation
CREStereo,dataset_7_keyframe_1,0.06739961759082218,0.011400211318643355
CREStereo,dataset_7_keyframe_1,0.048699763593380616,0.010768606055597341
CREStereo,dataset_7_keyframe_1,0.06438026474127558,0.014932634067724567
CREStereo,dataset_7_keyframe_1,0.06829268292682927,0.020156270997239056
CREStereo,dataset_7_keyframe_1,0.06716417910447761,0.02470071448795737
CREStereo,dataset_7_keyframe_1,0.09090909090909091,0.019709507368187204
CREStereo,dataset_7_keyframe_1,0.07731015553522415,0.03069164134837963
CREStereo,dataset_7_keyframe_1,0.09081580297588507,0.035000970743330174
CREStereo,dataset_7_keyframe_1,0.07351154313487242,0.028849302404476293
CREStereo,dataset_7_keyframe_1,0.06227758007117438,0.03119594237115901
CREStereo,dataset_7_keyframe_1,0.02542841348811498,0.010536009297196667
CREStereo,dataset_7_keyframe_1,0.059023066485753055,0.020557748890703352
CREStereo,dataset_7_keyframe_1,0.09228278467350243,0.030705777943039546
CREStereo,dataset_7_keyframe_1,0.1259748050389922,0.03299945138552253
CREStereo,dataset_7_keyframe_1,0.09102564102564102,0.02766010939147772
CREStereo,dataset_7_keyframe_1,0.06788990825688074,0.024948422630848534
CREStereo,dataset_7_keyframe_1,0.08594138102334824,0.031641503655205655
CREStereo,dataset_7_keyframe_1,0.061452513966480445,0.03294305534372592
CREStereo,dataset_7_keyframe_1,0.04147196261682243,0.020174496528330258
CREStereo,dataset_7_keyframe_1,0.059536354056902004,0.026863949294022565
CREStereo,dataset_7_keyframe_1,0.05433746425166826,0.026297724927658382
CREStereo,dataset_7_keyframe_1,0.039964077233947015,0.011573941696322887
CREStereo,dataset_7_keyframe_1,0.062210796915167094,0.020891068347392638
CREStereo,dataset_7_keyframe_1,0.04210992907801418,0.022925841106084546
CREStereo,dataset_7_keyframe_1,0.03346456692913386,0.01188874316519409
CREStereo,dataset_7_keyframe_1,0.015270326042096575,0.006032277989630521
CREStereo,dataset_7_keyframe_1,0.006899195093905711,0.007894376429115854
CREStereo,dataset_7_keyframe_1,0.016339869281045753,0.006034264977273356
CREStereo,dataset_7_keyframe_1,0.03386641580432737,0.01194530399598352
CREStereo,dataset_7_keyframe_1,0.04004160166406656,0.006101494857465694
CREStereo,dataset_7_keyframe_1,0.027072053311120368,0.01087413994261291
CREStereo,dataset_7_keyframe_1,0.01524628616106333,0.002254116398976407
CREStereo,dataset_7_keyframe_1,0.02370304114490161,0.004519917997322362
CREStereo,dataset_7_keyframe_1,0.025576368876080693,0.0050129996626235695
CREStereo,dataset_7_keyframe_1,0.03390435403283369,0.004408627434651172
CREStereo,dataset_7_keyframe_1,0.015122873345935728,-0.004892339151372355
CREStereo,dataset_7_keyframe_1,0.014487228364468167,0.00020811681718272172
CREStereo,dataset_7_keyframe_1,0.01446733888645331,0.0001430349900098326
CREStereo,dataset_7_keyframe_1,0.04216867469879518,0.00472311437941169
CREStereo,dataset_7_keyframe_1,0.1544058205335489,0.00949621385344432
CREStereo,dataset_7_keyframe_1,0.1134453781512605,0.0013603434112250611
CREStereo,dataset_7_keyframe_1,0.13,0.001982989828949379
CREStereo,dataset_7_keyframe_1,0.1477170993733214,0.0006567075343096181
CREStereo,dataset_7_keyframe_1,0.15777262180974477,-0.001111690696451954
CREStereo,dataset_7_keyframe_1,0.09065420560747664,-0.008272602721789323
CREStereo,dataset_7_keyframe_1,0.09808612440191387,-0.013207343169593887
CREStereo,dataset_7_keyframe_1,0.10756419153365718,0.002625182702878273
CREStereo,dataset_7_keyframe_1,0.09520921770770163,-0.010731302876613879
CREStereo,dataset_7_keyframe_1,0.06549295774647887,-0.010254377659743394
CREStereo,dataset_7_keyframe_1,0.09919766593727207,-0.03666547073284817
CREStereo,dataset_7_keyframe_1,0.049132947976878616,-0.026275254484277647
CREStereo,dataset_7_keyframe_1,0.05821545157780196,0.006409422648701691
CREStereo,dataset_7_keyframe_1,0.04796747967479675,-0.02604530748071422
CREStereo,dataset_7_keyframe_1,0.04656445201590006,0.001447043243063276
CREStereo,dataset_7_keyframe_1,0.03104726598702502,-0.0021702614568272186
CREStereo,dataset_7_keyframe_1,0.05422794117647059,0.0033642480315657117
CREStereo,dataset_7_keyframe_1,0.06111343658434491,0.0018680252072595417
CREStereo,dataset_7_keyframe_1,0.03658017864738409,-0.006391483035970559
CREStereo,dataset_7_keyframe_1,0.05247148288973384,0.00551570325218889
CREStereo,dataset_7_keyframe_1,0.04228028503562945,-0.004282125878030065
CREStereo,dataset_7_keyframe_1,0.05732974220854175,0.006732175894303964
CREStereo,dataset_7_keyframe_1,0.044326241134751775,-0.0019411866713140789
CREStereo,dataset_7_keyframe_1,0.039711191335740074,0.0006832069074603873
CREStereo,dataset_7_keyframe_1,0.04494813676527084,0.008167496489390157
CREStereo,dataset_7_keyframe_1,0.06388107673764563,0.0036030380933795513
CREStereo,dataset_7_keyframe_1,0.11338518215309046,0.01178402477506988
CREStereo,dataset_7_keyframe_1,0.05691854759568204,-0.00440501151632528
CREStereo,dataset_7_keyframe_1,0.04439252336448598,-0.010225388927099144
CREStereo,dataset_7_keyframe_1,0.04751027866605756,0.0029798706378120206
CREStereo,dataset_7_keyframe_1,0.061296859169199594,0.002741213511679731
CREStereo,dataset_7_keyframe_1,0.049577464788732394,-0.0015986036572753837
CREStereo,dataset_7_keyframe_1,0.05408805031446541,0.0021901933663256226
CREStereo,dataset_7_keyframe_1,0.06385281385281386,-0.012576168044786824
CREStereo,dataset_7_keyframe_1,0.0790108564535585,0.008603165045568097
CREStereo,dataset_7_keyframe_1,0.04271844660194175,-0.00026305424178839094
CREStereo,dataset_7_keyframe_1,0.06646341463414634,0.01068110488988882
CREStereo,dataset_7_keyframe_1,0.040627227369921595,-0.005800993546195652
CREStereo,dataset_7_keyframe_1,0.0475,-0.022640848738110567
CREStereo,dataset_7_keyframe_1,0.0656763096168882,-0.0036960423537463357
CREStereo,dataset_7_keyframe_1,0.08753315649867374,-0.02053153396498227
