sequence,valid_pixel_count,support_coverage,raw_epe,raw_bad1,raw_bad3,h4_epe,h4_bad1,h4_bad3,multi_epe,multi_bad1,multi_bad3,multi_gain_vs_raw,multi_gain_vs_h4,raw_tepe,multi_tepe,raw_teper,multi_teper,mean_fusion_weight,mean_update_magnitude,percentage_improved,percentage_worsened,clean_pixel_degradation,degraded_frame_fraction,worst_frame_degradation,oracle_gain,oracle_recovery,mean_fb_confidence,selected_cs1_frequency,used_cs1_frequency,used_cs1_gain,selected_cs2_frequency,used_cs2_frequency,used_cs2_gain,selected_cs4_frequency,used_cs4_frequency,used_cs4_gain,selected_cs8_frequency,used_cs8_frequency,used_cs8_gain
dataset_7_keyframe_1,5766834,0.9884817224177036,0.15611755763785373,0.01278587176256504,0.0029641914436933678,0.1529352262093266,0.011591455554295476,0.002647206422102665,0.15052072860163188,0.011172334768089388,0.0023973292798093373,0.0055968290362218565,0.0024144976076947156,0.04605114320594013,0.04916285634112158,5.059820848795825,5.236098344833291,0.07398371025392403,0.022776723762622467,0.04864488903269974,0.028131033423192,0.020799459569597507,0.26134585289514867,0.04787191278217384,0.06172955451871959,0.09066692737146854,0.9141693067660086,0.0536068837771297,0.179842531066913,0.016733025072076843,0.08892019433886947,0.22221368976903652,0.032419607105363304,0.2069594859154954,0.2964174236709324,0.06318618283697615,0.6505134359685054,0.30152635549311807,0.1457761778184779
dataset_7_keyframe_2,386162,0.9877175392107713,0.19247309374435487,0.015136134575644418,0.011275060725809376,0.18667318474699965,0.01441363987134933,0.01061212651685044,0.16888471086373172,0.014701084001015118,0.008320342239785375,0.02358838288062315,0.01778847388326793,0.0814702422696898,0.0851125850420939,6.853863965025338,6.692295547956323,0.05518818557018237,0.04525548084808534,0.028630471149413975,0.027680092810789255,0.018658050385334222,0.33692307692307694,1.9129114151000977,0.08279277802936173,0.28490870148429775,0.886648591058183,0.09196917355928341,0.30788687054495284,-0.12079795405791711,0.1994396134264894,0.19305587491377327,-0.031242713637440588,0.47674551095136236,0.1449528627270637,0.027277606695436583,0.2318457020628648,0.35410439181421016,1.2938775667586884
dataset_7_keyframe_3,5102474,0.9774880622285194,1.3219361653086272,0.15691486130061613,0.12035945700066282,1.27548764108155,0.1541175908000707,0.11697521633623219,1.2549931304616888,0.1526626103337322,0.11446780522546514,0.06694303484693842,0.020494510619861295,0.1378490126515364,0.14970873834040427,7.338407698679243,7.792770908155847,0.08938373025737967,0.12266106999424985,0.06018413812593656,0.030755668720702938,0.01932546235233316,0.21875,0.49700986762572535,0.194291718879948,0.3445490895487019,0.8859827855618861,0.09981275749763742,0.26419335373475283,0.30928484145779983,0.09209140507134382,0.1789621137019956,0.5291275516077375,0.16453214656262824,0.178587129865092,0.8854615903069869,0.6435636908683905,0.37825740269815955,1.061670415906865
dataset_7_keyframe_4,6758582,0.9563060391228211,0.3466812426900556,0.06134748383610645,0.009587957947391923,0.3342293823248789,0.056270975183847737,0.009009286267444858,0.3332608481968523,0.05722664902193981,0.008271113674436443,0.013420394493203314,0.0009685341280266102,0.0662446793531004,0.09859839072730528,4.806200708791282,7.396310999662414,0.25363781459293505,0.08202425738641035,0.1504368815825568,0.1155005591409559,0.11523154706160103,0.28674505611972206,1.6759676305259146,0.12489523358596624,0.10745321585043487,0.8592677732269984,0.12343284434515997,0.20610694667688162,0.029269316036772533,0.20445708877986538,0.2637580722425019,0.04308552488120536,0.24951713243991122,0.26735667753258524,0.048441360227391435,0.42259293443506346,0.2627783035480312,0.07655315974958958
