backbone,valid_pixel_count,support_coverage,raw_epe,raw_bad1,raw_bad3,h4_epe,h4_bad1,h4_bad3,multi_epe,multi_bad1,multi_bad3,multi_gain_vs_raw,multi_gain_vs_h4,raw_tepe,multi_tepe,raw_teper,multi_teper,mean_fusion_weight,mean_update_magnitude,percentage_improved,percentage_worsened,clean_pixel_degradation,degraded_frame_fraction,worst_frame_degradation,oracle_gain,oracle_recovery,mean_fb_confidence,selected_cs1_frequency,used_cs1_frequency,used_cs1_gain,selected_cs2_frequency,used_cs2_frequency,used_cs2_gain,selected_cs4_frequency,used_cs4_frequency,used_cs4_gain,selected_cs8_frequency,used_cs8_frequency,used_cs8_gain
CREStereo,9007026,0.9730821009048762,0.5784073265182983,0.0746075341627747,0.041390909718701824,0.5555410894948538,0.07143478879710129,0.03977328365655878,0.5436869481618977,0.07103188111147897,0.03829432711751914,0.03472037835640063,0.011854141332956147,0.10089274674077899,0.1167715246031728,6.4907414068822105,7.613927434808818,0.15396660477945662,0.08576330825979789,0.09503980559176803,0.0650774184508849,0.05074430324309369,0.27821753151568457,1.6759676305259146,0.13413141618415225,0.2588534389939802,0.8849973601899246,0.10127982310698337,0.22179932907219754,0.09987605235407994,0.14212682410376076,0.24381527435510914,0.11955864271638345,0.22090088337704367,0.255357506888867,0.18646651866118313,0.5356924694122122,0.2790278896838263,0.42262767538247936
Fast-FoundationStereo,9007026,0.9730821009048762,0.5388147569906264,0.06915301454664392,0.03636838619095804,0.5237382826155289,0.06613614749196904,0.03540325075113584,0.5209469833276502,0.06617589424078492,0.03464961686576679,0.017867773662976205,0.00279129928787869,0.08102829551447037,0.10038218142706878,5.303769646208159,6.563906522005959,0.13672573737022425,0.06179573309204872,0.08431029287580606,0.05821144515403864,0.04309625104870825,0.2723541483435942,1.9129114151000977,0.11272460934002526,0.15850818882928586,0.8849973601899246,0.08614941269182524,0.20213912908000312,0.06680173944208781,0.1289435602828281,0.23998519903404222,0.08239671334845484,0.21248356560756015,0.25669938459141545,0.11034802481325215,0.5724234614177865,0.3011762872945392,0.21171974506425534
