sequence,frames,wall_seconds,live_sea_raft,run
dataset_7_keyframe_1,639,85.02421368600335,True,
dataset_7_keyframe_2,620,78.83651362099044,True,
dataset_7_keyframe_3,576,74.64402880599664,True,
dataset_7_keyframe_4,2189,285.69511105499987,True,
,,525.4594200479914,True,full
