epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_signed_utility,train_policy_risk,train_selective_risk,train_selective_coverage,train_selective_coverage_penalty,train_decisive_fraction,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_signed_utility,validation_loss_policy_risk,validation_loss_selective_risk,validation_loss_selective_coverage,validation_loss_selective_coverage_penalty,validation_loss_decisive_fraction,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,1288,0.0001,-5.802734894764947,0.3901340630374016,0.03615485534317949,0.04915833355156544,0.025888067408412787,0.0,-0.6779225142552037,0.01446744003651305,0.000343946426194137,0.04653332761621901,4.112714238154392,2.9123813221851984,0.004299407508854832,0.004921333114422547,0.014984695908303062,0.0,0.11142008564784192,4.807762507576715e-05,0.0003981375339208171,0.20568490292256078,0.4978765587657147,0.14755334887731109,0.4702352330166361,0.5239947168245469,0.07576319575309753,0.001976258121430874,1.0,0.9166175214788927,4.378295120517234e-27,False
